price,rooms,address
"$1,575",1 Bed,"1036 Newton St NE, Washington, DC 20017"
"$2,275 - 3,475",1-3 Beds,"1205 1/2 7th St NW, Washington, DC 20001"
"$2,075 - 2,700",1-2 Beds,"2900 Adams Mill Rd NW, Washington, DC 20009"
"$1,772 - 4,300",Studio - 3 Beds,"2601 Woodley Pl NW, Washington, DC 20008"
"$8,495",3 Beds,"1224 M St NW, Washington, DC 20005"
"$1,949 - 2,620",Studio - 2 Beds,"6101 16th St NW, Washington, DC 20011"
"$1,421 - 2,596",1-3 Beds,"1501 Benning Rd NE, Washington, DC 20002"
"$1,595 - 1,995",Studio - 1 Bed,"2101 New Hampshire Ave NW, Washington, DC 20009"
"$1,720 - 3,398",Studio - 2 Beds,"1829 Summit Pl NW, Washington, DC 20009"
Call for Rent,Studio - 2 Beds,"2323 Sherman Ave NW, Washington, DC 20001"
"$1,598 - 2,698",Studio - 2 Beds,"1845 Summit Pl NW, Washington, DC 20009"
"$2,302 - 10,141",Studio - 2 Beds,"450 K St NW, Washington, DC 20001"
"$1,622 - 1,947",Studio - 1 Bed,"5437 Connecticut Ave NW, Washington, DC 20015"
"$1,725",Studio,"3900 16th St NW, Washington, DC 20011"
Call for Rent,Studio,"2120 16th St NW, Washington, DC 20009"
Call for Rent,1-2 Beds,"2426 19th St NW, Washington, DC 20009"
"$2,700 - 4,800",1-2 Beds,"425 8th St NW, Washington, DC 20004"
"$2,696 - 15,882",Studio - 3 Beds,"3401 Idaho Ave NW, Washington, DC 20016"
"$1,780",4 Beds,"1126 9th St NW, Washington, DC 20001"
"$1,778 - 8,825",Studio - 3 Beds,"625 Monroe St NE, Washington, DC 20017"
"$1,788 - 2,084",Studio,"1464 Rhode Island Ave NW, Washington, DC 20005"
"$1,732 - 2,125",Studio - 1 Bed,"2400 16th St NW, Washington, DC 20009"
"$2,050 - 2,999",1-2 Beds,"3701 Massachusetts Ave NW, Washington, DC 20016"
"$1,499 - 2,950",Studio - 2 Beds,"1630 Euclid St NW, Washington, DC 20009"
"$1,500 - 3,125",Studio - 2 Beds,"2800 Woodley Rd NW, Washington, DC 20008"
"$1,939 - 1,950",1 Bed,"2407 15th St NW, Washington, DC 20009"
"$1,956 - 3,745",Studio - 2 Beds,"1325 15th St NW, Washington, DC 20005"
"$2,100 - 3,935",Studio - 3 Beds,"740-770 5th St NW, Washington, DC 20001"
"$1,725 - 2,070",1-2 Beds,"4540 Macarthur Blvd NW, Washington, DC 20007"
"$1,199 - 1,409",5-6 Beds,"331-335 15th St NE, Washington, DC 20002"
"$1,582 - 1,767",Studio - 1 Bed,"201 I St SW, Washington, DC 20024"
"$1,150 - 2,650",Studio - 2 Beds,"2745-2749 Ordway St NW, Washington, DC 20008"
"$1,130 - 1,425",1-3 Beds,"2300 Hartford St SE, Washington, DC 20020"
"$1,199 - 1,599",1-2 Beds,"2627 Jasper St SE, Washington, DC 20020"
"$1,150 - 1,625",Studio - 3 Beds,"800 Southern Ave SE, Washington, DC 20032"
"$1,000 - 1,550",1-4 Beds,"2224 Savannah Ter SE, Washington, DC 20020"
"$960 - 1,345",1-2 Beds,"4200 S Capitol St SE, Washington, DC 20032"
"$997 - 1,246",Studio,"3132 16th St NW, Washington, DC 20010"
"$1,359",Studio - 3 Beds,"4020 Minnesota Ave NE, Washington, DC 20019"
"$900 - 1,458",4-6 Beds,"529 G St SE, Washington, DC 20003"
"$1,062 - 2,253",1-3 Beds,"2228 Martin Luther King Jr Ave SE, Washington, DC 20020"
"$997 - 1,246",Studio,"3055 16th St NW, Washington, DC 20009"
"$1,689 - 1,809",1-2 Beds,"908 Eastern Ave NE, Grand Rapids, MI 49503"
"$2,090 - 4,736",Studio - 2 Beds,"1401 N Taft St, Arlington, VA 22201"
"$1,655 - 3,557",Studio - 2 Beds,"1133 East-West Hwy, Silver Spring, MD 20910"
"$1,818 - 3,410",Studio - 3 Beds,"4701 Willard Ave, Chevy Chase, MD 20815"
"$1,650 - 1,900",2-3 Beds,"5105-5113 Southern Ave, Capitol Heights, MD 20743"
"$1,885 - 2,625",1-2 Beds,"4743 Bradley Blvd, Chevy Chase, MD 20815"
"$1,700 - 2,400",1-2 Beds,"1215 Fort Myer Dr, Arlington, VA 22209"
"$1,550",Studio - 2 Beds,"2420 16th St N, Arlington, VA 22201"
"$1,899 - 3,120",Studio - 3 Beds,"5325 Westbard Ave, Bethesda, MD 20816"
"$1,456 - 1,734",1-2 Beds,"3001 Queens Chapel Rd, Mount Rainier, MD 20712"
"$1,677 - 5,567",Studio - 3 Beds,"1400 S Joyce St, Arlington, VA 22202"
"$1,499 - 1,859",1-2 Beds,"790 Fairview Ave, Takoma Park, MD 20912"
"$2,147 - 4,487",Studio - 2 Beds,"1800 N Oak St, Arlington, VA 22209"
"$1,750 - 1,850",1-2 Beds,"601-603 Sligo Ave, Silver Spring, MD 20910"
"$1,825 - 4,335",Studio - 2 Beds,"401 S 12th St, Arlington, VA 22202"
"$3,850",2 Beds,"Washington, DC 20002"
"$5,395 /mo","3 Beds, 3 Baths","Washington, DC 20002"
"$1,100",1 Bed,"Washington, DC 20020"
"$2,650",1 Bed,"Washington, DC 20001"
"$3,495 /mo","2 Beds, 1.5 Baths","Washington, DC 20003"
"$6,125",3 Beds,"Alexandria, VA 22301"
"$1,650",Studio,"Washington, DC 20003"
"$2,000",1 Bed,"Washington, DC 20016"
"$1,780",1 Bed,"Washington, DC 20012"
"$2,100",Studio,"Washington, DC 20009"
"$3,880/mo","1 Bed, 1 Bath","2221 I St NW, Washington, D.C., DC 20037"
"$3,481/mo","1 Bed, 1 Bath",Apartment for Rent
"$4,745/mo","4 Beds, 3 Baths","1777 Columbia Rd NW, Washington, DC 20009"
"$1,999/mo","1 Bed, 1 Bath",Apartment for Rent
"$3,053/mo","2 Beds, 1 Bath","126 S St NW, Washington, DC 20001"
"$2,950/mo","3 Beds, 1 Bath",Townhome for Rent
"$3,950/mo","3 Beds, 2 Baths","10 Florida Ave NW, Washington, DC 20001"
"$3,200/mo","4 Beds, 3.5 Baths",Apartment for Rent
"$1,550 /mo","1 Bed, 1 Bath","1822 Providence St NE, Washington, DC 20002"
"$1,900 /mo","1 Bed, 1 Bath",Apartment for Rent
"$2,500/mo","2 Beds, 1 Bath","463 Newcomb St SE, Washington, DC 20032"
"$4,775 /mo","4 Beds, 4.5 Baths",Apartment for Rent
"$2,530/mo","Studio, 1 Bath","3225 Georgia Ave NW, Washington, DC 20010"
"$2,970/mo","1 Bed, 1 Bath",Apartment for Rent
"$3,080/mo","1 Bed, 1 Bath","1771 W St SE, Washington, DC 20020"
"$4,560/mo","2 Beds, 2 Baths",Townhome for Rent
"$3,530/mo","1 Bed, 1 Bath","1204 Talbert St SE, Washington, DC 20020"
"$3,240/mo","1 Bed, 1 Bath",House for Rent
"$2,840/mo","1 Bed, 1 Bath","219 3rd St NE, Washington, DC 20002"
"$3,000/mo","1 Bed, 1 Bath",House for Rent
"$4,080/mo","1 Bed, 1 Bath","37XX Grant Pl NE, Washington, DC 20019"
"$2,986/mo","1 Bed, 1 Bath",Condo for Rent
"$2,910/mo","Studio, 1 Bath","84 P St NW, Washington, DC 20001"
"$3,420/mo","1 Bed, 1 Bath",House for Rent
"$1,350/mo","7 Beds, 3.5 Baths","55 M St NE, Washington, DC 20002"
"$1,325/mo","4 Beds, 1.5 Baths",Apartment for Rent
"$2,000/mo","5 Beds, 3 Baths","2210 Wisconsin Ave NW, Washington, DC 20007"
"$1,575/mo","3 Beds, 3 Baths",Apartment for Rent
"$1,200/mo","5 Beds, 2 Baths","1650 Avon Pl NW, Washington, DC 20007"
"$1,150/mo","5 Beds, 3 Baths",Apartment for Rent
"$1,175/mo","7 Beds, 4 Baths","425 8th St NW, Washington, DC 20004"
"$1,075/mo","3 Beds, 1.5 Baths",Apartment for Rent
"$1,025/mo","5 Beds, 3 Baths","2400 M St NW, Washington, DC 20037"
"$1,575/mo","3 Beds, 2.5 Baths",Apartment for Rent
"$1,225/mo","2 Beds, 2 Baths","733 15th St NW, Washington, DC 20005"
"$5,900/mo","2 Beds, 2.5 Baths",Apartment for Rent
"$1,350/mo","6 Beds, 6 Baths","425 L St NW, Washington, DC 20001"
"$1,100/mo","7 Beds, 4 Baths",Apartment for Rent
"$4,502/mo","2 Beds, 2 Baths","28 K St SE, Washington, DC 20003"
"$2,550/mo","1 Bed, 1 Bath",Apartment for Rent
"$3,191/mo","4 Beds, 1 Bath","4955 G St SE, Washington, DC 20019"
"$3,610/mo","2 Beds, 2 Baths",Apartment for Rent
"$1,290/mo","1 Bed, 1 Bath","1230 4th St NW, Washington, DC 20001"
"$1,725/mo","5 Beds, 2 Baths",Apartment for Rent
"$1,500/mo","3 Beds, 1 Bath","6416 2nd Pl NW, Washington, DC 20012"
"$4,475/mo","2 Beds, 2 Baths",Apartment for Rent
$925/mo,"6 Beds, 3 Baths","1209 33rd St NW, Washington, DC 20007"
"$1,325/mo","4 Beds, 2 Baths",Apartment for Rent
"$1,275/mo","3 Beds, 1 Bath","1835 Mintwood Pl NW, Washington, DC 20009"
"$1,475/mo","3 Beds, 2.5 Baths",Apartment for Rent
"$2,225/mo","1 Bed, 1 Bath","2512 Q St NW, Washington, DC 20007"
"$2,100/mo","1 Bed, 1 Bath",Apartment for Rent
"$1,100/mo","4 Beds, 2.5 Baths","1214 Michigan Ave NE, Washington, DC 20017"
"$1,700/mo","Studio, 1 Bath",Apartment for Rent
"$1,325/mo","2 Beds, 2 Baths","1811 S St NW, Washington, DC 20009"
"$2,700/mo","1 Bed, 1 Bath",Apartment for Rent
"$1,500/mo","5 Beds, 2 Baths","2626 11th St NW, Washington, DC 20001"
"$1,325/mo","4 Beds, 3.5 Baths",Apartment for Rent
"$3,010/mo","1 Bed, 1 Bath","1160 Neal St NE, Washington, DC 20002"
"$1,525/mo","5 Beds, 3 Baths",Apartment for Rent
