price,rooms,address
"$945 - 1,295",1-2 Beds,"23810 W Warren St, Dearborn Heights, MI 48127"
"$975 - 1,180",1-2 Beds,"5965-6139 Evergreen Rd, Dearborn Heights, MI 48127"
"$1,050 - 3,995",Studio - 3 Beds,"440 Alfred St, Detroit, MI 48201"
"$1,241 - 2,058",Studio - 2 Beds,"2701 Park Ave, Detroit, MI 48201"
"$1,650 - 3,875",Studio - 2 Beds,"1611 Michigan Ave, Detroit, MI 48201"
"$1,495 - 3,015",Studio - 2 Beds,"1405 Rivard St, Detroit, MI 48207"
"$1,326 - 2,285",Studio - 2 Beds,"3439 Woodward Ave, Detroit, MI 48201"
"$1,387 - 5,016",1-4 Beds,"100-300 Riverfront Dr, Detroit, MI 48226"
"$998 - 1,495",Studio - 3 Beds,"8805 Kingswood St, Detroit, MI 48221"
"$1,535 - 2,775",Studio - 2 Beds,"2911 W Grand Blvd, Detroit, MI 48202"
"$1,530 - 4,785",Studio - 2 Beds,"1265 Washington Blvd, Detroit, MI 48226"
"$1,308 - 1,974",1-2 Beds,"4900 Heather Dr, Dearborn, MI 48126"
"$975 - 1,325",1-2 Beds,"21516 Dequindre Rd, Warren, MI 48091"
"$1,229 - 2,249",1-3 Beds,"16500 N Park Dr, Southfield, MI 48075"
"$1,920 - 2,950",1-3 Beds,"3500 E Jefferson Ave, Detroit, MI 48207"
"$1,185 - 2,570",Studio - 2 Beds,"1247 Woodward Ave, Detroit, MI 48226"
"$1,612 - 5,022",Studio - 3 Beds,"1400 W Elizabeth St, Detroit, MI 48216"
"$1,510 - 4,000",Studio - 3 Beds,"7430 2nd Ave, Detroit, MI 48202"
"$1,250",Studio,"119 Garfield St, Detroit, MI 48201"
"$1,400 - 3,065",Studio - 2 Beds,"310 Gratiot Ave, Detroit, MI 48226"
"$2,000 - 4,775",Studio - 1 Bed,"222 3rd Ave, Detroit, MI 48226"
"$1,469 - 2,200",1-2 Beds,"1214-1230 Griswold St, Detroit, MI 48226"
"$900 - 1,375",Studio - 1 Bed,"1600 Antietam Ave, Detroit, MI 48207"
"$1,705 - 2,900",1-3 Beds,"3150 Woodward Ave, Detroit, MI 48201"
"$1,000 - 1,375",1-2 Beds,"20875 Lahser Rd, Southfield, MI 48033"
"$1,020 - 1,035",1-2 Beds,"25010 W 8 Mile Rd, Southfield, MI 48033"
"$1,340 - 2,600",Studio - 2 Beds,"1212 Griswold St, Detroit, MI 48226"
"$1,485 - 1,850",1 Bed,"1145 Griswold St, Detroit, MI 48226"
"$1,050 - 2,020",Studio - 2 Beds,"1249 Griswold St, Detroit, MI 48226"
"$950 - 1,920",Studio - 2 Beds,"Detroit, MI 48206"
"$999 - 1,900",Studio - 2 Beds,"114 W Adams Rd, Detroit, MI 48226"
"$1,055 - 4,240",Studio - 3 Beds,"313 Park Ave, Detroit, MI 48226"
"$797 - 2,024",Studio - 3 Beds,"5440 Cass Ave, Detroit, MI 48202"
"$2,500",3 Beds,"93 Seward St, Detroit, MI 48202"
"$1,395 - 1,595",2 Beds,"1019-1065 Covington Dr, Detroit, MI 48203"
"$1,640 - 2,160",1-2 Beds,"35 W Grand River Ave, Detroit, MI 48226"
"$1,520 - 5,000",1-3 Beds,"1700 W Fort St, Detroit, MI 48216"
Call for Rent,1 Bed,"664 W Alexandrine St, Detroit, MI 48201"
"$1,450 - 2,040",Studio - 1 Bed,"1448 Woodward Ave, Detroit, MI 48226"
$875 - 999,Studio - 1 Bed,"439 Selden St, Detroit, MI 48201"
"$1,250 - 2,400",1-2 Beds,"Detroit, MI 48201"
"$1,875 - 3,700",1-2 Beds,"10 Grand River Ave, Detroit, MI 48226"
"$1,245 - 1,325",Studio - 2 Beds,"655 Hazelwood St, Detroit, MI 48202"
"$1,392 - 1,933",1-2 Beds,"70 W Alexandrine St, Detroit, MI 48201"
"$1,400 - 2,200",1-2 Beds,"1400 Michigan Ave, Detroit, MI 48216"
"$1,100 - 1,500",1 Bed,"1531 E Larned St, Detroit, MI 48207"
"$1,025 - 1,235",Studio - 2 Beds,"2016 E Jefferson Ave, Detroit, MI 48207"
"$1,050 - 1,525",1 Bed,"81 Peterboro St, Detroit, MI 48201"
"$1,780 - 3,990",Studio - 2 Beds,"10 Witherell St, Detroit, MI 48226"
"$1,260 - 1,545",1-2 Beds,"4707 Anthony Wayne Dr, Detroit, MI 48201"
"$1,225 - 1,600",1-2 Beds,"13010 Avondale St, Detroit, MI 48215"
$875,1 Bed,"120 Glynn Ct, Detroit, MI 48202"
"$1,025 - 1,265",1-2 Beds,"17765 Manderson Rd, Detroit, MI 48203"
"$1,175 - 2,100",1-2 Beds,"259-263 W 9 Mile Rd, Ferndale, MI 48220"
"$1,250 - 1,510",2-3 Beds,"21629 Stratford Ct, Oak Park, MI 48237"
Call for Rent,Studio - 1 Bed,"33 Labelle St, Highland Park, MI 48203"
"$1,090 - 1,215",1-3 Beds,"22316 La Seine St, Southfield, MI 48075"
"$799 - 1,095",Studio - 2 Beds,"1369 Fort St, Lincoln Park, MI 48146"
"$1,350/mo","2 Beds, 1 Bath","19204-19296 Rockcastle St, Harper Woods, MI 48225"
"$1,650 /mo","2 Beds, 1 Bath","19204-19296 Rockcastle St, Harper Woods, MI 48225"
$850/mo,"2 Beds, 1 Bath","21314-21440 Macarthur Blvd, Warren, MI 48089"
"$1,400 /mo","3 Beds, 1.5 Baths","21314-21440 Macarthur Blvd, Warren, MI 48089"
"$4,100 /mo","4 Beds, 2.5 Baths","14374 E 9 Mile Rd, Warren, MI 48089"
"$1,200 /mo","3 Beds, 2 Baths","14374 E 9 Mile Rd, Warren, MI 48089"
$700/mo,"3 Beds, 1 Bath","1201 Fort St, Lincoln Park, MI 48146"
"$1,300 /mo","4 Beds, 2 Baths","1201 Fort St, Lincoln Park, MI 48146"
"$1,400/mo","3 Beds, 2 Baths","20 Sears St, Highland Park, MI 48203"
"$1,090/mo","2 Beds, 1 Bath","20 Sears St, Highland Park, MI 48203"
$600/mo,"1 Bed, 1 Bath","4529 Commonwealth St, Detroit, MI 48208"
"$2,370/mo","1 Bed, 1 Bath",Apartment for Rent
$895/mo,"1 Bed, 1 Bath","1187 Seward Ave, Detroit, MI 48202"
"$1,100/mo","2 Beds, 1 Bath",House for Rent
"$1,400/mo","3 Beds, 1 Bath","9775 Chenlot St, Detroit, MI 48204"
"$1,600/mo","4 Beds, 2 Baths",Apartment for Rent
"$1,300 /mo","3 Beds, 1 Bath","9303 Rosemont Ave, Detroit, MI 48228"
$795/mo,"1 Bed, 1 Bath",House for Rent
$985 /mo,"3 Beds, 1 Bath","4810 Kensington Ave, Detroit, MI 48224"
$950/mo,"1 Bed, 1 Bath",House for Rent
"$1,950/mo","2 Beds, 2 Baths","18485 Marlowe St, Detroit, MI 48235"
"$1,100/mo","2 Beds, 1 Bath",House for Rent
$895 /mo,"1 Bed, 1 Bath","12673 Santa Rosa Dr, Detroit, MI 48238"
"$2,131/mo","1 Bed, 1 Bath",Apartment for Rent
$980/mo,"1 Bed, 1 Bath","15064 Griggs St, Detroit, MI 48238"
"$1,450 /mo","3 Beds, 1 Bath",House for Rent
"$1,392 /mo","3 Beds, 2 Baths","4055 Puritan Ave, Detroit, MI 48238"
"$1,175/mo","3 Beds, 1 Bath",Apartment for Rent
$895 /mo,"1 Bed, 1 Bath","9 Woodland St, Detroit, MI 48202"
"$1,280/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,997 /mo","6 Beds, 2 Baths","2636 Pasadena St, Detroit, MI 48238"
$900/mo,"2 Beds, 1 Bath",Apartment for Rent
"$1,350/mo","2 Beds, 1 Bath","229 Orleans St, Detroit, MI 48207"
"$2,300/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,250/mo","1 Bed, 1 Bath","2055 Vinewood St, Detroit, MI 48216"
"$1,350/mo","2 Beds, 1 Bath","19204-19296 Rockcastle St, Harper Woods, MI 48225"
"$1,650 /mo","2 Beds, 1 Bath","19204-19296 Rockcastle St, Harper Woods, MI 48225"
$850/mo,"2 Beds, 1 Bath","21314-21440 Macarthur Blvd, Warren, MI 48089"
"$1,400 /mo","3 Beds, 1.5 Baths","21314-21440 Macarthur Blvd, Warren, MI 48089"
"$4,100 /mo","4 Beds, 2.5 Baths","14374 E 9 Mile Rd, Warren, MI 48089"
"$1,200 /mo","3 Beds, 2 Baths","14374 E 9 Mile Rd, Warren, MI 48089"
$700/mo,"3 Beds, 1 Bath","1201 Fort St, Lincoln Park, MI 48146"
"$1,300 /mo","4 Beds, 2 Baths","1201 Fort St, Lincoln Park, MI 48146"
"$1,400/mo","3 Beds, 2 Baths","20 Sears St, Highland Park, MI 48203"
"$1,090/mo","2 Beds, 1 Bath","20 Sears St, Highland Park, MI 48203"
$600/mo,"1 Bed, 1 Bath","4529 Commonwealth St, Detroit, MI 48208"
"$2,370/mo","1 Bed, 1 Bath",Apartment for Rent
$895/mo,"1 Bed, 1 Bath","1187 Seward Ave, Detroit, MI 48202"
"$1,100/mo","2 Beds, 1 Bath",House for Rent
"$1,400/mo","3 Beds, 1 Bath","9775 Chenlot St, Detroit, MI 48204"
"$1,600/mo","4 Beds, 2 Baths",Apartment for Rent
"$1,300 /mo","3 Beds, 1 Bath","9303 Rosemont Ave, Detroit, MI 48228"
$795/mo,"1 Bed, 1 Bath",House for Rent
$985 /mo,"3 Beds, 1 Bath","4810 Kensington Ave, Detroit, MI 48224"
$950/mo,"1 Bed, 1 Bath",House for Rent
"$1,950/mo","2 Beds, 2 Baths","18485 Marlowe St, Detroit, MI 48235"
"$1,100/mo","2 Beds, 1 Bath",House for Rent
$895 /mo,"1 Bed, 1 Bath","12673 Santa Rosa Dr, Detroit, MI 48238"
"$2,131/mo","1 Bed, 1 Bath",Apartment for Rent
$980/mo,"1 Bed, 1 Bath","15064 Griggs St, Detroit, MI 48238"
"$1,450 /mo","3 Beds, 1 Bath",House for Rent
"$1,392 /mo","3 Beds, 2 Baths","4055 Puritan Ave, Detroit, MI 48238"
"$1,175/mo","3 Beds, 1 Bath",Apartment for Rent
$895 /mo,"1 Bed, 1 Bath","9 Woodland St, Detroit, MI 48202"
"$1,280/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,997 /mo","6 Beds, 2 Baths","2636 Pasadena St, Detroit, MI 48238"
$900/mo,"2 Beds, 1 Bath",Apartment for Rent
"$1,350/mo","2 Beds, 1 Bath","229 Orleans St, Detroit, MI 48207"
"$2,300/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,000/mo","2 Beds, 1 Bath","540 Holbrook St, Detroit, MI 48202"
"$1,350/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,350/mo","2 Beds, 1 Bath","3759 Maxwell St, Detroit, MI 48214"
$850/mo,"1 Bed, 1 Bath",Apartment for Rent
"$1,600 /mo","4 Beds, 2 Baths","2835 23rd St, Detroit, MI 48216"
"$2,500 /mo","3 Beds, 2 Baths",Apartment for Rent
"$2,500/mo","2 Beds, 2 Baths","16134 Lawton St, Detroit, MI 48221"
"$1,100/mo","2 Beds, 1 Bath",Apartment for Rent
$700/mo,"1 Bed, 1 Bath","15366 Stout St, Detroit, MI 48223"
"$1,275/mo","2 Beds, 1.5 Baths",House for Rent
"$2,900/mo","2 Beds, 2 Baths","4426 15th St, Detroit, MI 48208"
"$1,500 /mo","3 Beds, 1 Bath",House for Rent
"$2,500 /mo","3 Beds, 1.5 Baths","8200 E Jefferson Ave, Detroit, MI 48214"
$995/mo,"1 Bed, 1 Bath",Condo for Rent
"$1,250/mo","3 Beds, 1 Bath","18607 Kelly Rd, Detroit, MI 48224"
"$1,400 /mo","4 Beds, 2 Baths",Townhome for Rent
"$1,300/mo","2 Beds, 1 Bath","3000 Glynn Ct, Detroit, MI 48206"
"$1,200 /mo","3 Beds, 2 Baths",Apartment for Rent
"$1,550/mo","1 Bed, 1 Bath","1988 Virginia Park St, Detroit, MI 48206"
"$1,100/mo","1 Bed, 1 Bath",Townhome for Rent
$750/mo,"2 Beds, 1 Bath","2003 Brooklyn St, Detroit, MI 48226"
"$1,645 /mo","3 Beds, 1.5 Baths",Condo for Rent
$900 /mo,"2 Beds, 1 Bath","10022 Artesian St, Detroit, MI 48228"
"$1,100 /mo","2 Beds, 1 Bath",House for Rent
"$2,100/mo","2 Beds, 2 Baths","11742 Beaconsfield St, Detroit, MI 48224"
"$1,300/mo","3 Beds, 1 Bath",House for Rent
"$1,200/mo","2 Beds, 1 Bath","14841 Kercheval St, Detroit, MI 48215"
$700/mo,"1 Bed, 1 Bath",Condo for Rent
"$1,200 /mo","3 Beds, 2 Baths","11641 Mansfield St, Detroit, MI 48227"
"$1,750/mo","2 Beds, 1.5 Baths",Apartment for Rent
"$1,300/mo","2 Beds, 1 Bath","3827 Garland St, Detroit, MI 48214"
"$1,350 /mo","2 Beds, 1 Bath",House for Rent
"$1,100 /mo","2 Beds, 1 Bath","2544 Canton St, Detroit, MI 48207"
"$1,450/mo","2 Beds, 1 Bath",Townhome for Rent
"$2,200/mo","1 Bed, 1 Bath","18314 Indiana St, Detroit, MI 48221"
"$1,850/mo","1 Bed, 1 Bath",House for Rent
"$1,750/mo","1 Bed, 1 Bath","7409 2nd Ave, Detroit, MI 48202"
"$2,250/mo","1 Bed, 1 Bath",Apartment for Rent
"$1,250/mo","2 Beds, 1 Bath","8200 E Jefferson Ave, Detroit, MI 48214"
"$1,700/mo","2 Beds, 1 Bath",Condo for Rent
"$1,600/mo","3 Beds, 1 Bath","1471 Wayburn St, Grosse Pointe, MI 48230"
"$1,500 /mo","2 Beds, 1 Bath",Apartment for Rent
"$1,150/mo","3 Beds, 1 Bath","166 Jewell St, Ferndale, MI 48220"
"$1,575 /mo","3 Beds, 1 Bath",House for Rent
"$1,350 /mo","2 Beds, 1 Bath","3971 High St, Ecorse, MI 48229"
"$1,500/mo","1 Bed, 1 Bath",Townhome for Rent
"$1,200 - 1,600/mo","2-3 Beds, 1 Bath","14637 Agnes Ave, Eastpointe, MI 48021"
"$1,300/mo","2 Beds, 1 Bath",House for Rent
$795/mo,"1 Bed, 1 Bath","50 W George Ave, Hazel Park, MI 48030"
"$1,600 - 1,995/mo","1-2 Beds, 1-2 Baths",House for Rent
"$1,100 /mo","2 Beds, 1 Bath","1930 Taylor St, Detroit, MI 48206"
$625/mo,"1 Bed, 1 Bath",Townhouse for Rent
"$1,100 /mo","2 Beds, 1 Bath","17511 Stoepel St, Detroit, MI 48221"
$950/mo,"2 Beds, 1 Bath",Apartment for Rent
$950/mo,"2 Beds, 1 Bath","4527 Commonwealth St, Detroit, MI 48208"
"$1,000/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,213/mo","2 Beds, 1 Bath","16810 Lahser Rd, Detroit, MI 48219"
$950/mo,"2 Beds, 1 Bath",Apartment for Rent
"$1,400 /mo","3 Beds, 1.5 Baths","6533 E Jefferson Ave, Detroit, MI 48207"
"$1,950/mo","1 Bed, 1 Bath",Condo for Rent
"$1,050/mo","2 Beds, 1 Bath","11982 Duchess St, Detroit, MI 48224"
"$1,200 /mo","3 Beds, 1 Bath",House for Rent
"$1,400 /mo","3 Beds, 2 Baths","5670 McMillan St, Detroit, MI 48209"
"$1,100 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,200 /mo","3 Beds, 1 Bath","11883 Wisconsin St, Detroit, MI 48204"
"$1,400 /mo","3 Beds, 2 Baths",House for Rent
"$1,550 /mo","3 Beds, 1 Bath","12709 Kelly Rd, Detroit, MI 48224"
"$1,400/mo","2 Beds, 1 Bath",Townhouse for Rent
"$1,750/mo","5 Beds, 2.5 Baths","18617 Kelly Rd, Detroit, MI 48224"
"$3,000/mo","2 Beds, 2 Baths",Townhouse for Rent
$900 /mo,"2 Beds, 1 Bath","12705 Kelly Rd, Detroit, MI 48224"
"$1,400 /mo","3 Beds, 1 Bath",Townhouse for Rent
"$1,400 /mo","3 Beds, 1.5 Baths","19206 Moross Rd, Detroit, MI 48224"
"$1,125/mo","2 Beds, 1 Bath",Townhouse for Rent
"$1,400 /mo","3 Beds, 1 Bath","18615 Kelly Rd, Detroit, MI 48224"
"$3,700/mo","3 Beds, 3 Baths",Townhouse for Rent
"$1,550/mo","2 Beds, 1 Bath","8092 E Lantz St, Detroit, MI 48234"
"$2,250/mo","2 Beds, 1.5 Baths",House for Rent
"$1,525/mo","1 Bed, 1 Bath","1410 Service St, Detroit, MI 48207"
"$1,500/mo","3 Beds, 1.5 Baths",Apartment for Rent
"$1,500/mo","3 Beds, 1.5 Baths","11822 Promenade Ave, Detroit, MI 48213"
"$1,300/mo","3 Beds, 1 Bath",Apartment for Rent
"$2,150/mo","2 Beds, 2 Baths","595 Belmont St, Detroit, MI 48202"
"$1,250 /mo","3 Beds, 1.5 Baths",Apartment for Rent
"$1,500 /mo","3 Beds, 1 Bath","2900 E Jefferson Ave, Detroit, MI 48207"
"$3,400/mo","3 Beds, 2 Baths",Condo for Rent
"$1,300/mo","4 Beds, 1 Bath","9431 Courville St, Detroit, MI 48224"
"$1,300/mo","2 Beds, 1 Bath",House for Rent
"$1,400 /mo","4 Beds, 2 Baths","13990 Piedmont St, Detroit, MI 48223"
"$3,200/mo","2 Beds, 2 Baths",House for Rent
"$1,200 /mo","3 Beds, 1.5 Baths","5766 Trumbull, Detroit, MI 48208"
"$1,400/mo","2 Beds, 1 Bath",Condo for Rent
"$1,600/mo","2 Beds, 2 Baths","504 Harmon St, Detroit, MI 48202"
"$3,500/mo","3 Beds, 3 Baths",Apartment for Rent
"$1,100/mo","1 Bed, 1 Bath","5519 Eastlawn St, Detroit, MI 48213"
"$1,400/mo","1 Bed, 1 Bath",Condo for Rent
"$1,500 /mo","4 Beds, 2.5 Baths","15893 Lauder St, Detroit, MI 48227"
"$1,250/mo","1 Bed, 1 Bath",House for Rent
"$2,500/mo","3 Beds, 2 Baths","1135 Shelby St, Detroit, MI 48226"
"$2,000/mo","1 Bed, 1 Bath",Condo for Rent
"$2,250/mo","2 Beds, 1 Bath","18071 Albion Ave, Detroit, MI 48234"
"$1,800/mo","2 Beds, 1 Bath",House for Rent
"$1,300/mo","2 Beds, 1 Bath","5950 Kensington Ave, Detroit, MI 48224"
"$3,300/mo","2 Beds, 2.5 Baths",Apartment for Rent
"$2,500/mo","1 Bed, 1 Bath","2045-1 Calvert St, Detroit, MI 48206"
$975 /mo,"3 Beds, 1 Bath",Apartment for Rent
"$2,000 /mo","4 Beds, 1.5 Baths","2900 E Jefferson Ave, Detroit, MI 48207"
"$1,300 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,500/mo","1 Bed, 1 Bath","3143 Trumbull, Detroit, MI 48216"
"$1,500 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,660 /mo","3 Beds, 1.5 Baths","7410 Kercheval Ave, Detroit, MI 48214"
"$1,300/mo","3 Beds, 1 Bath",Apartment for Rent
$875/mo,"2 Beds, 1 Bath","2474 Atkinson St, Detroit, MI 48206"
"$1,400 /mo","2 Beds, 1 Bath",House for Rent
"$1,300 /mo","3 Beds, 1 Bath","3143 Trumbull, Detroit, MI 48216"
"$2,200/mo","2 Beds, 1.5 Baths",Apartment for Rent
$850 /mo,"2 Beds, 1 Bath","1300 E Lafayette St, Detroit, MI 48207"
"$1,950/mo","1 Bed, 1 Bath",Condo for Rent
"$1,200/mo","3 Beds, 1 Bath","55 W Canfield St, Detroit, MI 48201"
"$1,600 /mo","4 Beds, 1 Bath",Condo for Rent
"$1,000/mo","2 Beds, 1 Bath","14137 Mansfield St, Detroit, MI 48227"
"$1,300/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,200/mo","1 Bed, 1 Bath","2925 Hogarth St, Detroit, MI 48206"
"$1,995/mo","3 Beds, 1 Bath",Apartment for Rent
"$1,200 /mo","3 Beds, 1 Bath","13327 Hurston Foster, Detroit, MI 48215"
"$2,250/mo","5 Beds, 2 Baths",Condo for Rent
"$3,000/mo","2 Beds, 1.5 Baths","1532 W Forest Ave, Detroit, MI 48208"
"$2,750/mo","2 Beds, 2 Baths",Apartment for Rent
"$1,100/mo","2 Beds, 1 Bath","3200 OUTER Dr, Detroit, MI 48234"
"$1,000/mo","2 Beds, 1 Bath",House for Rent
"$1,400 /mo","3 Beds, 2 Baths","5031 Trumbull, Detroit, MI 48208"
"$1,250/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,195 /mo","3 Beds, 1 Bath","3148 John R St, Detroit, MI 48201"
$875/mo,"2 Beds, 1 Bath",Condo for Rent
"$1,300/mo","2 Beds, 1 Bath","15 E Kirby St, Detroit, MI 48202"
$835/mo,"1 Bed, 1 Bath",Apartment for Rent
"$1,400/mo","2 Beds, 1 Bath","17330 Wisconsin St, Detroit, MI 48221"
$650 /mo,"1 Bed, 1 Bath",Apartment for Rent
$995/mo,"2 Beds, 1 Bath","14135 Mansfield St, Detroit, MI 48227"
"$2,425 /mo","3 Beds, 2 Baths",Apartment for Rent
$813/mo,"1 Bed, 1 Bath","14935 Coyle St, Detroit, MI 48227"
"$1,440 /mo","3 Beds, 1 Bath",House for Rent
"$2,150/mo","1 Bed, 1 Bath","7407 Dunedin St, Detroit, MI 48206"
"$1,500 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,150 /mo","Studio, 1 Bath","17566 Northlawn St, Detroit, MI 48221"
"$1,600 /mo","3 Beds, 2 Baths",House for Rent
"$1,100/mo","2 Beds, 1 Bath","2815 Ewald Cir, Detroit, MI 48238"
"$1,500/mo","2 Beds, 1.5 Baths",Townhouse for Rent
"$1,100 /mo","2 Beds, 1 Bath","2925 Hogarth St, Detroit, MI 48206"
"$1,600 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,400 /mo","3 Beds, 2 Baths","21217 Kingsville St, Harper Woods, MI 48225"
"$1,175/mo","1 Bed, 1 Bath",Apartment for Rent
"$2,800 /mo","3 Beds, 2.5 Baths","377 Fisher Rd, Grosse Pointe, MI 48230"
"$1,695 /mo","4 Beds, 1.5 Baths",Apartment for Rent
"$1,450 /mo","3 Beds, 1 Bath","1970 Rome Ave, Warren, MI 48091"
"$1,400/mo","2 Beds, 1.5 Baths",House for Rent
"$1,175/mo","1 Bed, 1 Bath","1300 Maryland St, Grosse Pointe Park, MI 48230"
"$1,095/mo","2 Beds, 1 Bath",Apartment for Rent
"$1,300 /mo","2 Beds, 1 Bath","880 Notre Dame St, Grosse Pointe, MI 48230"
"$1,300 /mo","3 Beds, 1 Bath",House for Rent
"$1,295 - 1,495/mo","1-2 Beds, 1 Bath","1212 Maryland St, Grosse Pointe Park, MI 48230"
"$1,045 /mo","2 Beds, 1 Bath",Apartment for Rent
"$1,150 /mo","3 Beds, 1 Bath","8662 Ford Ave, Warren, MI 48089"
"$1,300 /mo","3 Beds, 1 Bath",House for Rent
"$1,000/mo","2 Beds, 1 Bath","1173 Coolidge Hwy, River Rouge, MI 48218"
"$1,595/mo","2 Beds, 1 Bath",House for Rent
"$1,700 /mo","3 Beds, 1.5 Baths","21720 Cushing Ave, Eastpointe, MI 48021"
"$1,500 /mo","3 Beds, 1 Bath",House for Rent
"$1,150 /mo","2 Beds, 1 Bath","5309 Reuter St, Dearborn, MI 48126"
"$1,350 /mo","3 Beds, 1 Bath",Apartment for Rent
"$1,150 /mo","3 Beds, 1 Bath","1080 Wayburn St, Grosse Pointe, MI 48230"
"$1,595/mo","2 Beds, 1 Bath",Townhouse for Rent
"$1,300 /mo","3 Beds, 1 Bath","21620 Whitmore St, Oak Park, MI 48237"
"$1,400/mo","3 Beds, 1 Bath",House for Rent
"$1,000/mo","1 Bed, 1 Bath","8484 Chalmers Ave, Warren, MI 48089"
"$1,200 /mo","3 Beds, 1 Bath",House for Rent
"$1,200 /mo","2 Beds, 1 Bath","8339 Prest St, Detroit, MI 48228"
"$1,150 /mo","3 Beds, 1 Bath",House for Rent
"$1,150 /mo","2 Beds, 1 Bath","20263 Caldwell St, Detroit, MI 48234"
"$1,350 /mo","3 Beds, 1 Bath",House for Rent
"$1,100 /mo","3 Beds, 1 Bath","1500 Clairmount Ave, Detroit, MI 48206"
$950 /mo,"2 Beds, 1 Bath",House for Rent
"$1,350 /mo","3 Beds, 1 Bath","17670 Manderson Rd, Detroit, MI 48203"
"$1,595 /mo","3 Beds, 1 Bath",Townhouse for Rent
"$1,300 /mo","3 Beds, 1 Bath","18682 Ferguson St, Detroit, MI 48235"
"$1,350 /mo","3 Beds, 1.5 Baths",House for Rent
