price,rooms,address
"$1,251 - 3,395",Studio - 2 Beds,"1784 NW Northrup St, Portland, OR 97209"
"$1,105 - 2,215",Studio - 3 Beds,"5620 N Interstate Ave, Portland, OR 97217"
"$1,542 - 4,801",Studio - 2 Beds,"1550 NW Naito Pky, Portland, OR 97209"
"$2,734 - 10,967",Studio - 3 Beds,"1140 SW Washington St, Portland, OR 97205"
"$1,611 - 2,745",1-2 Beds,"110 N Tomahawk Island Dr, Portland, OR 97217"
"$1,968 - 10,203",1-3 Beds,"3820 S River Pky, Portland, OR 97267"
"$1,330 - 1,886",Studio - 1 Bed,"1339 NW 19th Ave, Portland, OR 97209"
"$1,780 - 6,400",Studio - 2 Beds,"3720 SW Bond Ave, Portland, OR 97239"
"$1,467 - 4,632",Studio - 2 Beds,"750 SW 9th Ave, Portland, OR 97205"
"$1,419 - 3,560",Studio - 2 Beds,"878 N Fremont St, Portland, OR 97227"
"$1,619 - 2,782",1-2 Beds,"1411 NW Quimby St, Portland, OR 97209"
"$1,495 - 2,499",Studio - 3 Beds,"3650 SE 29th Ave, Portland, OR 97202"
"$1,647 - 3,750",Studio - 2 Beds,"1905 NW 23rd Ave, Portland, OR 97210"
"$1,195 - 1,325",Studio,"3255 SE 17th Ave, Portland, OR 97202"
"$1,460 - 3,131",Studio - 3 Beds,"10999 SE 37th Ave, Milwaukie, OR 97222"
"$2,900 - 6,000",1-2 Beds,"10357 SE Waverly Ct, Milwaukie, OR 97222"
"$1,543 - 2,913",Studio - 2 Beds,"636 W 6th St, Vancouver, WA 98660"
"$1,399 - 1,850",Studio - 2 Beds,"8220 SE 6th Ave, Portland, OR 97202"
"$1,212 - 2,915",Studio - 2 Beds,"2865 NE Sandy Blvd, Portland, OR 97232"
"$1,256 - 3,900",Studio - 1 Bed,"1470 NW Overton St, Portland, OR 97209"
"$1,538 - 3,772",Studio - 2 Beds,"2121 NW Savier St, Portland, OR 97210"
"$1,200 - 3,575",Studio - 2 Beds,"514 SE Belmont St, Portland, OR 97214"
"$1,550 - 3,633",Studio - 2 Beds,"1055 N Anchor Way, Portland, OR 97217"
"$1,230 - 2,250",Studio - 2 Beds,"2005 N Williams Ave, Portland, OR 97227"
"$1,285 - 1,784",Studio - 2 Beds,"5325 N Interstate Ave, Portland, OR 97217"
"$1,550 - 6,954",Studio - 2 Beds,"5 SE Martin Luther King Jr Blvd, Portland, OR 97214"
"$1,703 - 6,920",Studio - 2 Beds,"140 SW Columbia St, Portland, OR 97201"
"$1,949 - 2,099",Studio - 2 Beds,"4111 NE M L King Blvd, Portland, OR 97211"
"$1,290 - 2,640",Studio - 2 Beds,"15 NW Park Ave, Portland, OR 97209"
"$1,270 - 3,027",Studio - 3 Beds,"465 NE Davis St, Portland, OR 97232"
"$1,045 - 2,333",Studio - 2 Beds,"1710 NE Multnomah St, Portland, OR 97232"
"$1,425 - 6,848",Studio - 2 Beds,"1725 SW Salmon St, Portland, OR 97205"
"$1,450 - 2,725",1-3 Beds,"7128 NW 159th Ave, Portland, OR 97229"
"$1,390 - 3,030",Studio - 2 Beds,"1130 SE Morrison St, Portland, OR 97214"
"$1,400 - 1,900",Studio - 1 Bed,"7373 N Philadelphia Ave, Portland, OR 97203"
"$3,099 - 3,575",2 Beds,"2285 NW Flanders St, Portland, OR 97210"
"$2,000 - 2,900",1-2 Beds,"1940 NW 25th Ave, Portland, OR 97210"
"$1,185 - 1,760",Studio - 3 Beds,"1603 N Willis Blvd, Portland, OR 97217"
"$1,235 - 2,895",Studio - 2 Beds,"1311 SW Gibbs St, Portland, OR 97239"
"$1,224 - 1,680",1-3 Beds,"12475 SE Powell Blvd, Portland, OR 97236"
"$1,251 - 3,395",Studio - 2 Beds,"1784 NW Northrup St, Portland, OR 97209"
"$1,105 - 2,215",Studio - 3 Beds,"5620 N Interstate Ave, Portland, OR 97217"
"$1,542 - 4,801",Studio - 2 Beds,"1550 NW Naito Pky, Portland, OR 97209"
"$2,734 - 10,967",Studio - 3 Beds,"1140 SW Washington St, Portland, OR 97205"
"$1,611 - 2,745",1-2 Beds,"110 N Tomahawk Island Dr, Portland, OR 97217"
"$1,968 - 10,203",1-3 Beds,"3820 S River Pky, Portland, OR 97267"
"$1,330 - 1,886",Studio - 1 Bed,"1339 NW 19th Ave, Portland, OR 97209"
"$1,780 - 6,400",Studio - 2 Beds,"3720 SW Bond Ave, Portland, OR 97239"
"$1,467 - 4,632",Studio - 2 Beds,"750 SW 9th Ave, Portland, OR 97205"
"$1,419 - 3,560",Studio - 2 Beds,"878 N Fremont St, Portland, OR 97227"
"$1,619 - 2,782",1-2 Beds,"1411 NW Quimby St, Portland, OR 97209"
"$1,495 - 2,499",Studio - 3 Beds,"3650 SE 29th Ave, Portland, OR 97202"
"$1,647 - 3,750",Studio - 2 Beds,"1905 NW 23rd Ave, Portland, OR 97210"
"$1,195 - 1,325",Studio,"3255 SE 17th Ave, Portland, OR 97202"
"$1,460 - 3,131",Studio - 3 Beds,"10999 SE 37th Ave, Milwaukie, OR 97222"
"$2,900 - 6,000",1-2 Beds,"10357 SE Waverly Ct, Milwaukie, OR 97222"
"$1,543 - 2,913",Studio - 2 Beds,"636 W 6th St, Vancouver, WA 98660"
"$1,399 - 1,850",Studio - 2 Beds,"8220 SE 6th Ave, Portland, OR 97202"
"$1,212 - 2,915",Studio - 2 Beds,"2865 NE Sandy Blvd, Portland, OR 97232"
"$1,256 - 3,900",Studio - 1 Bed,"1470 NW Overton St, Portland, OR 97209"
"$1,538 - 3,772",Studio - 2 Beds,"2121 NW Savier St, Portland, OR 97210"
"$1,200 - 3,575",Studio - 2 Beds,"514 SE Belmont St, Portland, OR 97214"
"$1,550 - 3,633",Studio - 2 Beds,"1055 N Anchor Way, Portland, OR 97217"
"$1,230 - 2,250",Studio - 2 Beds,"2005 N Williams Ave, Portland, OR 97227"
"$1,285 - 1,784",Studio - 2 Beds,"5325 N Interstate Ave, Portland, OR 97217"
"$1,550 - 6,954",Studio - 2 Beds,"5 SE Martin Luther King Jr Blvd, Portland, OR 97214"
"$1,703 - 6,920",Studio - 2 Beds,"140 SW Columbia St, Portland, OR 97201"
"$1,949 - 2,099",Studio - 2 Beds,"4111 NE M L King Blvd, Portland, OR 97211"
"$1,290 - 2,640",Studio - 2 Beds,"15 NW Park Ave, Portland, OR 97209"
"$1,270 - 3,027",Studio - 3 Beds,"465 NE Davis St, Portland, OR 97232"
"$1,045 - 2,333",Studio - 2 Beds,"1710 NE Multnomah St, Portland, OR 97232"
"$1,425 - 6,848",Studio - 2 Beds,"1725 SW Salmon St, Portland, OR 97205"
"$1,450 - 2,725",1-3 Beds,"7128 NW 159th Ave, Portland, OR 97229"
"$1,390 - 3,030",Studio - 2 Beds,"1130 SE Morrison St, Portland, OR 97214"
"$1,400 - 1,900",Studio - 1 Bed,"7373 N Philadelphia Ave, Portland, OR 97203"
"$3,099 - 3,575",2 Beds,"2285 NW Flanders St, Portland, OR 97210"
"$2,000 - 2,900",1-2 Beds,"1940 NW 25th Ave, Portland, OR 97210"
"$1,185 - 1,760",Studio - 3 Beds,"1603 N Willis Blvd, Portland, OR 97217"
"$1,235 - 2,895",Studio - 2 Beds,"1311 SW Gibbs St, Portland, OR 97239"
"$1,224 - 1,680",1-3 Beds,"12475 SE Powell Blvd, Portland, OR 97236"
