price,rooms,address
"$1,000 /mo","2 Beds, 1 Bath","1244 S Delaware Ave, Tulsa, OK 74104"
"$5,900 /mo","4 Beds, 3.5 Baths",Apartment for Rent
"$1,795 /mo","3 Beds, 2 Baths","18411 E 11th St, Tulsa, OK 74108"
"$1,295 /mo","3 Beds, 1 Bath",House for Rent
"$1,350 /mo","4 Beds, 2 Baths","18225 E 50th St S, Tulsa, OK 74134"
"$1,050 /mo","3 Beds, 1 Bath",House for Rent
"$1,135 /mo","2 Beds, 1 Bath","2132 E 23rd St, Tulsa, OK 74114"
"$1,695 /mo","2 Beds, 1 Bath",House for Rent
"$1,350 /mo","3 Beds, 2 Baths","1129 N Denver Ave, Tulsa, OK 74106"
"$1,425 /mo","3 Beds, 2 Baths",House for Rent
"$1,300 /mo","3 Beds, 1 Bath","2627 E 2nd St, Tulsa, OK 74104"
"$2,050 /mo","3 Beds, 2 Baths",House for Rent
"$1,500 /mo","3 Beds, 2 Baths","509 S 103rd E Ave, Tulsa, OK 74128"
"$1,110 /mo","2 Beds, 1 Bath",House for Rent
"$2,500 /mo","3 Beds, 2 Baths","220 S 70th E Ave, Tulsa, OK 74112"
"$1,550 /mo","2 Beds, 1 Bath",House for Rent
$950 /mo,"3 Beds, 1 Bath","8760 E 103rd St, Tulsa, OK 74133"
"$1,250 /mo","4 Beds, 1 Bath",House for Rent
$950 /mo,"3 Beds, 1 Bath","4132 E 48th Pl, Tulsa, OK 74135"
"$1,025 /mo","1 Bed, 1.5 Baths",House for Rent
"$1,100 /mo","3 Beds, 1 Bath","513 N Joplin Ave, Tulsa, OK 74115"
"$2,250 /mo","3 Beds, 2.25 Baths",House for Rent
"$1,400 /mo","3 Beds, 1.5 Baths","1826 N Quaker Ave, Tulsa, OK 74106"
"$1,850 /mo","3 Beds, 1.5 Baths",House for Rent
"$2,100 /mo","3 Beds, 2 Baths","2002 N Rockford Ave, Tulsa, OK 74106"
$825 /mo,"1 Bed, 1 Bath",House for Rent
"$1,100 /mo","1 Bed, 1 Bath","611 W 15th St, Tulsa, OK 74127"
"$1,750 /mo","3 Beds, 2 Baths",House for Rent
"$1,745 /mo","2 Beds, 2 Baths","9327 S 65th E Pl, Tulsa, OK 74133"
"$1,350 /mo","3 Beds, 1 Bath",House for Rent
"$1,050 /mo","2 Beds, 1 Bath","1527 Riverside Dr, Tulsa, OK 74119"
"$1,950 /mo","3 Beds, 1 Bath",House for Rent
$925 /mo,"3 Beds, 1 Bath","4324 N Iroquois Ave, Tulsa, OK 74106"
"$1,350 /mo","3 Beds, 1 Bath",House for Rent
