price,rooms,address
"$2,000 /mo","1 Bed, 1 Bath","7050 E Sunrise Dr, Tucson, AZ 85750"
"$3,200/mo","1 Bed, 1 Bath",Condo for Rent
"$1,600/mo","1 Bed, 1 Bath","1307 W St Clair St, Tucson, AZ 85745"
"$1,800 /mo","3 Beds, 2 Baths",House for Rent
"$1,500 /mo","2 Beds, 1 Bath","101 S Players Club Dr, Tucson, AZ 85745"
"$3,000 /mo","2 Beds, 2 Baths",Condo for Rent
"$1,400/mo","1 Bed, 1 Bath","6655 N Canyon Crest Dr, Tucson, AZ 85750"
"$3,000 /mo","2 Beds, 2 Baths",Condo for Rent
"$3,000 /mo","3 Beds, 2 Baths","5830 E Cll Del Ciervo, Tucson, AZ 85750"
"$2,000/mo","2 Beds, 2 Baths",House for Rent
"$2,200/mo","3 Beds, 2 Baths","5800 N Kolb Rd, Tucson, AZ 85750"
"$1,800/mo","2 Beds, 2 Baths",Condo for Rent
"$2,000/mo","2 Beds, 2 Baths","5051 N Sabino Canyon Rd, Tucson, AZ 85750"
"$2,000/mo","2 Beds, 2 Baths",Condo for Rent
"$1,650/mo","3 Beds, 2.5 Baths","7050 E Sunrise Dr, Tucson, AZ 85750"
"$2,200/mo","3 Beds, 2 Baths",Condo for Rent
"$1,800/mo","2 Beds, 2 Baths","3940 E Timrod St, Tucson, AZ 85711"
"$3,000 /mo","3 Beds, 2 Baths",Condo for Rent
"$1,800/mo","2 Beds, 2 Baths","5800 N Kolb Rd, Tucson, AZ 85750"
"$2,200/mo","3 Beds, 2 Baths",Condo for Rent
