city,address,price,rooms,bathrooms,sqft
"Fairfax, VA","3954 Persimmon Dr Fairfax, VA 22031 ","$1,600 - $1,725",Studio - 3 bd,1 - 2 ba,"450 - 1,228 sq ft"
"Fairfax, VA","9136-9140 Barrick St Fairfax, VA 22031 ","$1,700 - $2,200",1 - 3 bd,1 - 2 ba,"625 - 1,047 sq ft"
"North Lynnwood, WA","1660 S Walnut St North Lynnwood, WA 98233 ","$1,860 - $2,775",Studio - 2 bd,1 - 2 ba,"496 - 1,209 sq ft"
"North Lynnwood, WA","10215 Greenwood Ave N North Lynnwood, WA 98133 ","$1,456 - $2,802",Studio - 2 bd,1 - 2 ba,"447 - 1,054 sq ft"
"North Lynnwood, WA","4730 20th Ave NE North Lynnwood, WA 98105 ","$800 - $1,300",Studio bd,0.5 - 1 ba,125 - 203 sq ft
"North Lynnwood, WA","1029 S Jackson St North Lynnwood, WA 98104 ","$1,317 - $3,612",Studio - 2 bd,1 - 2 ba,"424 - 1,052 sq ft"
"North Lynnwood, WA","1000 Virginia St North Lynnwood, WA 98101 ","$2,089 - $19,243",Studio - 3 bd,1 - 3 ba,"457 - 2,471 sq ft"
"North Lynnwood, WA","535 Pontius Ave N North Lynnwood, WA 98109 ","$2,053 - $4,276",Studio - 2 bd,1 - 2 ba,"573 - 1,189 sq ft"
"North Lynnwood, WA","209 12th Ave S North Lynnwood, WA 98144 ","$1,749 - $4,060",Studio - 2 bd,1 - 2 ba,"392 - 1,319 sq ft"
"North Lynnwood, WA","112 Boren Ave N North Lynnwood, WA 98109 ","$2,688 - $36,271",1 - 3 bd,1 - 4 ba,"504 - 2,669 sq ft"
"North Lynnwood, WA","2015 2nd Ave North Lynnwood, WA 98121 ","$2,350 - $4,711",Studio - 2 bd,1 - 2.5 ba,"571 - 1,825 sq ft"
"North Lynnwood, WA","1011 E Terrace St North Lynnwood, WA 98122 ","$1,770 - $2,930",1 - 2 bd,1 - 2 ba,"575 - 1,070 sq ft"
"North Lynnwood, WA","5305 Lakemont Blvd SE North Lynnwood, WA 98006 ","$2,175 - $2,799",1 - 3 bd,1 - 2 ba,"637 - 1,342 sq ft"
"North Lynnwood, WA","229 Andover Park E North Lynnwood, WA 98188 ","$1,455 - $6,830",Studio - 3 bd,1 - 3.5 ba,"360 - 1,840 sq ft"
"North Lynnwood, WA","4041 Roosevelt Way NE North Lynnwood, WA 98105 ","$1,920 - $3,305",1 - 2 bd,1 - 2 ba,"476 - 1,361 sq ft"
"North Lynnwood, WA","1850 N 34th St North Lynnwood, WA 98103 ","$2,093 - $4,947",Studio - 3 bd,1 - 2 ba,"573 - 1,347 sq ft"
"North Lynnwood, WA","2428 NW Market St North Lynnwood, WA 98107 ","$1,741 - $4,477",Studio - 2 bd,1 - 2 ba,"540 - 1,078 sq ft"
"North Lynnwood, WA","407 Valley Ave NE North Lynnwood, WA 98372 ","$1,699 - $2,499",1 - 3 bd,1 - 2 ba,"700 - 1,146 sq ft"
"North Lynnwood, WA","1650 Eagle Ridge Dr S North Lynnwood, WA 98055 ","$1,650 - $3,175",1 - 3 bd,1 - 2 ba,"635 - 1,150 sq ft"
"North Lynnwood, WA","1381 NE Fairgrounds Rd North Lynnwood, WA 98311 ","$1,470 - $2,040",1 - 3 bd,1 - 2 ba,"698 - 1,200 sq ft"
"North Lynnwood, WA","1001 E Marine View Dr North Lynnwood, WA 98201 ","$1,236 - $1,783",1 - 2 bd,1 ba,547 - 718 sq ft
"North Lynnwood, WA","1328 Market St North Lynnwood, WA 98402 ","$1,561 - $4,574",Studio - 2 bd,1 - 2 ba,422 - 934 sq ft
"North Lynnwood, WA","288 106th Ave NE North Lynnwood, WA 98004 ","$2,435 - $4,300",Studio - 2 bd,1 - 2 ba,"466 - 1,048 sq ft"
"North Lynnwood, WA","999 Hiawatha Place South North Lynnwood, WA 98144 ","$1,949 - $2,099",Studio - 2 bd,1 - 2 ba,"427 - 1,005 sq ft"
"North Lynnwood, WA","4609 Union Bay Pl NE North Lynnwood, WA 98105 ","$1,613 - $3,833",Studio - 2 bd,1 - 2 ba,"390 - 1,176 sq ft"
"North Lynnwood, WA","1212 Harrison St North Lynnwood, WA 98109 ","$1,926 - $3,922",1 bd,1 ba,516 - 616 sq ft
"North Lynnwood, WA","10303 20th St E North Lynnwood, WA 98372 ","$1,900 - $2,725",1 - 3 bd,1 - 2 ba,"773 - 1,304 sq ft"
"North Lynnwood, WA","701 5th Ave N North Lynnwood, WA 98109 ","$1,800 - $2,916",Studio - 2 bd,1 - 2 ba,"477 - 1,136 sq ft"
"North Lynnwood, WA","3214 Broadway Ave North Lynnwood, WA 98201 ","$1,459 - $2,439",Studio - 2 bd,1 - 2 ba,474 - 888 sq ft
"North Lynnwood, WA","4801 24th Ave NE North Lynnwood, WA 98105 ","$1,099 - $2,349",Studio - 5 bd,1 - 5 ba,"497 - 1,934 sq ft"
"North Lynnwood, WA","2651 156th Ave NE North Lynnwood, WA 98052 ","$1,999 - $3,899",Studio - 2 bd,1 - 2 ba,"458 - 1,343 sq ft"
"North Lynnwood, WA","18815 Aurora Ave N North Lynnwood, WA 98133 ","$1,755 - $3,265",Studio - 3 bd,1 - 2 ba,"484 - 1,235 sq ft"
"North Lynnwood, WA","3101 184th St SW North Lynnwood, WA 98037 ","$1,810 - $3,285",Studio - 3 bd,1 - 2 ba,"497 - 1,422 sq ft"
"North Lynnwood, WA","12540 120th Ave NE North Lynnwood, WA 98034 ","$1,872 - $4,235",Studio - 2 bd,1 - 2 ba,"592 - 1,253 sq ft"
"North Lynnwood, WA","8829 Roosevelt Way NE North Lynnwood, WA 98115 ","$1,785 - $3,190",Studio - 2 bd,1 - 2 ba,400 - 834 sq ft
"North Lynnwood, WA","15311 33rd Ave S North Lynnwood, WA 98188 ","$1,866 - $3,025",Studio - 3 bd,1 - 2 ba,"424 - 1,407 sq ft"
"North Lynnwood, WA","8704 Greenwood Ave N North Lynnwood, WA 98103 ","$1,453 - $4,584",Studio - 3 bd,1 - 2 ba,"339 - 1,158 sq ft"
"North Lynnwood, WA","631 SW 150th St North Lynnwood, WA 98166 ","$1,600 - $2,500",Studio - 2 bd,1 - 2 ba,476 - 943 sq ft
"North Lynnwood, WA","434 Kirkland Way North Lynnwood, WA 98033 ","$2,795 - $5,337",1 - 2 bd,1 - 2.5 ba,"555 - 1,252 sq ft"
"North Lynnwood, WA","140 Lake St S North Lynnwood, WA 98033 ","$2,475 - $9,795",Studio - 3 bd,1 - 2.5 ba,"534 - 1,443 sq ft"
"North Lynnwood, WA","2030 W Meeker St North Lynnwood, WA 98032 ","$1,499 - $2,550",Studio - 2 bd,1 - 2 ba,452 - 849 sq ft
"North Lynnwood, WA","1911 NE Riddell Rd North Lynnwood, WA 98310 ","$1,295 - $1,940",Studio - 2 bd,1 - 2 ba,"508 - 1,115 sq ft"
"Simpsonville, SC","9001 Blue Flag Dr Simpsonville, SC 29681 ","$1,370 - $2,030",1 - 3 bd,1 - 2 ba,"855 - 1,413 sq ft"
"Simpsonville, SC","5001 Ballantyne Dr Simpsonville, SC 29680 ","$1,125 - $1,755",1 - 3 bd,1 - 2 ba,"781 - 1,383 sq ft"
"Simpsonville, SC","7001 Wiley Dr Simpsonville, SC 29680 ","$1,300 - $1,949",1 - 3 bd,1 - 2 ba,"737 - 2,396 sq ft"
"Simpsonville, SC","8001 Pointe Grand Pl Simpsonville, SC 29680 ","$1,349 - $1,474",2 bd,2 ba,"1,153 sq ft"
"Simpsonville, SC","1104 Via Corso Ave Simpsonville, SC 29681 ","$1,206 - $2,208",Studio - 3 bd,1 - 2 ba,"421 - 1,436 sq ft"
"Simpsonville, SC","1000 Knights Spur Ct Simpsonville, SC 29681 ","$1,215 - $1,700",1 - 3 bd,1 - 2 ba,"751 - 1,391 sq ft"
"Simpsonville, SC","1600 Jasmine Cove Cir Simpsonville, SC 29680 ","$1,140 - $1,590",1 - 3 bd,1 - 2 ba,"860 - 1,320 sq ft"
"Simpsonville, SC","535 Brookwood Pointe Pl Simpsonville, SC 29681 ","$1,183 - $3,238",1 - 3 bd,1 - 2 ba,"786 - 1,307 sq ft"
"Simpsonville, SC","100 Garden District Dr Simpsonville, SC 29681 ","$1,095 - $1,636",1 - 3 bd,1 - 2 ba,"525 - 1,354 sq ft"
"Simpsonville, SC","3714 Grandview Dr Simpsonville, SC 29680 ","$1,067 - $2,397",1 - 3 bd,1 - 2 ba,"780 - 1,227 sq ft"
"Simpsonville, SC","1500 Water Lily Dr Simpsonville, SC 29680 ","$1,249 - $1,863",1 - 3 bd,1 - 2 ba,"776 - 1,258 sq ft"
"Simpsonville, SC","130 Willow Forks Dr Simpsonville, SC 29681 ","$1,100 - $1,737",1 - 3 bd,1 - 2 ba,"680 - 1,226 sq ft"
"Simpsonville, SC","106 McGuires Pl Simpsonville, SC 29680 ",Call for Rent,3 bd,2.5 ba,"1,564 sq ft"
"Simpsonville, SC","10 Capewood Rd Simpsonville, SC 29680 ","$1,163 - $3,473",1 - 2 bd,1 - 2 ba,750 - 950 sq ft
"Simpsonville, SC","113 Karland Dr Simpsonville, SC 29680 ","$1,668 - $2,660",2 bd,2 ba,"1,127 - 1,381 sq ft"
"Simpsonville, SC","426 Baldwin Rd Simpsonville, SC 29680 ","$1,989 - $2,700",3 - 4 bd,2.5 - 3.5 ba,"1,570 - 2,217 sq ft"
"Simpsonville, SC","110 Village Park Dr Simpsonville, SC 29681 ","$995 - $1,245",1 - 2 bd,1 - 1.5 ba,"700 - 1,000 sq ft"
"Simpsonville, SC","1000 Arbor Keats Dr Simpsonville, SC 29680 ","$969 - $1,496",1 - 3 bd,1 - 2 ba,"748 - 1,277 sq ft"
"Simpsonville, SC","112 Davenport Rd Simpsonville, SC 29680 ","$1,125 - $1,550",1 - 3 bd,1 - 2 ba,"747 - 1,065 sq ft"
"Simpsonville, SC","617 Richardson St Simpsonville, SC 29680 ","$1,100 - $1,250",1 - 2 bd,1 - 2 ba,"785 - 1,000 sq ft"
"Simpsonville, SC","900 E Georgia Rd Simpsonville, SC 29681 ","$1,000 - $1,100",2 bd,1 ba,
"Simpsonville, SC","710 N Maple St Simpsonville, SC 29681 ","$925 - $1,050",1 - 2 bd,1 ba,700 - 800 sq ft
"Simpsonville, SC","100 Smokehouse Dr Simpsonville, SC 29681 ","$2,250",4 bd,2.5 ba,"2,500 sq ft"
"Simpsonville, SC","108 Hawkesbury Rd Simpsonville, SC 29681 ","$1,975",3 bd,2.5 ba,"1,952 sq ft"
"Simpsonville, SC","304 Cotton Bay Way Simpsonville, SC 29681 ","$2,150",4 bd,2 ba,"1,976 sq ft"
"Simpsonville, SC","6 Milo Ct Simpsonville, SC 29680 ","$1,895",3 bd,2 ba,"1,650 sq ft"
"Simpsonville, SC","301 S Orchard Farms Ave Simpsonville, SC 29681 ","$2,320",3 bd,2.5 ba,"3,203 sq ft"
"Simpsonville, SC","16 Hawkesbury Rd Simpsonville, SC 29681 ","$1,995",3 bd,2.5 ba,"1,976 sq ft"
"Simpsonville, SC","10 Pfeiffer Ct Simpsonville, SC 29681 ","$2,015",3 bd,2.5 ba,"1,900 sq ft"
"Simpsonville, SC","18 N Orchard Farms Ave Simpsonville, SC 29681 ","$2,235",5 bd,2.5 ba,"2,499 sq ft"
"Simpsonville, SC","105 Bay Hill Dr Simpsonville, SC 29681 ","$2,390",4 bd,2.5 ba,"2,579 sq ft"
"Simpsonville, SC","100 Kingfisher Dr Simpsonville, SC 29680 ","$1,955",3 bd,2 ba,"1,767 sq ft"
"Simpsonville, SC","7 Greyleaf Ct Simpsonville, SC 29680 ","$1,795",3 bd,2 ba,"1,454 sq ft"
"Simpsonville, SC","508 Fairview Lake Way Simpsonville, SC 29680 ","$1,975",3 bd,2.5 ba,"1,804 sq ft"
"Simpsonville, SC","108 Jordan Crest Ct Simpsonville, SC 29681 ","$2,175",4 bd,2.5 ba,"2,500 sq ft"
"Simpsonville, SC","315 Karsten Creek Dr Simpsonville, SC 29681 ","$1,905",4 bd,2.5 ba,"2,025 sq ft"
"Simpsonville, SC","304 Stonebury Dr Simpsonville, SC 29680 ","$2,430",4 bd,2 ba,"2,463 sq ft"
"Simpsonville, SC","236 Lockeland Park Dr Simpsonville, SC 29681 ","$1,810",3 bd,2 ba,"1,252 sq ft"
"Papillion, NE","7451 Shadow Lake Plz Papillion, NE 68046 ","$1,253 - $2,061",Studio - 2 bd,1 - 2 ba,"606 - 1,260 sq ft"
"Papillion, NE","623 Fenwick Plz Papillion, NE 68046 ","$975 - $1,310",1 - 2 bd,1 - 2 ba,"685 - 1,020 sq ft"
"Papillion, NE","1214 Applewood Dr Papillion, NE 68046 ","$1,154 - $1,946",1 - 3 bd,1 - 2 ba,"753 - 1,130 sq ft"
"Papillion, NE","1341 W 6th St Papillion, NE 68046 ","$1,187 - $1,785",1 - 2 bd,1 - 2 ba,"724 - 1,880 sq ft"
"Papillion, NE","13178 Lincoln Rd Papillion, NE 68138 ","$1,195 - $3,295",1 - 4 bd,1 - 3.5 ba,"740 - 2,352 sq ft"
"Papillion, NE","10951 Wittmus Dr Papillion, NE 68046 ","$1,215 - $1,860",1 - 3 bd,1 - 2 ba,"750 - 1,324 sq ft"
"Papillion, NE","7088 Flint Dr Papillion, NE 68133 ","$1,366 - $2,366",1 - 3 bd,1 - 2.5 ba,"830 - 1,608 sq ft"
"Papillion, NE","10736 Brentwood Dr Papillion, NE 68128 ","$1,089 - $1,787",1 - 2 bd,1 - 2 ba,"715 - 1,046 sq ft"
"Papillion, NE","1512 Bristol St Papillion, NE 68046 ","$1,215 - $1,795",Studio - 2 bd,1 - 2 ba,"611 - 1,244 sq ft"
"Papillion, NE","1221 Gold Coast Rd Papillion, NE 68046 ",$815,1 bd,1 ba,830 sq ft
"Papillion, NE","9501 Brentwood Dr Papillion, NE 68128 ","$1,560 - $2,325",1 - 3 bd,1 - 2 ba,"892 - 1,611 sq ft"
"Papillion, NE","8211 S 87th Plz Papillion, NE 68128 ","$900 - $1,660",1 - 3 bd,1 - 2 ba,"600 - 1,375 sq ft"
"Papillion, NE","8216 City Centre Dr Papillion, NE 68128 ","$945 - $2,550",Studio - 2 bd,1 - 2 ba,"478 - 1,345 sq ft"
"Papillion, NE","205 Shillaelagh Blvd Papillion, NE 68046 ","$920 - $1,180",1 - 2 bd,1 - 2 ba,"870 - 1,180 sq ft"
"Papillion, NE","11951 Ballpark Way Papillion, NE 68046 ","$1,267 - $1,860",1 - 2 bd,1 - 2 ba,"744 - 1,077 sq ft"
"Papillion, NE","812-818 Janesview St Papillion, NE 68046 ",$800 - $919,1 - 2 bd,1 - 2 ba,550 - 970 sq ft
"Papillion, NE","10532 S 97th Ct Papillion, NE 68046 ","$1,035 - $1,725",Studio - 2 bd,1 - 2 ba,"562 - 1,388 sq ft"
"Papillion, NE","9825-9831 Centennial Rd Papillion, NE 68128 ","$1,340",2 bd,2 ba,"1,017 sq ft"
"Papillion, NE","8220 S 87th St Papillion, NE 68128 ","$880 - $1,215",1 - 2 bd,1 - 1.5 ba,619 - 880 sq ft
"Papillion, NE","1600 Grandview Ave Papillion, NE 68046 ","$870 - $1,155",1 - 2 bd,1 - 2 ba,"965 - 1,128 sq ft"
"Papillion, NE","1603-1617 Barrington Pky Papillion, NE 68046 ","$935 - $1,225",2 - 4 bd,2 ba,"1,060 - 1,390 sq ft"
"Papillion, NE","513 W Perry St Papillion, NE 68046 ","$1,850",3 bd,2 ba,"1,812 sq ft"
"Rock Springs, WY","3290 Dewar Dr Rock Springs, WY 82901 ","$795 - $1,389",1 - 3 bd,1 - 2 ba,"720 - 1,130 sq ft"
"Rock Springs, WY","1818 Sunset Dr Rock Springs, WY 82901 ",$549 - $970,1 - 3 bd,1 ba,"494 - 1,076 sq ft"
"Rock Springs, WY","2160 Century Blvd Rock Springs, WY 82901 ",$725,2 bd,1 ba,850 sq ft
"Rock Springs, WY","2226 Reagan Ave Rock Springs, WY 82901 ","$725 - $1,445",1 - 3 bd,1 - 2 ba,"650 - 1,300 sq ft"
"Rock Springs, WY","2908 Plumtree Dr Rock Springs, WY 82901 ","$1,250",3 bd,2 ba,"1,198 sq ft"
"Rock Springs, WY","816 Walnut St Rock Springs, WY 82901 ","$1,400",3 bd,2 ba,840 sq ft
"Rock Springs, WY","1148 Raindance Dr Rock Springs, WY 82901 ","$1,100",3 bd,1.5 ba,"1,784 sq ft"
"Rock Springs, WY","603 Ridge Ave Rock Springs, WY 82901 ","$1,250",3 bd,1.5 ba,"1,170 sq ft"
"Rock Springs, WY","2008 Arthur Ave Rock Springs, WY 82901 ","$1,300",3 bd,1 ba,924 sq ft
"Cockeysville, MD","10337 Society Park Cockeysville, MD 21030 ","$1,250 - $1,570",1 - 2 bd,1 - 2 ba,"700 - 1,056 sq ft"
"Cockeysville, MD","3 Deepwater Ct Cockeysville, MD 21030 ","$1,024 - $1,315",Studio - 2 bd,1 ba,347 - 833 sq ft
"Cockeysville, MD","599 Cranbrook Rd Cockeysville, MD 21030 ","$1,499 - $2,580",1 - 3 bd,1 - 2 ba,"937 - 1,672 sq ft"
"Cockeysville, MD","307 Foxfire Pl Cockeysville, MD 21030 ","$1,389 - $2,637",1 - 3 bd,1 - 2 ba,"640 - 1,125 sq ft"
"Cockeysville, MD","2 Hazy Morn Ct Cockeysville, MD 21093 ","$1,117 - $1,282",1 - 2 bd,1 ba,641 - 799 sq ft
"Cockeysville, MD","88 E Padonia Rd Cockeysville, MD 21093 ","$1,605 - $2,940",Studio - 3 bd,1 - 2 ba,"518 - 1,292 sq ft"
"Cockeysville, MD","531 Lake Vista Cir Cockeysville, MD 21030 ","$1,330 - $1,770",1 - 2 bd,1 - 2 ba,"726 - 1,113 sq ft"
"Cockeysville, MD","2 Garston Ct Cockeysville, MD 21030 ","$1,417 - $2,149",1 - 3 bd,1 - 2 ba,"701 - 1,217 sq ft"
"Cockeysville, MD","10701 Cardington Way Cockeysville, MD 21030 ","$1,600 - $3,783",1 - 3 bd,1 - 2 ba,"890 - 1,395 sq ft"
"Cockeysville, MD","700 Stoney Mill Ct Cockeysville, MD 21030 ","$1,255 - $1,730",1 - 3 bd,1 - 2 ba,"741 - 1,198 sq ft"
"Cockeysville, MD","10000 Greenside Dr Cockeysville, MD 21030 ","$1,265 - $3,073",1 - 4 bd,1 - 2.5 ba,"717 - 1,400 sq ft"
"Cockeysville, MD","229 Saint David Ct Cockeysville, MD 21030 ","$1,409 - $2,624",1 - 3 bd,1 - 3 ba,"782 - 1,565 sq ft"
"Cockeysville, MD","118 Shawan Rd Cockeysville, MD 21030 ","$1,890 - $3,505",Studio - 3 bd,1 - 2 ba,"576 - 1,422 sq ft"
"Cockeysville, MD","10710 Beaver Dam Rd Cockeysville, MD 21030 ","$1,455 - $2,270",Studio - 2 bd,1 - 2 ba,525 - 915 sq ft
"Cockeysville, MD","10 Dodworth Ct Cockeysville, MD 21093 ","$1,420 - $2,040",1 - 3 bd,1 - 2 ba,"797 - 1,253 sq ft"
"Cockeysville, MD","4 Roberts Path Cockeysville, MD 21152 ","$1,415 - $1,700",1 - 2 bd,1 - 2 ba,726 - 885 sq ft
"Cockeysville, MD","10535 York Rd Cockeysville, MD 21030 ","$1,306",1 bd,1 ba,600 - 700 sq ft
"Cockeysville, MD","511 Warren Rd Cockeysville, MD 21030 ","$2,595",3 bd,2 ba,"1,188 sq ft"
"Calabasas, CA","3831 N Orchid Ln Calabasas, CA 91302 ","$2,504 - $3,659",Studio - 2 bd,1 - 2 ba,"648 - 1,313 sq ft"
"Calabasas, CA","5758 Las Virgenes Rd Calabasas, CA 91302 ","$2,208 - $3,603",1 - 3 bd,1 - 2 ba,"525 - 1,070 sq ft"
"Silverdale, WA","11531 Clear Creek Rd NW Silverdale, WA 98383 ","$1,929 - $2,449",1 - 3 bd,1 - 2 ba,"824 - 1,306 sq ft"
"Silverdale, WA","9902 Cranberry Ln NW Silverdale, WA 98383 ","$1,695 - $1,895",1 - 2 bd,1 ba,720 - 950 sq ft
"Silverdale, WA","12240 Daphne Ln NW Silverdale, WA 98383 ","$1,590 - $2,371",1 - 3 bd,1 - 2 ba,"596 - 1,028 sq ft"
"Silverdale, WA","3414 NW Kensington Ln Silverdale, WA 98383 ","$1,720 - $2,400",1 - 3 bd,1 - 2 ba,"736 - 1,226 sq ft"
"Silverdale, WA","11421 Clear Creek Rd Silverdale, WA 98383 ","$1,775 - $2,200",1 - 2 bd,1 - 2 ba,594 - 926 sq ft
"Silverdale, WA","9950 Blaine Ave NW Silverdale, WA 98383 ","$1,701 - $2,501",1 - 2 bd,1 - 2 ba,"495 - 1,001 sq ft"
"Silverdale, WA","1204-1206 NW Tahoe Ln Silverdale, WA 98383 ","$2,300 - $2,750",1 - 3 bd,1 - 2 ba,"785 - 1,234 sq ft"
"Silverdale, WA","1415 NW Santa Fe Ln Silverdale, WA 98383 ","$1,700 - $2,880",Studio - 3 bd,1 - 2.5 ba,"628 - 1,232 sq ft"
"Silverdale, WA","12188 Cloudy Peak Ln NW Silverdale, WA 98383 ","$1,995 - $5,329",1 - 3 bd,1 - 2 ba,"720 - 1,119 sq ft"
"Silverdale, WA","11153-11153 Shipside Ln NW Silverdale, WA 98383 ","$1,800 - $2,838",1 - 3 bd,1 - 2 ba,"711 - 1,180 sq ft"
"Silverdale, WA","2033 NW Bobwhite Ln Silverdale, WA 98383 ","$1,695 - $2,995",1 - 5 bd,1 - 2.5 ba,"668 - 1,956 sq ft"
"Silverdale, WA","7720 Vineyards Ln NE Silverdale, WA 98311 ","$1,410 - $1,920",1 - 2 bd,1 - 2 ba,543 - 949 sq ft
"Silverdale, WA","9896 Enterprise Ln NW Silverdale, WA 98383 ","$1,299 - $1,479",1 bd,1 ba,723 sq ft
"Silverdale, WA","309 NE Fairgrounds Rd Silverdale, WA 98311 ","$1,525 - $1,625",1 - 3 bd,1 - 2 ba,"623 - 1,100 sq ft"
"Silverdale, WA","8756 Shore Pl Silverdale, WA 98383 ","$2,215",1 - 2 bd,1 ba,400 - 800 sq ft
"Silverdale, WA","1001 Deer Harbor Ln NW Silverdale, WA 98383 ","$2,350 - $2,930",2 bd,2 ba,"1,234 - 1,432 sq ft"
"Silverdale, WA","374 NW Grandstand St Silverdale, WA 98311 ","$2,300",3 bd,2.5 ba,"1,389 sq ft"
"Silverdale, WA","9539 Saint John's Pl Silverdale, WA 98311 ","$2,900",4 bd,2.5 ba,"1,774 sq ft"
"Silverdale, WA","10175 Ramble Dr NW Silverdale, WA 98311 ","$3,400",4 bd,4 ba,"2,498 sq ft"
"Silverdale, WA","6956 Bridlevale Blvd NW Silverdale, WA 98311 ","$2,850",4 bd,3 ba,"2,042 sq ft"
"Mountlake Terrace, WA","21416 52nd Ave W Mountlake Terrace, WA 98043 ","$1,595 - $1,825",1 - 2 bd,1 ba,650 - 750 sq ft
"Mountlake Terrace, WA","4402 212th St SW Mountlake Terrace, WA 98043 ","$1,725 - $2,200",1 - 2 bd,1 ba,680 - 920 sq ft
"Mountlake Terrace, WA","4208 236th St SW Mountlake Terrace, WA 98043 ","$1,695 - $3,165",1 - 2 bd,1 - 2 ba,644 - 908 sq ft
"Mountlake Terrace, WA","7300 213th Pl SW Mountlake Terrace, WA 98026 ","$1,517 - $5,567",Studio - 2 bd,1 ba,460 - 980 sq ft
"Mountlake Terrace, WA","1795 NE 205th St Mountlake Terrace, WA 98155 ","$1,450 - $1,800",Studio - 1 bd,1 ba,486 - 788 sq ft
"Mountlake Terrace, WA","23905 Van Ry Blvd Mountlake Terrace, WA 98043 ","$1,665 - $4,100",1 - 3 bd,1 - 2 ba,"575 - 1,289 sq ft"
"Mountlake Terrace, WA","23511 56th Ave W Mountlake Terrace, WA 98043 ","$1,357 - $2,650",Studio - 2 bd,1 - 2 ba,316 - 993 sq ft
"Mountlake Terrace, WA","3702 204th St SW Mountlake Terrace, WA 98036 ","$1,705 - $3,706",1 - 2 bd,1 - 2 ba,704 - 930 sq ft
"Mountlake Terrace, WA","8123 236th St Mountlake Terrace, WA 98026 ","$1,400 - $3,246",Studio - 2 bd,1 - 2 ba,480 - 938 sq ft
"Mountlake Terrace, WA","6500 208th St SW Mountlake Terrace, WA 98036 ","$1,459 - $3,806",Studio - 2 bd,1 ba,450 - 850 sq ft
"Mountlake Terrace, WA","7309 210TH St SW Mountlake Terrace, WA 98026 ","$1,572 - $6,683",1 - 2 bd,1 - 2 ba,"714 - 1,095 sq ft"
"Mountlake Terrace, WA","23231 Highway 99 Mountlake Terrace, WA 98026 ","$1,475 - $4,024",Studio - 2 bd,1 ba,480 - 980 sq ft
"Mountlake Terrace, WA","24000 VanRy Blvd Mountlake Terrace, WA 98043 ","$1,775 - $4,036",Studio - 3 bd,1 - 2 ba,"508 - 1,519 sq ft"
"Mountlake Terrace, WA","23601 56th Ave W Mountlake Terrace, WA 98043 ","$1,800 - $2,750",Studio - 2 bd,1 - 2 ba,"652 - 1,312 sq ft"
"Mountlake Terrace, WA","21412 48th Ave W Mountlake Terrace, WA 98043 ","$2,150",2 bd,2 ba,880 sq ft
"Mountlake Terrace, WA","23400 Highway 99 Mountlake Terrace, WA 98026 ","$1,605 - $2,999",Studio - 2 bd,1 - 2 ba,"480 - 1,060 sq ft"
"Mountlake Terrace, WA","22707 76th Ave W Mountlake Terrace, WA 98026 ","$1,214 - $1,912",1 - 2 bd,1 ba,454 - 724 sq ft
"Mountlake Terrace, WA","7306-7312 208th St SW Mountlake Terrace, WA 98026 ","$2,095 - $2,800",1 - 2 bd,1.5 - 2.5 ba,"1,029 - 1,240 sq ft"
"Mountlake Terrace, WA","7924 236th St SW Mountlake Terrace, WA 98026 ","$1,595 - $1,995",1 - 2 bd,1 ba,620 - 840 sq ft
"Mountlake Terrace, WA","4710 212th St SW Mountlake Terrace, WA 98043 ","$2,100 - $2,368",1 - 3 bd,1 - 2 ba,657 - 995 sq ft
"Mountlake Terrace, WA","20060-20318 15th Ave NE Mountlake Terrace, WA 98155 ","$1,695",1 - 3 bd,1 - 2 ba,"621 - 1,200 sq ft"
"Mountlake Terrace, WA","20057 Ballinger Way NE Mountlake Terrace, WA 98155 ","$1,484 - $2,137",1 - 3 bd,1 - 2 ba,"646 - 1,182 sq ft"
"Mountlake Terrace, WA","20015 Ballinger Way Mountlake Terrace, WA 98155 ","$1,400",1 bd,1 ba,700 sq ft
"Mountlake Terrace, WA","8102 238th St SW Mountlake Terrace, WA 98026 ","$2,300",2 bd,2.5 ba,"1,248 sq ft"
"Mountlake Terrace, WA","22925 80th Pl W Mountlake Terrace, WA 98026 ","$3,600",4 bd,3.5 ba,"1,870 sq ft"
"Mountlake Terrace, WA","7616 230th St SW Mountlake Terrace, WA 98026 ","$2,350",2 bd,1.5 ba,"1,050 sq ft"
"Suwanee, GA","4271 Woodward Mill Rd Suwanee, GA 30518 ","$2,158 - $2,842",1 - 3 bd,1 - 2 ba,"777 - 1,563 sq ft"
"Suwanee, GA","4021 McGinnis Ferry Rd Suwanee, GA 30024 ","$1,365 - $3,830",1 - 3 bd,1 - 2.5 ba,"655 - 1,584 sq ft"
"Suwanee, GA","500 Buford Hwy Suwanee, GA 30024 ","$1,523 - $3,150",Studio - 3 bd,1 - 2 ba,"546 - 1,472 sq ft"
"Suwanee, GA","1630 Peachtree Industrial Blvd Suwanee, GA 30024 ","$1,680 - $2,598",1 - 2 bd,1 - 2 ba,"732 - 1,479 sq ft"
"Suwanee, GA","2000 Harvest Pond Cir Suwanee, GA 30024 ","$2,448 - $3,653",1 - 3 bd,1.5 - 3 ba,"1,129 - 1,928 sq ft"
"Suwanee, GA","2950 Richmond Row Dr Suwanee, GA 30024 ","$1,505 - $3,560",1 - 3 bd,1 - 2 ba,"720 - 1,515 sq ft"
