city,address,price,rooms,bathrooms,sqft
"Woodbridge, VA","2264 York Dr Woodbridge, VA 22191 ","$1,775 - $4,841",1 - 2 bd,1 - 2 ba,"757 - 1,218 sq ft"
"Woodbridge, VA","15200 Leicestershire St Woodbridge, VA 22191 ","$1,866 - $4,326",1 - 3 bd,1 - 2 ba,"777 - 1,719 sq ft"
"Woodbridge, VA","2940 Shumard Oak Dr Woodbridge, VA 22191 ","$1,820 - $2,799",1 - 3 bd,1 - 2 ba,"665 - 1,449 sq ft"
"Woodbridge, VA","2760 Green Ash Loop Woodbridge, VA 22192 ","$1,967 - $2,513",1 - 2 bd,1 - 2 ba,"691 - 1,140 sq ft"
"Woodbridge, VA","2170 Sentry Falls Way Woodbridge, VA 22192 ","$1,668 - $2,387",1 - 2 bd,1 - 2 ba,"653 - 1,023 sq ft"
"Woodbridge, VA","2300 Vantage Dr Woodbridge, VA 22191 ","$1,810 - $3,331",1 - 2 bd,1 - 2 ba,"638 - 1,309 sq ft"
"Woodbridge, VA","2701 Neabsco Common Plz Woodbridge, VA 22191 ","$1,979 - $6,088",1 - 3 bd,1 - 2 ba,"738 - 1,358 sq ft"
"Woodbridge, VA","1723 Long Shadows Ct Woodbridge, VA 22192 ","$1,646 - $2,719",1 - 2 bd,1 - 2 ba,"685 - 1,038 sq ft"
"Woodbridge, VA","13175 Marina Way Woodbridge, VA 22191 ","$1,666 - $3,429",1 - 3 bd,1 - 2 ba,"722 - 1,382 sq ft"
"Woodbridge, VA","1000 Annapolis Way Woodbridge, VA 22191 ","$1,825 - $5,335",1 - 3 bd,1 - 2 ba,"592 - 1,592 sq ft"
"Woodbridge, VA","14321 Wrangler Ln Woodbridge, VA 22193 ","$1,366 - $2,229",Studio - 2 bd,1 - 2 ba,474 - 968 sq ft
"Woodbridge, VA","12525 Gordon Blvd Woodbridge, VA 22192 ","$1,419 - $2,079",Studio - 2 bd,1 ba,323 - 817 sq ft
"Woodbridge, VA","1905 Stevens Rd Woodbridge, VA 22191 ","$1,410 - $1,850",1 - 4 bd,1 - 1.5 ba,"710 - 1,200 sq ft"
"Woodbridge, VA","14701 River Walk Way Woodbridge, VA 22191 ","$2,120 - $5,143",Studio - 3 bd,1 - 2 ba,"595 - 1,292 sq ft"
"Woodbridge, VA","15001 Potomac Heights Pl Woodbridge, VA 22191 ","$1,766 - $3,305",1 - 2 bd,1 - 2 ba,"683 - 1,125 sq ft"
"Woodbridge, VA","1400 Eisenhower Cir Woodbridge, VA 22191 ","$1,826 - $2,823",2 - 4 bd,1 - 2 ba,"896 - 1,435 sq ft"
"Woodbridge, VA","13940 Longwood Manor Ct Woodbridge, VA 22191 ","$1,785 - $1,990",1 - 2 bd,1 - 2 ba,687 - 956 sq ft
"Woodbridge, VA","3216 Bluff View Ct Woodbridge, VA 22192 ","$1,770 - $2,385",1 - 2 bd,1 - 2 ba,703 - 944 sq ft
"Woodbridge, VA","14110 Big Crest Ln Woodbridge, VA 22191 ","$1,579 - $3,817",1 - 3 bd,1 - 2 ba,"627 - 1,294 sq ft"
"Woodbridge, VA","12280 Creekview Cir Woodbridge, VA 22192 ","$1,593 - $2,210",Studio - 3 bd,1 - 2 ba,"588 - 1,400 sq ft"
"Woodbridge, VA","2810 Woodmark Dr Woodbridge, VA 22191 ","$1,577 - $2,169",1 - 3 bd,1 - 1.5 ba,"760 - 1,072 sq ft"
"Woodbridge, VA","1293 Bayside Ave Woodbridge, VA 22191 ","$1,275 - $3,034",Studio - 3 bd,1 - 1.5 ba,"450 - 1,000 sq ft"
"Woodbridge, VA","13671 Cridercrest Pl Woodbridge, VA 22191 ","$1,575 - $2,150",1 - 3 bd,1 - 2 ba,"661 - 1,025 sq ft"
"Woodbridge, VA","14101 Kristin Ct Woodbridge, VA 22191 ","$1,549 - $2,186",1 - 3 bd,1 - 2 ba,622 - 965 sq ft
"Woodbridge, VA","13900-13911 Hedgewood Dr Woodbridge, VA 22193 ","$1,150 - $1,280",1 - 2 bd,1 ba,564 - 803 sq ft
"Woodbridge, VA","1100 Annapolis Way Woodbridge, VA 22191 ","$1,599 - $2,216",1 - 3 bd,1 - 2 ba,"715 - 1,117 sq ft"
"Woodbridge, VA","2900 Shorehaven Way Woodbridge, VA 22026 ","$1,540 - $2,000",1 - 3 bd,1 - 2 ba,"750 - 1,276 sq ft"
"Woodbridge, VA","14397 Westminister Ln Woodbridge, VA 22193 ","$1,635 - $4,737",1 - 2 bd,1 - 2 ba,"706 - 1,013 sq ft"
"Woodbridge, VA","13701 Keelingwood Cir Woodbridge, VA 22191 ","$1,622 - $2,244",1 - 3 bd,1 - 3 ba,"766 - 1,252 sq ft"
"Woodbridge, VA","2900 Fox Lair Dr Woodbridge, VA 22191 ","$1,875 - $2,525",1 - 3 bd,1 - 2 ba,"735 - 1,141 sq ft"
"Woodbridge, VA","4640 Daisy Reid Ave Woodbridge, VA 22192 ","$1,670 - $3,430",1 - 2 bd,1 - 2 ba,"676 - 1,044 sq ft"
"Woodbridge, VA","1511 Monroe Dr Woodbridge, VA 22191 ","$1,474 - $2,961",1 - 3 bd,1 - 1.5 ba,"700 - 1,240 sq ft"
"Woodbridge, VA","13723 Lynn St Woodbridge, VA 22191 ","$1,285 - $2,976",Studio - 4 bd,1 - 1.5 ba,"550 - 1,150 sq ft"
"Woodbridge, VA","1989 Delaware Dr Woodbridge, VA 22191 ","$1,408 - $3,330",1 - 2 bd,1 - 2 ba,664 - 885 sq ft
"Woodbridge, VA","15131 Brickwood Ct Woodbridge, VA 22193 ","$1,489 - $2,099",1 - 3 bd,1 - 2 ba,"689 - 1,136 sq ft"
"Woodbridge, VA","12810 Island House Loop Woodbridge, VA 22193 ","$1,540 - $2,189",2 - 3 bd,1.5 - 2 ba,"872 - 1,101 sq ft"
"Woodbridge, VA","15750 Norris Point Way Woodbridge, VA 22191 ","$1,537 - $1,937",1 - 3 bd,1 - 2 ba,"747 - 1,228 sq ft"
"Woodbridge, VA","3119 Chesapeake Dr Woodbridge, VA 22026 ","$1,550 - $1,800",1 - 2 bd,1 - 1.5 ba,738 - 892 sq ft
"Woodbridge, VA","3335 William Johnston Ln Woodbridge, VA 22026 ","$1,390 - $1,810",1 - 3 bd,1 - 2 ba,"780 - 1,100 sq ft"
"Puyallup, WA","407 Valley Ave NE Puyallup, WA 98372 ","$1,699 - $2,499",1 - 3 bd,1 - 2 ba,"700 - 1,146 sq ft"
"Puyallup, WA","10303 20th St E Puyallup, WA 98372 ","$1,900 - $2,725",1 - 3 bd,1 - 2 ba,"773 - 1,304 sq ft"
"Puyallup, WA","1022 10th Ave SE Puyallup, WA 98372 ","$1,750",2 bd,1.5 - 2 ba,"1,100 sq ft"
"Puyallup, WA","18002 Lipoma Firs E Puyallup, WA 98374 ","$2,300 - $2,600",2 - 3 bd,2.5 ba,"1,300 - 1,600 sq ft"
"Puyallup, WA","2519-2551 S Meridian St Puyallup, WA 98373 ","$1,794 - $8,614",1 - 3 bd,1 - 2 ba,"660 - 1,314 sq ft"
"Puyallup, WA","209 21st Ave SW Puyallup, WA 98371 ","$1,678 - $7,216",1 - 3 bd,1 - 2 ba,"583 - 1,495 sq ft"
"Puyallup, WA","2715 62nd Ave E Puyallup, WA 98424 ","$1,495 - $2,895",1 - 3 bd,1 - 2.5 ba,"588 - 2,200 sq ft"
"Puyallup, WA","16026 64th St E Puyallup, WA 98390 ","$2,000 - $2,800",1 - 3 bd,1 - 2 ba,"848 - 1,576 sq ft"
"Puyallup, WA","12415 172Nd St E Puyallup, WA 98374 ","$2,093 - $4,031",1 - 3 bd,1 - 2.5 ba,"795 - 1,387 sq ft"
"Puyallup, WA","2818 E Meridian Ave Puyallup, WA 98371 ","$1,695 - $1,925",1 - 2 bd,1 - 2 ba,696 - 899 sq ft
"Puyallup, WA","2323 7th St SE Puyallup, WA 98374 ","$1,924 - $5,282",1 - 3 bd,1 - 2 ba,"676 - 1,346 sq ft"
"Puyallup, WA","1011 W Stewart Ave Puyallup, WA 98371 ","$1,495 - $1,650",1 - 2 bd,1 ba,490 - 738 sq ft
"Puyallup, WA","10423 Rainer Ridge Blvd E Puyallup, WA 98374 ","$1,876 - $4,389",1 - 3 bd,1 - 2 ba,"664 - 1,406 sq ft"
"Puyallup, WA","2505 E Main St Puyallup, WA 98372 ","$1,675 - $2,125",1 - 3 bd,1 - 2 ba,"767 - 1,213 sq ft"
"Puyallup, WA","12419 172nd St E Puyallup, WA 98374 ","$1,652 - $3,211",1 - 3 bd,1 - 2 ba,"802 - 1,298 sq ft"
"Puyallup, WA","102 23rd Ave SW Puyallup, WA 98371 ","$1,550 - $2,195",1 - 3 bd,1 - 2 ba,"741 - 1,348 sq ft"
"Puyallup, WA","1617 E Main Puyallup, WA 98372 ","$1,615 - $2,763",1 - 2 bd,1 - 2 ba,"786 - 1,074 sq ft"
"Puyallup, WA","12104-12108 55th Ave Puyallup, WA 98373 ","$2,250 - $2,895",2 - 4 bd,1.5 - 2.5 ba,"1,114 - 1,709 sq ft"
"Puyallup, WA","5617 111th St E Puyallup, WA 98373 ","$1,440 - $2,195",1 - 3 bd,1 - 2 ba,"696 - 1,198 sq ft"
"Puyallup, WA","13011 Meridian E Puyallup, WA 98373 ","$1,350 - $2,150",1 - 3 bd,1 - 2 ba,"670 - 1,214 sq ft"
"Puyallup, WA","4824 110th Avenue Ct E Puyallup, WA 98372 ","$1,600 - $2,050",1 - 2 bd,1 ba,675 - 950 sq ft
"Puyallup, WA","2629 Meridian Ave E Puyallup, WA 98371 ","$1,600 - $2,300",Studio - 3 bd,1 - 2 ba,"587 - 1,126 sq ft"
"Puyallup, WA","5816 162nd Ave E Puyallup, WA 98390 ","$1,600 - $2,595",Studio - 2 bd,1 - 2 ba,"487 - 1,023 sq ft"
"Puyallup, WA","3351-3525 70th Ave E Puyallup, WA 98424 ","$1,738 - $2,375",1 - 3 bd,1 - 2 ba,"625 - 1,200 sq ft"
"Puyallup, WA","11619 Canyon Rd E Puyallup, WA 98373 ","$1,635 - $1,980",1 - 3 bd,1 - 2 ba,"728 - 1,245 sq ft"
"Puyallup, WA","1503 18th St NW Puyallup, WA 98371 ","$1,550",1 bd,1 ba,740 sq ft
"Puyallup, WA","2700 S Meridian Puyallup, WA 98373 ","$1,550 - $1,775",1 - 2 bd,1 - 2 ba,"724 - 1,100 sq ft"
"Puyallup, WA","2204 S Meridian St Puyallup, WA 98371 ","$1,395 - $1,750",1 - 2 bd,1 - 2 ba,700 - 900 sq ft
"Puyallup, WA","2923 S Meridian Ave Puyallup, WA 98373 ","$1,470 - $2,115",1 - 3 bd,1 - 2 ba,"670 - 1,214 sq ft"
"Puyallup, WA","14209 E 103rd Avenue Ct Puyallup, WA 98374 ","$1,550 - $2,095",1 - 3 bd,1 - 2 ba,"728 - 1,274 sq ft"
"Puyallup, WA","1027 N Meridian Ave Puyallup, WA 98371 ","$1,315 - $1,695",1 - 2 bd,1 ba,700 - 865 sq ft
"Puyallup, WA","1112 9th St SE Puyallup, WA 98372 ","$1,345 - $1,675",1 - 2 bd,1 ba,640 - 900 sq ft
"Puyallup, WA","9202 176th St E Puyallup, WA 98375 ","$1,350 - $1,895",Studio - 2 bd,1 - 2 ba,"587 - 1,025 sq ft"
"Puyallup, WA","2201-2216 6th Ave Puyallup, WA 98354 ","$1,599 - $2,110",1 - 2 bd,1 - 1.5 ba,"616 - 1,056 sq ft"
"Puyallup, WA","2301 62nd Ave E Puyallup, WA 98424 ","$1,855 - $7,297",1 - 3 bd,1 - 2 ba,"733 - 1,385 sq ft"
"Puyallup, WA","2301 58th Ave E Puyallup, WA 98424 ","$1,465 - $1,721",1 - 2 bd,1 ba,600 - 800 sq ft
"Puyallup, WA","2341 58th Ave E Puyallup, WA 98424 ","$1,461 - $2,335",1 - 2 bd,1 ba,576 - 864 sq ft
"Puyallup, WA","2524-2606 62Nd Ave E Puyallup, WA 98424 ","$1,695 - $1,995",1 - 2 bd,1 ba,693 - 973 sq ft
"Puyallup, WA","3909 5th St SE Puyallup, WA 98374 ","$1,910 - $3,600",Studio - 2 bd,1 - 2 ba,"495 - 1,192 sq ft"
"Puyallup, WA","608 39th Ave SW Puyallup, WA 98373 ","$1,665 - $2,330",1 - 3 bd,1 - 2 ba,"804 - 1,315 sq ft"
"Coppell, TX","2701 N Grapevine Mills Blvd Coppell, TX 76051 ","$1,550 - $4,273",1 - 2 bd,1 - 2 ba,"750 - 1,163 sq ft"
"Coppell, TX","2149 Anderson-Gibson Rd Coppell, TX 76051 ","$1,699 - $3,825",1 - 3 bd,1 - 2 ba,"762 - 1,691 sq ft"
"Coppell, TX","2311 W Grapevine Mills Cir Coppell, TX 76051 ","$1,499 - $3,150",1 - 3 bd,1 - 3 ba,"765 - 1,726 sq ft"
"Coppell, TX","215 N Moore Rd Coppell, TX 75019 ","$1,368 - $2,749",1 - 3 bd,1 - 2 ba,"675 - 1,093 sq ft"
"Coppell, TX","1717 E Beltline Rd Coppell, TX 75019 ","$1,361 - $7,624",1 - 3 bd,1 - 3 ba,"600 - 1,843 sq ft"
"Coppell, TX","3225 N Grapevine Blvd Coppell, TX 76051 ","$1,506 - $9,813",1 - 3 bd,1 - 2 ba,"701 - 1,455 sq ft"
"Coppell, TX","3601 Grapevine Mills Pky Coppell, TX 76051 ","$1,382 - $2,631",1 - 3 bd,1 - 2 ba,"667 - 1,421 sq ft"
"Coppell, TX","3535 Bluffs Ln Coppell, TX 76051 ","$1,439 - $3,553",Studio - 3 bd,1 - 3.5 ba,"644 - 2,080 sq ft"
"Coppell, TX","1775 State Highway 26 Coppell, TX 76051 ","$1,373 - $10,096",Studio - 3 bd,1 - 2 ba,"627 - 1,646 sq ft"
"Coppell, TX","9921 W Valley Ranch Pky Coppell, TX 75063 ","$1,299 - $2,590",Studio - 2 bd,1 - 2 ba,"607 - 1,166 sq ft"
"Coppell, TX","2801 Denton Tap Rd Coppell, TX 75067 ","$1,342 - $2,629",1 - 3 bd,1 - 2 ba,"692 - 1,447 sq ft"
"Coppell, TX","9519 E Valley Ranch Pky Coppell, TX 75063 ","$1,196 - $4,526",1 - 2 bd,1 - 2 ba,"575 - 1,630 sq ft"
"Coppell, TX","300 E Round Grove Rd Coppell, TX 75067 ","$1,170 - $2,636",1 - 2 bd,1 - 2 ba,"627 - 1,292 sq ft"
"Coppell, TX","2701 MacArthur Blvd Coppell, TX 75067 ","$1,400 - $3,155",1 - 3 bd,1 - 2 ba,"680 - 1,295 sq ft"
"Coppell, TX","3701 Grapevine Mills Pky Coppell, TX 76051 ","$1,529 - $3,989",1 - 3 bd,1 - 2 ba,"756 - 1,394 sq ft"
"Coppell, TX","195 E Round Grove Rd Coppell, TX 75067 ","$1,146 - $2,973",1 - 3 bd,1 - 2 ba,"659 - 1,362 sq ft"
"Coppell, TX","3203 Mulberry Hill Rd Coppell, TX 75019 ","$1,360 - $8,167",1 - 3 bd,1 - 2.5 ba,"655 - 1,757 sq ft"
"Coppell, TX","701 Cowboys Pky Coppell, TX 75063 ","$1,319 - $4,522",1 - 3 bd,1 - 2 ba,"753 - 1,395 sq ft"
"Coppell, TX","201 E Round Grove Rd Coppell, TX 75067 ","$1,040 - $2,350",1 - 3 bd,1 - 2 ba,"650 - 1,322 sq ft"
"Coppell, TX","351 State Highway 121 Coppell, TX 75067 ","$1,309 - $3,119",1 - 3 bd,1 - 2.5 ba,"668 - 1,473 sq ft"
"Coppell, TX","3003 Olympus Blvd Coppell, TX 75019 ","$2,039 - $4,501",1 bd,1 ba,866 - 934 sq ft
"Coppell, TX","620 N Coppell Rd Coppell, TX 75019 ","$1,605 - $4,255",1 - 4 bd,1 - 3 ba,"813 - 1,770 sq ft"
"Coppell, TX","3155 Stars And Stripes Way Coppell, TX 76051 ","$1,504 - $8,329",1 - 3 bd,1 - 3.5 ba,"685 - 1,909 sq ft"
"Coppell, TX","625 E Vista Ridge Mall Dr Coppell, TX 75067 ","$1,364 - $2,654",1 - 3 bd,1 - 2 ba,"688 - 1,500 sq ft"
"Coppell, TX","9478 E Valley Ranch Pky E Coppell, TX 75063 ","$1,167 - $1,932",1 - 2 bd,1 - 2 ba,683 - 936 sq ft
"Coppell, TX","8800 Saddlehorn Dr Coppell, TX 75063 ","$1,105 - $1,842",1 - 2 bd,1 - 2 ba,"630 - 1,068 sq ft"
"Coppell, TX","500 Santa Fe Trl Coppell, TX 75063 ","$1,130 - $2,265",1 - 2 bd,1 - 2 ba,"619 - 1,280 sq ft"
"Coppell, TX","10201 N Macarthur Blvd Coppell, TX 75063 ","$1,035 - $1,715",1 - 2 bd,1 - 2 ba,"600 - 1,018 sq ft"
"Coppell, TX","190 N Moore Rd Coppell, TX 75019 ","$1,257 - $2,802",1 - 2 bd,1 - 2 ba,"600 - 1,102 sq ft"
"Coppell, TX","1315 Riverchase Dr Coppell, TX 75019 ","$1,215 - $2,560",1 - 3 bd,1 - 2 ba,"589 - 1,268 sq ft"
"Coppell, TX","253 Club Cir Coppell, TX 75019 ","$2,350 - $2,810",2 - 3 bd,2 - 2.5 ba,"1,584 - 1,853 sq ft"
"Coppell, TX","9800 Harpers Ln Coppell, TX 75019 ","$1,564 - $4,843",1 - 2 bd,1 - 2 ba,"597 - 1,318 sq ft"
"Coppell, TX","2275 Sage Hill Ln Coppell, TX 75019 ","$1,765 - $10,151",1 - 3 bd,1 - 2.5 ba,"722 - 1,527 sq ft"
"Coppell, TX","777 Fairway Dr Coppell, TX 75019 ","$1,178 - $2,871",1 - 3 bd,1 - 2 ba,"659 - 1,327 sq ft"
"Coppell, TX","350 E Vista Ridge Mall Dr Coppell, TX 75067 ","$1,340 - $2,384",1 - 3 bd,1 - 2 ba,"752 - 1,372 sq ft"
"Coppell, TX","160 E Vista Ridge Mall Dr Coppell, TX 75067 ","$1,141 - $2,659",1 - 3 bd,1 - 2 ba,"666 - 1,239 sq ft"
"Coppell, TX","10501 N MacArthur Blvd Coppell, TX 75063 ","$1,355 - $2,900",1 - 2 bd,1 - 2 ba,"778 - 1,391 sq ft"
"Coppell, TX","10701 N MacArthur Blvd Coppell, TX 75063 ","$1,190 - $2,222",1 - 2 bd,1 - 2 ba,665 - 984 sq ft
"Annandale, VA","7931 Patriot Dr Annandale, VA 22003 ","$1,850 - $3,198",1 - 3 bd,1 - 2.5 ba,"912 - 1,818 sq ft"
"Annandale, VA","8301 Anderson Dr Annandale, VA 22031 ","$1,833 - $3,278",1 - 3 bd,1 - 2.5 ba,"861 - 1,523 sq ft"
"Annandale, VA","6340 Wingate St Annandale, VA 22312 ","$1,702 - $3,197",Studio - 3 bd,1 - 2.5 ba,"415 - 1,380 sq ft"
"Annandale, VA","7400 Parkwood Ct Annandale, VA 22042 ","$1,555 - $4,747",Studio - 3 bd,1 - 2 ba,"396 - 1,100 sq ft"
"Annandale, VA","6374 Beryl Rd Annandale, VA 22312 ","$1,685 - $2,465",1 - 3 bd,1 - 1.5 ba,663 - 928 sq ft
"Annandale, VA","2920 District Ave Annandale, VA 22031 ","$1,974 - $4,424",1 - 2 bd,1 - 2 ba,"590 - 1,155 sq ft"
"Annandale, VA","7308 Arlington Blvd Annandale, VA 22042 ",Call for Rent,2 - 3 bd,1 - 2 ba,"874 - 1,037 sq ft"
"Annandale, VA","7703 Lee Hwy Annandale, VA 22042 ","$1,650 - $1,980",1 bd,1 ba,835 sq ft
"Annandale, VA","4327 Ravensworth Rd Annandale, VA 22003 ","$1,888 - $2,592",1 - 2 bd,1 - 2 ba,"876 - 1,204 sq ft"
"Annandale, VA","7409 Eastmoreland Rd Annandale, VA 22003 ","$1,512 - $3,379",Studio - 3 bd,1 - 2 ba,"742 - 1,239 sq ft"
"Annandale, VA","2987 District Ave Annandale, VA 22031 ","$2,085 - $3,500",Studio - 2 bd,1 - 2 ba,"20 - 1,231 sq ft"
"Annandale, VA","7833 Francis Dickens Ln Annandale, VA 22003 ","$1,250 - $1,400",1 bd,1 ba,"2,100 sq ft"
"Peachtree Corners, GA","5672 Peachtree Pky Peachtree Corners, GA 30092 ","$1,479 - $2,580",Studio - 2 bd,1 - 2 ba,"515 - 1,170 sq ft"
"Peachtree Corners, GA","6885 Jimmy Carter Blvd Peachtree Corners, GA 30071 ","$1,545 - $2,650",Studio - 3 bd,1 - 2 ba,"533 - 1,353 sq ft"
"Peachtree Corners, GA","3475 Pleasant Hill Rd Peachtree Corners, GA 30096 ","$1,247 - $2,618",1 - 3 bd,1 - 2.5 ba,"681 - 1,554 sq ft"
"Peachtree Corners, GA","1700 Hunter Ridge Ln NW Peachtree Corners, GA 30092 ","$1,074 - $2,614",1 - 3 bd,1 - 2 ba,"710 - 1,500 sq ft"
"Peachtree Corners, GA","3655 Westchase Village Ln Peachtree Corners, GA 30092 ","$1,028 - $2,161",1 - 3 bd,1 - 2 ba,"555 - 1,524 sq ft"
"Peachtree Corners, GA","3600 Park Lake Ln Peachtree Corners, GA 30092 ","$1,393 - $2,955",1 - 2 bd,1 - 2 ba,"805 - 1,163 sq ft"
"Peachtree Corners, GA","510 Guthridge Ct Peachtree Corners, GA 30092 ","$1,644 - $3,028",1 - 2 bd,1 - 2 ba,"620 - 1,660 sq ft"
"Peachtree Corners, GA","3495 Jones Mill Rd Peachtree Corners, GA 30092 ","$1,129 - $2,516",1 - 3 bd,1 - 2.5 ba,"835 - 1,373 sq ft"
"Peachtree Corners, GA","3325 Holcomb Bridge Rd Peachtree Corners, GA 30092 ","$1,175 - $2,100",1 - 3 bd,1 - 2.5 ba,"748 - 1,436 sq ft"
"Peachtree Corners, GA","5151 Beverly Glen Village Ln Peachtree Corners, GA 30092 ","$1,200 - $3,180",1 - 3 bd,1 - 2 ba,"612 - 1,692 sq ft"
"Peachtree Corners, GA","3352 Chelsea Park Ln Peachtree Corners, GA 30092 ","$967 - $3,138",1 - 3 bd,1 - 2 ba,"555 - 1,514 sq ft"
"Peachtree Corners, GA","100 Ivey Park Ln Peachtree Corners, GA 30092 ","$1,439 - $2,028",1 - 3 bd,1 - 2 ba,"959 - 1,546 sq ft"
"Peachtree Corners, GA","3341 Peachtree Corners Cir Peachtree Corners, GA 30092 ","$1,055 - $2,803",Studio - 2 bd,1 - 2 ba,"545 - 1,300 sq ft"
"Peachtree Corners, GA","6516 Spalding Dr NE Peachtree Corners, GA 30092 ","$1,444 - $1,900",1 - 3 bd,1 - 2 ba,"914 - 1,510 sq ft"
"Peachtree Corners, GA","500 Thrasher St NW Peachtree Corners, GA 30071 ","$1,317 - $4,902",1 - 2 bd,1 - 2 ba,"528 - 1,200 sq ft"
"Peachtree Corners, GA","5420 Buford Hwy Peachtree Corners, GA 30071 ",Call for Rent,1 bd,1 ba,724 sq ft
"Peachtree Corners, GA","6701 Winterbrook Ct Peachtree Corners, GA 30360 ","$1,395 - $1,875",1 - 3 bd,1 - 2.5 ba,"737 - 1,316 sq ft"
"Peachtree Corners, GA","8520 S Holcomb Bridge Way Peachtree Corners, GA 30022 ","$1,401 - $3,750",1 - 3 bd,1 - 2 ba,"706 - 1,347 sq ft"
"Peachtree Corners, GA","141 Holcomb Bridge Rd Peachtree Corners, GA 30071 ","$1,529 - $3,759",1 - 3 bd,1 - 3 ba,"708 - 1,570 sq ft"
"Peachtree Corners, GA","6520 Hillandale Dr Peachtree Corners, GA 30092 ","$1,157 - $3,164",1 - 3 bd,1 - 2.5 ba,"786 - 1,812 sq ft"
"Peachtree Corners, GA","3400 Peachtree Corners Cir Peachtree Corners, GA 30092 ","$930 - $2,740",Studio - 3 bd,1 - 2 ba,"560 - 1,305 sq ft"
"Peachtree Corners, GA","2620 N Berkeley Lake Rd NW Peachtree Corners, GA 30096 ","$1,202 - $7,077",1 - 3 bd,1 - 2 ba,"753 - 1,358 sq ft"
"Peachtree Corners, GA","450 Technology Pky Peachtree Corners, GA 30092 ","$1,296 - $2,080",1 - 2 bd,1 - 2 ba,455 - 933 sq ft
"Peachtree Corners, GA","3256 Medlock Bridge Rd Peachtree Corners, GA 30092 ","$1,160 - $2,532",1 - 3 bd,1 - 2 ba,"555 - 1,600 sq ft"
"Peachtree Corners, GA","3680 Corners Mill Dr Peachtree Corners, GA 30092 ","$1,350 - $2,075",1 - 3 bd,1 - 2 ba,"900 - 1,532 sq ft"
"Peachtree Corners, GA","3383 Holcomb Bridge Rd Peachtree Corners, GA 30092 ","$1,250 - $5,572",1 - 3 bd,1 - 2.5 ba,"883 - 1,625 sq ft"
"Peachtree Corners, GA","3500 Peachtree Corners Cir Peachtree Corners, GA 30092 ","$1,175 - $2,000",1 - 3 bd,1 - 2 ba,"555 - 1,514 sq ft"
"Peachtree Corners, GA","1600 Winters Creek Dr Peachtree Corners, GA 30360 ","$1,155 - $2,195",1 - 2 bd,1 - 2 ba,"658 - 1,142 sq ft"
"Peachtree Corners, GA","3700 Peachtree Industrial Blvd Peachtree Corners, GA 30096 ","$1,374 - $1,529",1 - 2 bd,1 - 2 ba,"965 - 1,200 sq ft"
"Peachtree Corners, GA","6664 Peachtree Industrial Blvd Peachtree Corners, GA 30360 ","$1,219 - $1,760",1 - 3 bd,1 - 2 ba,"900 - 1,300 sq ft"
"Peachtree Corners, GA","1 Ashley Lakes Dr NW Peachtree Corners, GA 30092 ","$1,363 - $5,665",2 - 3 bd,1 - 2 ba,"1,040 - 1,300 sq ft"
"Peachtree Corners, GA","2580 N Berkeley Lake Rd NW Peachtree Corners, GA 30096 ","$1,449 - $4,412",1 - 3 bd,1 - 2 ba,"803 - 1,460 sq ft"
"Peachtree Corners, GA","2305 Global Forum Blvd Peachtree Corners, GA 30340 ","$1,425 - $2,090",1 - 3 bd,1 - 2 ba,"865 - 1,435 sq ft"
"Peachtree Corners, GA","2100 Winters Park Dr Peachtree Corners, GA 30360 ","$1,195 - $1,830",1 - 2 bd,1 - 2 ba,"650 - 1,150 sq ft"
"Peachtree Corners, GA","2200 Montrose Pky NE Peachtree Corners, GA 30092 ","$1,255 - $1,967",1 - 2 bd,1 - 2 ba,"700 - 1,000 sq ft"
"Peachtree Corners, GA","3100 River Exchange Dr Peachtree Corners, GA 30092 ","$1,311 - $3,469",1 - 3 bd,1 - 2 ba,"696 - 1,384 sq ft"
"Peachtree Corners, GA","6750 Peachtree Industrial Blvd Peachtree Corners, GA 30360 ","$1,205 - $2,420",1 - 4 bd,1 - 3 ba,"700 - 1,810 sq ft"
"Peachtree Corners, GA","2445 Beaver Ruin Rd Peachtree Corners, GA 30071 ","$1,195 - $1,855",1 - 3 bd,1 - 2 ba,"634 - 1,270 sq ft"
"Waxahachie, TX","2050 Conquest Blvd Waxahachie, TX 75167 ","$1,465 - $2,400",1 - 3 bd,1 - 2 ba,"568 - 1,150 sq ft"
"Waxahachie, TX","691 Cornell Ln Waxahachie, TX 75165 ","$1,695",2 bd,2 ba,"1,022 sq ft"
"Waxahachie, TX","880 Garden Valley Pky Waxahachie, TX 75165 ","$1,305 - $2,315",1 - 2 bd,1 - 2 ba,"606 - 1,205 sq ft"
"Waxahachie, TX","131 Village Pky Waxahachie, TX 75165 ","$1,145 - $2,025",Studio - 2 bd,1 - 2 ba,"511 - 1,033 sq ft"
"Waxahachie, TX","168 Verbena Dr Waxahachie, TX 75165 ","$2,400 - $2,500",3 - 4 bd,2.5 ba,"1,788 - 1,897 sq ft"
"Waxahachie, TX","630 Solon Rd Waxahachie, TX 75165 ","$1,399 - $1,810",1 - 2 bd,1 - 2 ba,"700 - 1,007 sq ft"
"Waxahachie, TX","1301 W Highway 287 Byp Waxahachie, TX 75165 ","$1,425",2 bd,1 ba,856 sq ft
"Waxahachie, TX","416 Sonata St Waxahachie, TX 75165 ","$2,350 - $2,600",3 - 4 bd,2.5 - 3.5 ba,"1,612 - 1,833 sq ft"
