price,rooms,baths,square_feet,address
"$332,950",4 beds,4 beds,"2,140","51081 Purple Mat Ave, El Paso, TX 79934"
"$299,900",4 beds,4 beds,"9,170","11221 Tenaha Ave, El Paso, TX 79936"
"$328,950",3 beds,3 beds,"1,489","5956 Dalhart Dr, El Paso, TX 79924"
"$323,950",4 beds,4 beds,"5,280","5948 Dalhart Dr, El Paso, TX 79924"
"$394,950",4 beds,4 beds,"1,504","5920 Dalhart Dr, El Paso, TX 79924"
"$322,950",4 beds,4 beds,"5,280","5916 Dalhart Dr, El Paso, TX 79924"
"$519,950",5 beds,5 beds,"1,489","724 Twin Hills Dr, El Paso, TX 79912"
"$219,950",4 beds,4 beds,"5,006","9572 Vicksburg Dr, El Paso, TX 79924"
"$266,900",3 beds,3 beds,"1,504","14676 Igor Kaleri Ave, El Paso, TX 79938"
"$498,888",4 beds,4 beds,"5,006","529 Moondale Dr, El Paso, TX 79912"
"$239,999",3 beds,3 beds,"1,489","4308 La Luz Ave, El Paso, TX 79903"
"$1,500,000",4 beds,4 beds,"6,028","1132 Calle Del Sur Dr, El Paso, TX 79912"
"$395,000",3 beds,3 beds,"1,026","1101 Moore St, El Paso, TX 79902"
"$225,000",4 beds,4 beds,"3,150","1803 Shreya St, El Paso, TX 79928"
"$275,000",5 beds,5 beds,"2,266","10798 Adin St, El Paso, TX 79924"
"$335,000",3 beds,3 beds,"6,731","7604 Dawnlight Ln, El Paso, TX 79911"
"$239,950",3 beds,3 beds,"2,130","11013 Rogers Hornsby St, El Paso, TX 79934"
"$217,770",4 beds,4 beds,"5,250","10525 Candlewood Ave, El Paso, TX 79925"
"$230,000",4 beds,4 beds,"1,632","13601 Matfen Ave, El Paso, TX 79928"
"$729,900",4 beds,4 beds,"5,064","1836 Cimarron Park Dr, El Paso, TX 79911"
"$840,900",5 beds,5 beds,"1,582","1848 Cimarron Park Dr, El Paso, TX 79911"
"$149,900",3 beds,3 beds,"7,718","12037 Dragon Crest Dr, El Paso, TX 79936"
"$135,000",3 beds,3 beds,"1,476","425 Kyle St, El Paso, TX 79905"
"$309,950",4 beds,4 beds,"5,860","5925 Ruidoso Downs St, El Paso, TX 79932"
"$275,000",4 beds,4 beds,"2,572","4537 Monahans Dr, El Paso, TX 79924"
"$185,000",3 beds,3 beds,0.25,"5813 Marlin Dr, El Paso, TX 79924"
"$1,099,500",4 beds,4 beds,"2,934","525 Cotton Blossom, El Paso, TX 79922"
"$1,125,000",5 beds,5 beds,0.27,"11129 Leo Collins Dr, El Paso, TX 79936"
"$400,000",4 beds,4 beds,936,"7178 Royal Palm St, El Paso, TX 79912"
"$349,950",4 beds,4 beds,"4,903","5960 Dalhart Dr, El Paso, TX 79924"
"$346,950",4 beds,4 beds,"1,535","12704 Middlesbrough Ave, Horizon City, TX 79928"
"$349,950",4 beds,4 beds,0.24,"5928 Dalhart Dr, El Paso, TX 79924"
"$277,950",3 beds,3 beds,"1,768","12769 Viendo Norte Dr, El Paso, TX 79934"
"$237,950",3 beds,3 beds,"4,500","12616 Viendo Norte Dr, El Paso, TX 79934"
"$357,950",4 beds,4 beds,"2,176","12708 Middlesbrough Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"7,488","12712 Middlesbrough Ave, Horizon City, TX 79928"
"$291,950",4 beds,4 beds,"1,450","12625 Cono Norte Dr, El Paso, TX 79934"
"$296,950",4 beds,4 beds,"6,700","12581 Polo Norte Dr, El Paso, TX 79934"
"$349,950",4 beds,4 beds,"3,981","12653 Middlesbrough Ave, Horizon City, TX 79928"
"$294,950",3 beds,3 beds,0.25,"5940 Dalhart Dr, El Paso, TX 79924"
"$291,950",3 beds,3 beds,"5,422","15336 Imagine Dr, El Paso, TX 79938"
"$280,000",4 beds,4 beds,0.29,"12432 Tierra Inca Dr, El Paso, TX 79938"
"$293,950",3 beds,3 beds,"2,131","5924 Dalhart Dr, El Paso, TX 79924"
"$290,950",3 beds,3 beds,"9,954","15332 Imagine Dr, El Paso, TX 79938"
"$299,950",4 beds,4 beds,"1,844","901 Indigo Sky St, El Paso, TX 79928"
"$295,950",3 beds,3 beds,"5,484","15328 Imagine Dr, El Paso, TX 79938"
"$296,950",3 beds,3 beds,"1,825","5936 Dalhart Dr, El Paso, TX 79924"
"$291,950",3 beds,3 beds,"5,394","5944 Dalhart Dr, El Paso, TX 79924"
"$293,950",4 beds,4 beds,"1,844","51085 Desert Sunflower Ave, El Paso, TX 79934"
"$290,950",3 beds,3 beds,"5,477","15324 Imagine Dr, El Paso, TX 79938"
"$269,950",3 beds,3 beds,"2,117","51081 Desert Sunflower Ave, El Paso, TX 79934"
"$324,950",4 beds,4 beds,"8,080","408 Bellwoode Ave, El Paso, TX 79932"
"$200,000",3 beds,3 beds,"1,415","15398 Cactus Blossom Dr, El Paso, TX 79938"
"$354,950",4 beds,4 beds,"6,208","12649 Middlesbrough Ave, El Paso, TX 79928"
"$379,950",3 beds,3 beds,"1,996","12645 Middlesbrough Ave, El Paso, TX 79928"
"$354,950",4 beds,4 beds,"5,806","12641 Middlesbrough Ave, Horizon City, TX 79928"
"$344,950",3 beds,3 beds,"1,865","12637 Middlesbrough Ave, El Paso, TX 79928"
"$377,950",3 beds,3 beds,"5,806","12633 Middlesbrough Ave, El Paso, TX 79928"
"$357,950",4 beds,4 beds,"1,802","12629 Middlesbrough Ave, Horizon City, TX 79928"
"$346,950",4 beds,4 beds,"5,806","12625 Middlesbrough Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"1,988","12733 Fredericksberg Ave, El Paso, TX 79928"
"$354,950",4 beds,4 beds,"5,806","12729 Fredericksberg Ave, El Paso, TX 79928"
"$346,950",4 beds,4 beds,"1,879","12725 Fredericksberg Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"5,806","12721 Fredericksberg Ave, Horizon City, TX 79928"
"$357,950",4 beds,4 beds,"1,825","12717 Fredericksberg Ave, Horizon City, TX 79928"
"$265,000",3 beds,3 beds,"5,846","3179 Spring Willow, El Paso, TX 79938"
"$245,000",3 beds,3 beds,"1,868","13625 Lancashire Dr, Horizon City, TX 79928"
"$224,999",3 beds,3 beds,"5,565","10914 Yogi Berra Cir, El Paso, TX 79934"
"$265,000",4 beds,4 beds,"1,866","6029 Redstone Ln, El Paso, TX 79924"
"$605,950",4 beds,4 beds,"5,426","824 Eltham Dr, Horizon City, TX 79928"
"$315,000",4 beds,4 beds,"1,825","14517 Sunny Land Ave, El Paso, TX 79938"
"$135,000",2 beds,2 beds,"5,317","1570 Greg Powers Unit A, El Paso, TX 79936"
"$346,950",4 beds,4 beds,"1,865","12713 Fredericksberg Ave, Horizon City, TX 79928"
"$284,950",3 beds,3 beds,"5,237","14872 Oldenberg Court Ct, El Paso, TX 79938"
"$354,950",4 beds,4 beds,"1,879","12620 Fredericksberg Ave, El Paso, TX 79928"
"$346,950",4 beds,4 beds,"5,188","12624 Fredericksberg Ave, Horizon City, TX 79928"
"$357,950",4 beds,4 beds,"1,690","12628 Fredericksberg Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"5,428","12632 Fredericksberg Ave, Horizon City, TX 79928"
"$346,950",4 beds,4 beds,"1,474","12636 Fredericksberg Ave, Horizon City, TX 79928"
"$375,000",3 beds,3 beds,"4,952.00","7364 Gulf Creek Dr, El Paso, TX 79911"
"$310,000",4 beds,4 beds,"1,582","11585 ST Martin Way, El Paso, TX 79936"
"$235,000",3 beds,3 beds,"5,005","1957 Ratner Cir, El Paso, TX 79936"
"$465,000",— beds,— beds,"2,240","811 Arizona Ave, El Paso, TX 79902"
"$299,950",4 beds,4 beds,"6,720","1080 Gunnerside St, El Paso, TX 79928"
"$179,999",3 beds,3 beds,"2,577","17029 Bressler Dr, El Paso, TX 79938"
"$280,000",3 beds,3 beds,"9,210","13737 Paseo Sereno Dr, El Paso, TX 79928"
"$205,950",3 beds,3 beds,"2,878","12285 Tierra Alamo Dr, El Paso, TX 79938"
"$275,950",4 beds,4 beds,"5,718","13848 Vicki Brewer Ave, El Paso, TX 79928"
"$285,950",4 beds,4 beds,888,"13880 Vicki Brewer Ave, Horizon City, TX 79928"
"$249,900",3 beds,3 beds,"4,485","13850 Sunnybank Way Way, El Paso, TX 79928"
"$594,000",4 beds,4 beds,"1,825","12412 Freshwater Dr, El Paso, TX 79928"
"$450,000",— beds,— beds,"5,161","8937 Mount Rushmore Ln, El Paso, TX 79904"
"$315,000",4 beds,4 beds,"1,740","12622 Amesbury, El Paso, TX 79928"
"$279,950",3 beds,3 beds,"7,164","3929 Tierra Roman Dr, El Paso, TX 79938"
"$350,000",4 beds,4 beds,"2,382","8932 Mettler Dr, El Paso, TX 79925"
"$170,000",3 beds,3 beds,0.24,"3309 Tyler Ave, El Paso, TX 79930"
"$750,000",5 beds,5 beds,960,"5672 River Run St, El Paso, TX 79932"
"$285,000",3 beds,3 beds,"7,500","12029 Copper Point Pl, El Paso, TX 79934"
"$345,000",4 beds,4 beds,"2,736","15030 Arkmonk Ave, Horizon City, TX 79928"
"$267,000",3 beds,3 beds,"10,978.90","12221 Warhol Drive Dr, El Paso, TX 79936"
"$354,950",4 beds,4 beds,"1,840","12640 Fredericksberg Ave, El Paso, TX 79928"
"$354,950",4 beds,4 beds,0.28,"12644 Fredericksberg Ave, El Paso, TX 79928"
"$346,950",4 beds,4 beds,"2,288","12648 Fredericksberg Ave, Horizon City, TX 79928"
"$357,950",4 beds,4 beds,0.50,"12652 Fredericksberg Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"1,693","12656 Fredericksberg Ave, Horizon City, TX 79928"
"$349,950",4 beds,4 beds,"6,133","12660 Fredericksberg Ave, Horizon City, TX 79928"
"$354,950",4 beds,4 beds,"1,866","12633 Fredericksberg Ave, El Paso, TX 79928"
"$275,000",4 beds,4 beds,"5,492","4805 Ruben Soto, El Paso, TX 79938"
"$135,000",2 beds,2 beds,"1,868","3414 Douglas Ave, El Paso, TX 79903"
"$354,950",4 beds,4 beds,"5,493","12629 Fredericksberg Ave, El Paso, TX 79928"
"$354,950",4 beds,4 beds,"1,825","12621 Fredericksberg Ave, Horizon City, TX 79928"
"$285,000",4 beds,4 beds,"5,493","5941 Redstone Rim Dr, El Paso, TX 79934"
"$285,000",4 beds,4 beds,"1,879","12221 Chapel Hill Rd, Horizon City, TX 79928"
"$247,575",4 beds,4 beds,"5,493","14933 Boer Trail Trl, El Paso, TX 79938"
"$190,000",3 beds,3 beds,"1,865","3119 Tularosa Ave, El Paso, TX 79903"
"$346,950",4 beds,4 beds,"5,493","12625 Fredericksberg Ave, Horizon City, TX 79928"
"$357,950",4 beds,4 beds,"1,825","12617 Fredericksberg Ave, Horizon City, TX 79928"
"$240,000",3 beds,3 beds,"6,214","14640 Spanish Point Dr, El Paso, TX 79938"
"$399,000",4 beds,4 beds,"1,868","13064 Tierra David Ct, El Paso, TX 79938"
"$346,950",4 beds,4 beds,"5,500","12613 Fredericksberg Ave, Horizon City, TX 79928"
"$269,950",3 beds,3 beds,"2,125","14805 Ava Leigh Ave, El Paso, TX 79938"
"$245,000",4 beds,4 beds,"4,935","3224 Peruvian Paso, El Paso, TX 79938"
"$599,900",5 beds,5 beds,"1,353","1304 Montana Ave, El Paso, TX 79902"
"$189,000",3 beds,3 beds,"5,250","1012 Burgess Dr, El Paso, TX 79907"
"$260,000",4 beds,4 beds,"1,866","13662 Stonor Ct, Horizon City, TX 79928"
"$280,000",3 beds,3 beds,"5,451","6165 Hidden Passage Ave, El Paso, TX 79924"
"$298,000",4 beds,4 beds,"1,865","11124 Sea Foam Way, El Paso, TX 79936"
"$384,925",0 beds,0 beds,"5,562","7804 Enchanted Nest Ln, El Paso, TX 79911"
"$179,900",3 beds,3 beds,"2,112","3323 Hickman St, El Paso, TX 79936"
"$328,000",4 beds,4 beds,"5,285","521 Lanner St, Horizon City, TX 79928"
"$130,000",2 beds,2 beds,"1,800","3430 Richmond Ave, El Paso, TX 79930"
"$420,000",4 beds,4 beds,"6,180","7779 Enchanted View Dr, El Paso, TX 79911"
"$655,450",5 beds,5 beds,"1,794","972 Pellegrino Ave, El Paso, TX 79932"
"$214,800",3 beds,3 beds,"5,237","2001 Bobby Jones Dr Unit A, El Paso, TX 79936"
"$499,000",5 beds,5 beds,"2,894","1015 Baltimore Dr, El Paso, TX 79902"
"$215,000",3 beds,3 beds,"6,000","4816 Guillermo Espinoza St, El Paso, TX 79938"
"$175,000",3 beds,3 beds,"1,192","4219 Mcconnell Ave, El Paso, TX 79904"
"$340,000",4 beds,4 beds,"4,305","11704 Casa View Dr, El Paso, TX 79936"
"$227,500",3 beds,3 beds,"1,022","10731 Coral Sands Dr, El Paso, TX 79924"
"$435,000",3 beds,3 beds,"6,300","10101 Woodway Dr, El Paso, TX 79925"
"$160,000",2 beds,2 beds,"2,192","1925 Trawood Dr #35, El Paso, TX 79935"
"$269,900",3 beds,3 beds,"7,665.00","2427 Portland Ave, El Paso, TX 79930"
"$319,450",4 beds,4 beds,"1,720","51002 Sand Verbena Ave, El Paso, TX 79934"
"$179,900",3 beds,3 beds,"5,470","3704 Nashville Ave, El Paso, TX 79930"
"$189,500",3 beds,3 beds,"2,561","5029 Royal Dr, El Paso, TX 79924"
"$189,950",3 beds,3 beds,0.28,"12473 Tierra Bella Dr, El Paso, TX 79938"
"$250,000",5 beds,5 beds,"1,226","3832 Tierra Joya Pl Pl, El Paso, TX 79938"
"$569,950",5 beds,5 beds,"1,944","6341 Franklin Vista Dr, El Paso, TX 79912"
"$444,950",4 beds,4 beds,"6,000","1220 Pasatiempo Cir, El Paso, TX 79912"
"$324,000",4 beds,4 beds,"2,142","11708 Cara Mia Way, El Paso, TX 79936"
"$359,950",5 beds,5 beds,"6,112","3764 Wish, El Paso, TX 79938"
"$434,950",5 beds,5 beds,"1,836","3773 Scheme, El Paso, TX 79938"
"$359,950",5 beds,5 beds,"6,000","3773 Model Ln, El Paso, TX 79938"
"$434,950",5 beds,5 beds,"1,490","3772 Model Ln, El Paso, TX 79938"
"$359,950",5 beds,5 beds,"7,280","3773 Covet Ln, El Paso, TX 79938"
"$360,000",3 beds,3 beds,"1,328","7409 Edgemere Blvd, El Paso, TX 79925"
"$310,000",4 beds,4 beds,"5,583","1401 Bodega Pl, El Paso, TX 79935"
"$364,950",5 beds,5 beds,"1,891","3772 Covet Ln, El Paso, TX 79938"
"$290,000",3 beds,3 beds,"6,297","3737 Tierra Campa Dr, El Paso, TX 79938"
"$434,950",4 beds,4 beds,"2,989","12820 Linstead Ave, El Paso, TX 79928"
"$285,000",3 beds,3 beds,"9,512","210 Polo Inn Rd, El Paso, TX 79915"
"$385,000",4 beds,4 beds,"2,140","7221 High Ridge Drive Dr, El Paso, TX 79912"
