price,rooms,baths,square_feet,address
"$529,000",4 beds,4 beds,"5,793","6808 Vista Del Sol Dr NW, Albuquerque, NM 87120"
"$335,000",3 beds,3 beds,"1,910","13409 Mountain View Ave NE, Albuquerque, NM 87123"
"$522,000",3 beds,3 beds,"3,920","1844 Calle Barbarita NW, Albuquerque, NM 87107"
"$649,000",4 beds,4 beds,"1,751","3809 Oxbow Village Ln NW, Albuquerque, NM 87120"
"$295,000",2 beds,2 beds,"9,147","11115 Paris Ave NE, Albuquerque, NM 87111"
"$374,900",4 beds,4 beds,"1,785","406 Truman St NE, Albuquerque, NM 87108"
"$450,000",4 beds,4 beds,"6,534","12220 Pineridge Ave NE, Albuquerque, NM 87112"
"$125,000",3 beds,3 beds,"3,657","513 Veranda Rd NW, Albuquerque, NM 87107"
"$725,000",7 beds,7 beds,0.25,"122 Girard Blvd SE, Albuquerque, NM 87106"
"$189,000",2 beds,2 beds,"3,479","3501 Juan Tabo Blvd NE Unit K8, Albuquerque, NM 87111"
"$349,000",3 beds,3 beds,"7,841","5007 Grande Dr NW, Albuquerque, NM 87107"
"$595,000",3 beds,3 beds,"1,362","Undisclosed address, Albuquerque, NM 87120"
"$385,000",5 beds,5 beds,"1,553","10416 Griffon Dr NW, Albuquerque, NM 87114"
"$398,500",5 beds,5 beds,"4,747","7108 Canary Ln NE, Albuquerque, NM 87109"
"$299,900",4 beds,4 beds,"3,331","6401 Avenida La Costa NE, Albuquerque, NM 87109"
"$399,000",4 beds,4 beds,"5,227","4812 Brookwood St NE, Albuquerque, NM 87109"
"$515,000",4 beds,4 beds,"1,877","9644 Rio Grande Blvd NW, Albuquerque, NM 87114"
"$365,000",4 beds,4 beds,"6,969","1621 Mary Ellen St NE, Albuquerque, NM 87112"
"$455,000",2 beds,2 beds,"1,853","219 Central Ave NW #307, Albuquerque, NM 87102"
"$1,100,000",4 beds,4 beds,"4,791","55 Rock Point Pl NE, Albuquerque, NM 87122"
"$539,000",4 beds,4 beds,"3,100","7205 Valle Jardin Ln NW, Albuquerque, NM 87114"
"$315,000",3 beds,3 beds,"9,583","8423 Menaul Blvd NE, Albuquerque, NM 87112"
"$260,000",3 beds,3 beds,"1,019","420 Tennessee St SE, Albuquerque, NM 87108"
"$325,000",5 beds,5 beds,"3,049","900 57th St NW, Albuquerque, NM 87105"
"$335,000",2 beds,2 beds,"1,752","5117 Pinata Pl NE, Albuquerque, NM 87109"
"$339,900",3 beds,3 beds,"2,613","2713 Metzgar Rd SW, Albuquerque, NM 87105"
"$89,900",2 beds,2 beds,"1,789","7112 Pan American East NE #124, Albuquerque, NM 87109"
"$525,000",3 beds,3 beds,"9,583","6415 Camino De Paz NW, Albuquerque, NM 87120"
"$330,990",3 beds,3 beds,"1,529","10851 Sabino Ln SW, Albuquerque, NM 87121"
"$346,990",3 beds,3 beds,"2,058","10857 Sabino Ln SW, Albuquerque, NM 87121"
"$340,990",3 beds,3 beds,"6,534","10752 Hopewell Ln SW, Albuquerque, NM 87121"
"$375,000",4 beds,4 beds,"1,289","11521 Mahlon Ave NE, Albuquerque, NM 87112"
"$419,000",2 beds,2 beds,"4,400","3747 Ridge Pointe Loop NE, Albuquerque, NM 87111"
"$1,000,000",4 beds,4 beds,"1,519","716 Tyler Rd NE, Albuquerque, NM 87113"
"$175,000",— beds,— beds,"4,356","2318 15th St SE, Rio Rancho, NM 87124"
"$50,000",— beds,— beds,"1,519","000 Percha Dr NW #16, Albuquerque, NM 87120"
"$278,800",— beds,— beds,"4,356","8900 Oakland Ave NE, Albuquerque, NM 87122"
"$278,800",— beds,— beds,"1,930","8850 Oakland Ave NE, Albuquerque, NM 87122"
"$450,000",— beds,— beds,"7,405","6800 Twister Way SW, Albuquerque, NM 87105"
"$50,000",— beds,— beds,"1,461","99999 Ternero St #16, Albuquerque, NM 87120"
"$98,000",— beds,— beds,"3,484","Rosa Parks And Rainbow Rd NW, Albuquerque, NM 87120"
"$319,000",— beds,— beds,"4,376","441, 443, 447, 451 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$74,999",— beds,— beds,0.40,"443 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$85,000",— beds,— beds,0.50,"441 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$74,999",— beds,— beds,0.28,"447 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$165,000",— beds,— beds,0.89,"4416 Condesa Ct NW, Albuquerque, NM 87114"
"$112,000",— beds,— beds,0.89,"5101 Cascade Pl NW, Albuquerque, NM 87105"
"$185,000",— beds,— beds,5.62,"10310 Alameda NE, Albuquerque, NM 87123"
"$108,000",— beds,— beds,0.28,"1221 2nd St SW, Albuquerque, NM 87102"
"$260,000",— beds,— beds,1.50,"3412 Ward Dr NW, Albuquerque, NM 87120"
"$550,000",— beds,— beds,0.24,"99999 Dr Valley View Dr NW, Albuquerque, NM 87114"
"$50,000",— beds,— beds,"2,613","Alfanje St NW, Albuquerque, NM 87120"
"$10,000",— beds,— beds,"2,613","Xxx 57th St SW #3, Rio Rancho, NM 87124"
"$348,000",— beds,— beds,"2,613","Us Highway 66, Albuquerque, NM 87068"
"$335,000",2 beds,2 beds,"1,752","5117 Pinata Pl NE, Albuquerque, NM 87109"
"$339,900",3 beds,3 beds,"2,613","2713 Metzgar Rd SW, Albuquerque, NM 87105"
"$89,900",2 beds,2 beds,"1,789","7112 Pan American East NE #124, Albuquerque, NM 87109"
"$525,000",3 beds,3 beds,"9,583","6415 Camino De Paz NW, Albuquerque, NM 87120"
"$330,990",3 beds,3 beds,"1,529","10851 Sabino Ln SW, Albuquerque, NM 87121"
"$346,990",3 beds,3 beds,"2,058","10857 Sabino Ln SW, Albuquerque, NM 87121"
"$340,990",3 beds,3 beds,"6,534","10752 Hopewell Ln SW, Albuquerque, NM 87121"
"$375,000",4 beds,4 beds,"1,289","11521 Mahlon Ave NE, Albuquerque, NM 87112"
"$419,000",2 beds,2 beds,"4,400","3747 Ridge Pointe Loop NE, Albuquerque, NM 87111"
"$1,000,000",4 beds,4 beds,"1,519","716 Tyler Rd NE, Albuquerque, NM 87113"
"$175,000",— beds,— beds,"4,356","2318 15th St SE, Rio Rancho, NM 87124"
"$50,000",— beds,— beds,"1,519","000 Percha Dr NW #16, Albuquerque, NM 87120"
"$278,800",— beds,— beds,"4,356","8900 Oakland Ave NE, Albuquerque, NM 87122"
"$278,800",— beds,— beds,"1,930","8850 Oakland Ave NE, Albuquerque, NM 87122"
"$450,000",— beds,— beds,"7,405","6800 Twister Way SW, Albuquerque, NM 87105"
"$50,000",— beds,— beds,"1,461","99999 Ternero St #16, Albuquerque, NM 87120"
"$98,000",— beds,— beds,"3,484","Rosa Parks And Rainbow Rd NW, Albuquerque, NM 87120"
"$319,000",— beds,— beds,"4,376","441, 443, 447, 451 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$74,999",— beds,— beds,0.40,"443 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$85,000",— beds,— beds,0.50,"441 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$74,999",— beds,— beds,0.28,"447 Pinon Creek Rd SE, Albuquerque, NM 87123"
"$165,000",— beds,— beds,0.89,"4416 Condesa Ct NW, Albuquerque, NM 87114"
"$112,000",— beds,— beds,0.89,"5101 Cascade Pl NW, Albuquerque, NM 87105"
"$185,000",— beds,— beds,5.62,"10310 Alameda NE, Albuquerque, NM 87123"
"$108,000",— beds,— beds,0.28,"1221 2nd St SW, Albuquerque, NM 87102"
"$260,000",— beds,— beds,1.50,"3412 Ward Dr NW, Albuquerque, NM 87120"
"$550,000",— beds,— beds,0.24,"99999 Dr Valley View Dr NW, Albuquerque, NM 87114"
"$50,000",— beds,— beds,"2,613","Alfanje St NW, Albuquerque, NM 87120"
"$10,000",— beds,— beds,"2,613","Xxx 57th St SW #3, Rio Rancho, NM 87124"
"$348,000",— beds,— beds,"2,613","Us Highway 66, Albuquerque, NM 87068"
"$335,000",2 beds,2 beds,"1,752","5117 Pinata Pl NE, Albuquerque, NM 87109"
"$339,900",3 beds,3 beds,"2,613","2713 Metzgar Rd SW, Albuquerque, NM 87105"
"$89,900",2 beds,2 beds,"1,789","7112 Pan American East NE #124, Albuquerque, NM 87109"
