price,rooms,baths,square_feet,address
"$359,990",2 beds,2 beds,"6,825","4504 Buck St, Houston, TX 77020"
"$404,990",3 beds,3 beds,"2,628","4852 Pinemont Dr, Houston, TX 77091"
"$399,900",3 beds,3 beds,"6,000","3357 Ozark St, Houston, TX 77021"
"$1,149,000",3 beds,3 beds,"4,388","1508 Vassar St, Houston, TX 77006"
"$925,000",4 beds,4 beds,"8,400","3316 Binz St, Houston, TX 77004"
"$499,990",3 beds,3 beds,"2,285","119A E 43rd St, Houston, TX 77018"
"$499,990",3 beds,3 beds,"7,842","117B E 43rd St, Houston, TX 77018"
"$309,990",3 beds,3 beds,"1,954","314 Charlock St, Houston, TX 77022"
"$150,000",3 beds,3 beds,"5,165","4906 Perry St, Houston, TX 77021"
"$215,000",4 beds,4 beds,"1,831","18522 Bent Elm Dr, Spring, TX 77388"
"$415,000",3 beds,3 beds,0.29,"5819 Washington Ave Unit B, Houston, TX 77007"
"$479,990",3 beds,3 beds,"1,660","121B E 34th St, Houston, TX 77018"
"$479,990",3 beds,3 beds,"1,646","121A E 43rd St, Houston, TX 77018"
"$82,000",2 beds,2 beds,"1,796","8405 Wilcrest Dr #1606, Houston, TX 77072"
"$229,990",3 beds,3 beds,"2,038","5811 Vinemont Ln, Houston, TX 77084"
"$380,000",5 beds,5 beds,"1,791","3530 Barkers Crossing Ave, Houston, TX 77084"
"$334,990",3 beds,3 beds,"2,038","5150 Hunters Trl, Fresno, TX 77545"
"$725,000",4 beds,4 beds,834,"802 Lehman St, Houston, TX 77018"
"$1,150,000",4 beds,4 beds,"1,587","4302 Jane St, Bellaire, TX 77401"
"$5,595,000",4 beds,4 beds,"2,660","3263 Huntingdon Pl, Houston, TX 77019"
"$384,900",3 beds,3 beds,"3,300","4627 New Orleans St, Houston, TX 77020"
"$549,900",4 beds,4 beds,"4,725","5932 Petty St Unit A, Houston, TX 77007"
"$165,000",3 beds,3 beds,"1,595","12337 Ledger Ln, Houston, TX 77015"
