price,rooms,bathrooms,sqft,address,city
65000,2,2,1982,"6620 E 16th Ter, Kansas City, MO 64126","Kansas City, MO"
399000,3,3,6930,"8815 Belleview Ave, Kansas City, MO 64114","Kansas City, MO"
235000,2,2,1464,"17 W 80th St, Kansas City, MO 64114","Kansas City, MO"
205000,3,3,14810.4,"5608 N Euclid Ave, Gladstone, MO 64119","Gladstone, MO"
45000,2,2,1008,"442 Booth Ave, Kansas City, MO 64125","Kansas City, MO"
170000,3,3,13503.6,"8925 E Roberts St, Independence, MO 64053","Independence, MO"
225000,4,4,3100,"1012 E 83rd Ter, Kansas City, MO 64131","Kansas City, MO"
225000,4,4,11325.6,"3204 E 12th St, Kansas City, MO 64127","Kansas City, MO"
995000,2,2,1228,"5049 Wornall Rd Unit 4D, Kansas City, MO 64112","Kansas City, MO"
279950,2,2,8794,"686 NE 66th St, Gladstone, MO 64118","Gladstone, MO"
329950,4,4,1666,"7035 N State Route 9 N/A, Parkville, MO 64152","Parkville, MO"
63000,3,3,8712,"3874 E 63rd St, Kansas City, MO 64130","Kansas City, MO"
295000,4,4,1800,"5100 Sterling Ave, Raytown, MO 64133","Raytown, MO"
425000,3,3,7024,"3704 NW 95th St, Kansas City, MO 64154","Kansas City, MO"
230000,3,3,1012,"8004 E 117th Ter, Kansas City, MO 64134","Kansas City, MO"
1200000,4,4,6534,"2006 Summit St, Kansas City, MO 64108","Kansas City, MO"
60000,2,2,1989,"6812 College Ave, Kansas City, MO 64132","Kansas City, MO"
167492,4,4,10454.4,"3841 E 59th St, Kansas City, MO 64130","Kansas City, MO"
165000,3,3,760,"3815 E 61st St, Kansas City, MO 64130","Kansas City, MO"
100000,2,2,5600,"6740 Bellefontaine Ave, Kansas City, MO 64132","Kansas City, MO"
1249000,5,5,900,"4523 N Mulberry Dr, Kansas City, MO 64116","Kansas City, MO"
150000,2,2,14374.8,"2124 E 77th Ter, Kansas City, MO 64132","Kansas City, MO"
1060000,4,4,684,"2026 W 63rd St, Mission Hills, KS 66208","Mission Hills, KS"
209900,5,5,3815,"3770 Meadow Ln, Kansas City, MO 64137","Kansas City, MO"
247500,2,2,1200,"2940 Baltimore Ave #1304, Kansas City, MO 64108","Kansas City, MO"
174950,1,1,8370,"4545 Wornall Rd #400, Kansas City, MO 64111","Kansas City, MO"
649500,3,3,1500,"4545 Wornall Rd #705, Kansas City, MO 64111","Kansas City, MO"
139900,2,2,1078,"412 1st St, Ferrelview, MO 64163","Ferrelview, MO"
385000,2,2,6970,"310 W 49th St #406, Kansas City, MO 64112","Kansas City, MO"
260000,3,3,1245,"5608 Woodson Rd, Raytown, MO 64133","Raytown, MO"
672500,4,4,2064,"9199 N Chestnut Ave, Kansas City, MO 64156","Kansas City, MO"
699900,4,4,27878.4,"2901 NE 91st Pl, Kansas City, MO 64156","Kansas City, MO"
779900,4,4,3347,"9187 N Chestnut Ave, Kansas City, MO 64156","Kansas City, MO"
789900,4,4,10454.4,"9183 N Chestnut Ave, Kansas City, MO 64156","Kansas City, MO"
684900,4,4,3300,"9182 N Montgall Ave, Kansas City, MO 64156","Kansas City, MO"
682500,4,4,12632.4,"9186 N Montgall Ave, Kansas City, MO 64156","Kansas City, MO"
684900,4,4,3855,"9195 N Chestnut Ave, Kansas City, MO 64156","Kansas City, MO"
550000,5,5,10454.4,"6515 N Nevada Ave, Parkville, MO 64152","Parkville, MO"
209000,2,2,3905,"3908 St. John Ave, Kansas City, MO 64123","Kansas City, MO"
239900,2,2,12632.4,"12145 Charlotte St, Kansas City, MO 64146","Kansas City, MO"
409900,3,3,3300,"6001 NE 118th Ter, Kansas City, MO 64156","Kansas City, MO"
289000,4,4,10454.4,"338 N Brighton Ave, Kansas City, MO 64123","Kansas City, MO"
169000,3,3,3347,"9428 NW Viewcrest Dr, Kansas City, MO 64155","Kansas City, MO"
145000,4,4,10018.8,"612 Beacon Ave, Kansas City, MO 64125","Kansas City, MO"
5995000,5,5,3559,"1228 W 55 St, Kansas City, MO 64113","Kansas City, MO"
5495000,5,5,10454.4,"6140 High Dr, Mission Hills, KS 66208","Mission Hills, KS"
120000,2,2,3265,"3317 Gillham Rd Unit 3s, Kansas City, MO 64110","Kansas City, MO"
285000,4,4,15246.0,"3710 Elmwood Ave, Kansas City, MO 64128","Kansas City, MO"
168000,4,4,989,"11205 Crystal Ave, Kansas City, MO 64134","Kansas City, MO"
890000,4,4,4787,"8609 NE 87th Ter, Kansas City, MO 64157","Kansas City, MO"
990000,4,4,1109,"8605 NE 87th Ter, Kansas City, MO 64157","Kansas City, MO"
209900,2,2,1490,"4242 Troost Ave, Kansas City, MO 64110","Kansas City, MO"
220000,4,4,1900,"4301-4303 Agnes Ave, Kansas City, MO 64130","Kansas City, MO"
2100000,32,32,9147,"1614 E Linwood Blvd, Kansas City, MO 64109","Kansas City, MO"
1600000,14,14,2600,"4245 Harrison St, Kansas City, MO 64110","Kansas City, MO"
245000,4,4,4384,"6134-6136 Paseo Blvd, Kansas City, MO 64110","Kansas City, MO"
470000,4,4,1478,"7555 NW Blue Grass Dr, Parkville, MO 64152","Parkville, MO"
275000,3,3,25264.8,"2209 60th Ter, Kansas City, MO 64118","Kansas City, MO"
263000,2,2,1896,"4416 N Elmwood Ave, Kansas City, MO 64117","Kansas City, MO"
250000,3,3,7458,"6005 E 150th Ter, Grandview, MO 64030","Grandview, MO"
129000,1,1,17092,"600 E 8th St Unit 10D, Kansas City, MO 64106","Kansas City, MO"
295000,3,3,3.24,"10750 NW 71st St, Parkville, MO 64152","Parkville, MO"
185000,2,2,27878.4,"3304 NE 72nd St, Gladstone, MO 64119","Gladstone, MO"
199000,2,2,1000,"154 Woodbridge Ln, Kansas City, MO 64145","Kansas City, MO"
137500,1,1,1850,"200 E 43rd St #307, Kansas City, MO 64111","Kansas City, MO"
625000,4,4,2836,"10304 Overbrook Rd, Leawood, KS 66206","Leawood, KS"
250000,3,3,12632.4,"4400 E 111 Ter, Kansas City, MO 64137","Kansas City, MO"
162500,2,2,1385,"8811 Richards Dr, Raytown, MO 64133","Raytown, MO"
600000,4,4,12632.4,"2410 M Highway 150 N/A, Lee's Summit, MO 64082","Lee's Summit, MO"
1195000,5,5,900,"8300 NW Forest Dr, Weatherby Lake, MO 64152","Weatherby Lake, MO"
179900,3,3,8290,"5422 Euclid Ave, Kansas City, MO 64130","Kansas City, MO"
135000,3,3,3393,"5107 Olive St, Kansas City, MO 64130","Kansas City, MO"
175000,3,3,10.00,"8500 Everett St, Raytown, MO 64138","Raytown, MO"
269900,3,3,4348,"12225 Charlotte St, Kansas City, MO 64146","Kansas City, MO"
278000,3,3,19166.4,"916 E 78th St, Kansas City, MO 64131","Kansas City, MO"
639900,8,8,938,"5121 Thompson Ave, Kansas City, MO 64124","Kansas City, MO"
559950,4,4,5244,"6604 NW 106th St, Kansas City, MO 64154","Kansas City, MO"
270000,18,18,1100,"5412/5414 Saint John Ave, Kansas City, MO 64123","Kansas City, MO"
269000,1,1,5227,"4545 Wornall Rd #809, Kansas City, MO 64111","Kansas City, MO"
374900,2,2,1100,"8906 NE 80th St, Kansas City, MO 64158","Kansas City, MO"
499000,2,2,10890.0,"4545 Wornall Rd #810, Kansas City, MO 64111","Kansas City, MO"
1850000,6,6,1255,"11720 Overbrook Rd, Leawood, KS 66211","Leawood, KS"
542000,4,4,1258,"9317 E Pleasant Ave, Kansas City, MO 64138","Kansas City, MO"
425000,3,3,1530,"4743 Fairmount Ave, Kansas City, MO 64112","Kansas City, MO"
150000,2,2,7426,"3711 Thompson Ave, Kansas City, MO 64124","Kansas City, MO"
330000,3,3,3720,"701 NE 88th St, Kansas City, MO 64155","Kansas City, MO"
385000,3,3,2911,"4342 Terrace St, Kansas City, MO 64111","Kansas City, MO"
499950,3,3,11325.6,"2002 Brooklyn Ave, Kansas City, MO 64127","Kansas City, MO"
115000,1,1,2078,"600 E 8th St Unit 10Q, Kansas City, MO 64106","Kansas City, MO"
467900,4,4,9562,"7610 NE 106th Ter, Kansas City, MO 64157","Kansas City, MO"
120000,3,3,800,"6829 College Ave, Kansas City, MO 64132","Kansas City, MO"
205000,3,3,1353,"9919 E 38th St, Kansas City, MO 64133","Kansas City, MO"
52000,2,2,3049,"5833 Wabash Ave, Kansas City, MO 64130","Kansas City, MO"
275000,2,2,1109,"103 W 80th St, Kansas City, MO 64114","Kansas City, MO"
279950,3,3,5803,"6921 NW 80th St, Kansas City, MO 64152","Kansas City, MO"
469000,2,2,28314.0,"600 Admiral #1808 Blvd #1808, Kansas City, MO 64106","Kansas City, MO"
215000,1,1,3400,"4545 Wornall Rd #1100, Kansas City, MO 64111","Kansas City, MO"
105000,2,2,21780.0,"3431 Askew Ave, Kansas City, MO 64128","Kansas City, MO"
145000,3,3,1320,"6611 College Ave, Kansas City, MO 64132","Kansas City, MO"
68000,2,2,4235,"2432 Cypress Ave, Kansas City, MO 64127","Kansas City, MO"
350000,4,4,816,"12720 E 64th Ct, Kansas City, MO 64133","Kansas City, MO"
169900,4,4,6322,"7506 E 112 St, Kansas City, MO 64134","Kansas City, MO"
98750,2,2,825,"4106 Park Ave, Kansas City, MO 64130","Kansas City, MO"
139963,2,2,8712,"8017 E 88th St, Kansas City, MO 64138","Kansas City, MO"
295000,3,3,2278,"2700 Paseo Blvd, Kansas City, MO 64109","Kansas City, MO"
699000,4,4,3467,"2818 NE 101 St, Kansas City, MO 64155","Kansas City, MO"
170000,3,3,4177,"10718 Sycamore Ter, Kansas City, MO 64134","Kansas City, MO"
299900,3,3,14810.4,"1405 E 27th St, Kansas City, MO 64108","Kansas City, MO"
725000,4,4,1092,"2626 Tracy Ave, Kansas City, MO 64108","Kansas City, MO"
139963,2,2,9998,"8011 E 88th St, Kansas City, MO 64138","Kansas City, MO"
299900,4,4,1720,"5745 Harrison St, Kansas City, MO 64110","Kansas City, MO"
469000,4,4,3498,"8906 N Cosby Ave, Kansas City, MO 64154","Kansas City, MO"
699900,4,4,3609,"6104 NW 103rd St, Kansas City, MO 64154","Kansas City, MO"
348000,4,4,5251,"12304 E 78th St, Kansas City, MO 64138","Kansas City, MO"
879000,6,6,928,"8165 NW Masters Ln, Parkville, MO 64152","Parkville, MO"
415000,4,4,1342,"5502 N Poe St, Kansas City, MO 64119","Kansas City, MO"
575000,3,3,2125,"2012 W 92nd St, Leawood, KS 66206","Leawood, KS"
695000,3,3,6970,"2929 Mc Gee Trfy #304, Kansas City, MO 64108","Kansas City, MO"
140000,3,3,3580,"11358 Sycamore Ter, Kansas City, MO 64134","Kansas City, MO"
224900,3,3,8276,"11506 Oak St, Kansas City, MO 64114","Kansas City, MO"
224900,3,3,3968,"11508 Oak St, Kansas City, MO 64114","Kansas City, MO"
834965,5,5,3349,"1308 NW 106th Ter, Kansas City, MO 64155","Kansas City, MO"
469900,10,10,13939.2,"9200 E 54 St, Raytown, MO 64133","Raytown, MO"
276000,3,3,4700,"8712 83rd Ter, Kansas City, MO 64152","Kansas City, MO"
240000,3,3,20037.6,"5004 Marsh Ave, Kansas City, MO 64129","Kansas City, MO"
485000,4,4,2560,"6135 N Chelsea Ave, Kansas City, MO 64119","Kansas City, MO"
360000,3,3,2.45,"5804 NE Buttonwood Tree Ln, Gladstone, MO 64119","Gladstone, MO"
155000,3,3,2690,"3344 Askew Ave, Kansas City, MO 64128","Kansas City, MO"
515000,4,4,19602.0,"4202 Bell St, Kansas City, MO 64111","Kansas City, MO"
400000,4,4,2450,"8123 NW Tipton Ave, Kansas City, MO 64152","Kansas City, MO"
549000,3,3,912,"708 W 77th, Kansas City, MO 64114","Kansas City, MO"
199000,3,3,7840,"7842 Smalley Ave, Kansas City, MO 64138","Kansas City, MO"
299000,3,3,1300,"410 Benton Blvd, Kansas City, MO 64124","Kansas City, MO"
502900,4,4,7916,"7812 NE 107th St, Kansas City, MO 64157","Kansas City, MO"
119900,4,4,1300,"11579 Food Ln, Kansas City, MO 64134","Kansas City, MO"
1950000,4,4,7916,"8516 N Booth Ave, Kansas City, MO 64157","Kansas City, MO"
230000,10,10,7638,"915 Benton Blvd, Kansas City, MO 64127","Kansas City, MO"
930000,18,18,6517,"5218 Ditzler Ave, Raytown, MO 64133","Raytown, MO"
110000,3,3,3530,"8919 N Walnut St, County/other, MO 64155","County/other, MO"
629000,6,6,13503.6,"305 Bellefontaine Ave, Kansas City, MO 64124","Kansas City, MO"
715000,5,5,10890.0,"14605 NW 66th St, Parkville, MO 64152","Parkville, MO"
131000,1,1,1473,"600 E 8th St Unit 12N, Kansas City, MO 64106","Kansas City, MO"
410000,3,3,2321,"1610 NE 123rd St, Kansas City, MO 64165","Kansas City, MO"
369000,7,7,8276,"3233 Campbell St, Kansas City, MO 64109","Kansas City, MO"
135000,3,3,5265,"3621 Thompson Ave, Kansas City, MO 64124","Kansas City, MO"
454950,4,4,3060,"9224 N Poplar Ave, Kansas City, MO 64156","Kansas City, MO"
119000,3,3,4707,"2610 Myrtle Ave, Kansas City, MO 64127","Kansas City, MO"
225000,3,3,1696,"5535 Brooklyn Ave, Kansas City, MO 64130","Kansas City, MO"
197000,4,4,2997,"3214 Bellefontaine Ave, Kansas City, MO 64128","Kansas City, MO"
795000,5,5,2541,"3701 Madison Ave, Kansas City, MO 64111","Kansas City, MO"
475000,4,4,9825,"10941 N Crystal Ave, Kansas City, MO 64156","Kansas City, MO"
166000,2,2,1740,"600 E 8th St Unit 9J, Kansas City, MO 64106","Kansas City, MO"
5000,5,5,3159,"3521 Forest Ave, Kansas City, MO 64109","Kansas City, MO"
75000,2,2,1800,"3236 W Coleman Rd, Kansas City, MO 64111","Kansas City, MO"
140000,5,5,4868,"2220 Chelsea Ave, Kansas City, MO 64127","Kansas City, MO"
199999,3,3,2430,"809 Gladstone Ave, Kansas City, MO 64124","Kansas City, MO"
395000,3,3,5227,"8209 NE 102nd Ter, Kansas City, MO 64157","Kansas City, MO"
325000,3,3,4336,"716 NE 46th Ter, Kansas City, MO 64116","Kansas City, MO"
160000,3,3,9247,"7901 E 104th Ter, Kansas City, MO 64134","Kansas City, MO"
375000,3,3,2258,"4609 Bell St, Kansas City, MO 64112","Kansas City, MO"
245000,6,6,10454.4,"4419 Sterling St, Kansas City, MO 64133","Kansas City, MO"
450000,4,4,750,"6901 N Bellefontaine Ave, Kansas City, MO 64119","Kansas City, MO"
134999,3,3,2196,"5633 E 40th St, Kansas City, MO 64130","Kansas City, MO"
257900,4,4,6805,"5315 N Troost Ave N, Kansas City, MO 64118","Kansas City, MO"
315000,3,3,1153,"15315 NW 125th St, Platte City, MO 64079","Platte City, MO"
150000,3,3,8029,"5119 Olive St, Kansas City, MO 64130","Kansas City, MO"
55000,2,2,3072,"2446 Denver Ave, Kansas City, MO 64127","Kansas City, MO"
508000,4,4,5388,"421 NW Briarcliff Rd, Kansas City, MO 64116","Kansas City, MO"
510000,4,4,1200,"9102 NE 111th Pl, Kansas City, MO 64157","Kansas City, MO"
240000,4,4,2456,"5613 Blue Ridge Cut Off N/A, Raytown, MO 64133","Raytown, MO"
420000,4,4,2379,"840 W 39th Ter, Kansas City, MO 64111","Kansas City, MO"
459000,8,8,9148,"3219 Lexington Ave, Kansas City, MO 64124","Kansas City, MO"
189900,4,4,3094,"7123 E 111th Ter, Kansas City, MO 64013","Kansas City, MO"
72000,2,2,13503.6,"4411 E 16th St, Kansas City, MO 64127","Kansas City, MO"
95000,2,2,950,"3212 E 60th St, Kansas City, MO 64130","Kansas City, MO"
95000,2,2,7840,"4619 S Benton Ave, Kansas City, MO 64130","Kansas City, MO"
100000,3,3,1150,"5917 Wabash Ave, Kansas City, MO 64130","Kansas City, MO"
121000,2,2,3233,"423 Oakley Ave, Kansas City, MO 64123","Kansas City, MO"
165000,4,4,9583,"3926 Garfield Ave, Kansas City, MO 64130","Kansas City, MO"
215000,4,4,3954,"3321 E 60th St, Kansas City, MO 64130","Kansas City, MO"
449000,3,3,2952,"13204 Summit St, Kansas City, MO 64145","Kansas City, MO"
215000,4,4,10018.8,"6001 E 99th Ter, Kansas City, MO 64134","Kansas City, MO"
269000,3,3,1576,"4204 Charlotte St, Kansas City, MO 64110","Kansas City, MO"
165000,2,2,8970,"600 E 8th St Unit 7T, Kansas City, MO 64106","Kansas City, MO"
619900,4,4,1437,"634 NE 100th St, Kansas City, MO 64155","Kansas City, MO"
52900,2,2,3448,"700 Utley Ave, Kansas City, MO 64125","Kansas City, MO"
449000,3,3,2952,"13204 Summit St, Kansas City, MO 64145","Kansas City, MO"
215000,4,4,10018.8,"6001 E 99th Ter, Kansas City, MO 64134","Kansas City, MO"
269000,3,3,1576,"4204 Charlotte St, Kansas City, MO 64110","Kansas City, MO"
165000,2,2,8970,"600 E 8th St Unit 7T, Kansas City, MO 64106","Kansas City, MO"
619900,4,4,1437,"634 NE 100th St, Kansas City, MO 64155","Kansas City, MO"
52900,2,2,3448,"700 Utley Ave, Kansas City, MO 64125","Kansas City, MO"
449000,3,3,2952,"13204 Summit St, Kansas City, MO 64145","Kansas City, MO"
215000,4,4,10018.8,"6001 E 99th Ter, Kansas City, MO 64134","Kansas City, MO"
269000,3,3,1576,"4204 Charlotte St, Kansas City, MO 64110","Kansas City, MO"
165000,2,2,8970,"600 E 8th St Unit 7T, Kansas City, MO 64106","Kansas City, MO"
619900,4,4,1437,"634 NE 100th St, Kansas City, MO 64155","Kansas City, MO"
52900,2,2,3448,"700 Utley Ave, Kansas City, MO 64125","Kansas City, MO"
469900,4,4,1800,"8808 Ceuta St, Las Vegas, NV 89143","Las Vegas, NV"
599000,4,4,5663,"960 Pearl Peak St, Las Vegas, NV 89110","Las Vegas, NV"
560000,4,4,2525,"8052 Tayler Joy Ct, Las Vegas, NV 89113","Las Vegas, NV"
560000,3,3,11761.2,"9969 Caton Ct, Las Vegas, NV 89141","Las Vegas, NV"
675000,4,4,3105,"3210 Sterlingshire Dr, Las Vegas, NV 89146","Las Vegas, NV"
415000,3,3,6098,"813 Peachy Canyon Cir #103, Las Vegas, NV 89144","Las Vegas, NV"
450000,6,6,1960,"4105 Snead Dr, Las Vegas, NV 89107","Las Vegas, NV"
329900,0,0,3920,"145 E Harmon Ave #518, Las Vegas, NV 89109","Las Vegas, NV"
530000,3,3,2279,"200 W Sahara Ave #808, Las Vegas, NV 89102","Las Vegas, NV"
525000,3,3,12196.8,"6848 Brookriver Ct, Las Vegas, NV 89149","Las Vegas, NV"
285000,2,2,1707,"300 Pine Haven St #207, Las Vegas, NV 89144","Las Vegas, NV"
267000,2,2,2621,"2709 Otter Creek Ct #202, Las Vegas, NV 89117","Las Vegas, NV"
1750000,5,5,9583,"237 Cactus Sunrise St, Las Vegas, NV 89138","Las Vegas, NV"
440000,2,2,520,"2775 W Pebble Rd #311, Las Vegas, NV 89123","Las Vegas, NV"
674999,5,5,1828,"7774 Abalone Bay St, Las Vegas, NV 89139","Las Vegas, NV"
470000,5,5,1957,"3900 El Cederal Ave, Las Vegas, NV 89102","Las Vegas, NV"
369000,0,0,7405,"630 N 4th St, Las Vegas, NV 89101","Las Vegas, NV"
418000,3,3,980,"8797 Salvestrin Point Ave, Las Vegas, NV 89148","Las Vegas, NV"
339995,3,3,1136,"2028 College Pl, Las Vegas, NV 89156","Las Vegas, NV"
460000,3,3,4643,"8943 Horizon Hyatt Ave, Las Vegas, NV 89178","Las Vegas, NV"
597900,3,3,7841,"607 Bonita Ave, Las Vegas, NV 89104","Las Vegas, NV"
483483,3,3,1823,"10233 S Ullom Dr, Las Vegas, NV 89141","Las Vegas, NV"
748042,5,5,3111,"5060 Appalachia Creek Ave, Las Vegas, NV 89141","Las Vegas, NV"
207000,2,2,5663,"350 E Desert Inn Rd Unit C202, Las Vegas, NV 89109","Las Vegas, NV"
365000,2,2,1775,"905 Shadow Mountain Pl, Las Vegas, NV 89108","Las Vegas, NV"
787995,4,4,8276,"10221 Bismarck Palms Ave, Las Vegas, NV 89166","Las Vegas, NV"
735995,4,4,1792,"9013 Laurel Creek St, Las Vegas, NV 89166","Las Vegas, NV"
799995,5,5,5663,"10214 Sequoia Glen Ave, Las Vegas, NV 89166","Las Vegas, NV"
699995,3,3,1944,"9006 Coastal Oaks St, Las Vegas, NV 89166","Las Vegas, NV"
719995,3,3,3049,"10226 Meandering Dell Ave, Las Vegas, NV 89166","Las Vegas, NV"
699995,3,3,1200,"8977 Coastal Oaks St, Las Vegas, NV 89166","Las Vegas, NV"
712995,3,3,12196.8,"8946 Cedar Cove St, Las Vegas, NV 89166","Las Vegas, NV"
515000,4,4,1845,"4430 Campus Cir, Las Vegas, NV 89121","Las Vegas, NV"
215000,2,2,2614,"356 E Desert Inn Rd #216, Las Vegas, NV 89109","Las Vegas, NV"
219000,2,2,1961,"805 Rock Springs Dr #202, Las Vegas, NV 89128","Las Vegas, NV"
209999,1,1,9148,"2455 W Serene Ave #809, Las Vegas, NV 89123","Las Vegas, NV"
875000,4,4,1500,"10309 Sierra Skye Ave, Las Vegas, NV 89166","Las Vegas, NV"
408000,4,4,3049,"9064 Salvatore St, Las Vegas, NV 89148","Las Vegas, NV"
259999,1,1,3097,"5006 Holt Ave, Las Vegas, NV 89115","Las Vegas, NV"
349900,3,3,4356,"2029 Heritage Oaks St, Las Vegas, NV 89119","Las Vegas, NV"
469900,4,4,1800,"8808 Ceuta St, Las Vegas, NV 89143","Las Vegas, NV"
599000,4,4,5663,"960 Pearl Peak St, Las Vegas, NV 89110","Las Vegas, NV"
560000,4,4,2525,"8052 Tayler Joy Ct, Las Vegas, NV 89113","Las Vegas, NV"
560000,3,3,11761.2,"9969 Caton Ct, Las Vegas, NV 89141","Las Vegas, NV"
370000,2,2,1183,"2672 Rungsted St, Las Vegas, NV 89142","Las Vegas, NV"
584900,3,3,4356,"9968 Yetti Stroll Ave, Las Vegas, NV 89166","Las Vegas, NV"
749999,4,4,1810,"1669 Ottawa . Dr, Las Vegas, NV 89169","Las Vegas, NV"
385999,2,2,5227,"5923 Sunlight Garden Way, Las Vegas, NV 89118","Las Vegas, NV"
275000,2,2,3465,"7151 S Durango Dr #210, Las Vegas, NV 89113","Las Vegas, NV"
405000,3,3,11325.6,"1084 Wild Fern Ct, Las Vegas, NV 89183","Las Vegas, NV"
999000,5,5,1877,"9838 Peaceful Bend Ct, Las Vegas, NV 89141","Las Vegas, NV"
559777,4,4,1307,"9917 Canyon Peak Dr, Las Vegas, NV 89147","Las Vegas, NV"
700000,4,4,929,"1373 Hodges Ave, Las Vegas, NV 89123","Las Vegas, NV"
769000,2,2,1429,"Undisclosed address, Las Vegas, NV 89134","Las Vegas, NV"
379900,4,4,4356,"5309 Westleigh Ave, Las Vegas, NV 89146","Las Vegas, NV"
355990,3,3,4664,"4593 Honey Hills Ave Lot 45, Las Vegas, NV 89141","Las Vegas, NV"
599000,3,3,5663,"3717 Wilbur Mcgee Ct, Las Vegas, NV 89129","Las Vegas, NV"
230000,3,3,2454,"3151 Soaring Gulls Dr #2096, Las Vegas, NV 89128","Las Vegas, NV"
865000,5,5,5227,"10136 Fire Skye Ave, Las Vegas, NV 89166","Las Vegas, NV"
415000,3,3,2857,"Undisclosed address, Las Vegas, NV 89118","Las Vegas, NV"
425000,3,3,9583,"2440 Silver Shadow Dr, Las Vegas, NV 89108","Las Vegas, NV"
457826,3,3,1843,"1950 Majalis Pl Lot 70, Las Vegas, NV 89106","Las Vegas, NV"
455000,3,3,8712,"4467 White Gate Ln, Las Vegas, NV 89147","Las Vegas, NV"
410000,3,3,1710,"7918 Canto Ave, Las Vegas, NV 89147","Las Vegas, NV"
497450,5,5,6534,"1953 Majalis Pl Lot 35, Las Vegas, NV 89106","Las Vegas, NV"
1250000,5,5,1344,"3857 Montone Ave, Las Vegas, NV 89141","Las Vegas, NV"
701000,5,5,1160,"1015 Aspen Breeze Ave, Las Vegas, NV 89123","Las Vegas, NV"
204900,3,3,2276,"3318 N Decatur Blvd #1088, Las Vegas, NV 89130","Las Vegas, NV"
639990,3,3,8712,"150 Las Vegas Blvd #2512, Las Vegas, NV 89101","Las Vegas, NV"
398000,3,3,1109,"2052 Quarry Ridge St #104, Las Vegas, NV 89117","Las Vegas, NV"
478888,3,3,3483,"10478 Beallsville St, Las Vegas, NV 89141","Las Vegas, NV"
309900,3,3,5663,"8053 Celestial Ave #201, Las Vegas, NV 89128","Las Vegas, NV"
149990,1,1,1468,"470 Elm Dr #103, Las Vegas, NV 89169","Las Vegas, NV"
539950,4,4,2178,"8442 Granite Springs Ct, Las Vegas, NV 89139","Las Vegas, NV"
540000,2,2,1601,"10033 Woodhouse Dr, Las Vegas, NV 89134","Las Vegas, NV"
649999,4,4,3485,"2455 Cordoba Bluff Ct, Las Vegas, NV 89135","Las Vegas, NV"
444900,3,3,2036,"1571 Plaza Centre Dr #101, Las Vegas, NV 89135","Las Vegas, NV"
565000,3,3,3485,"8705 Stokestone St, Las Vegas, NV 89166","Las Vegas, NV"
486900,3,3,1656,"3967 Silver Saber Ct, Las Vegas, NV 89129","Las Vegas, NV"
395000,3,3,4356,"11682 Terenzio Ct, Las Vegas, NV 89183","Las Vegas, NV"
385000,3,3,1424,"2870 Bridgepointe Dr, Las Vegas, NV 89121","Las Vegas, NV"
389000,2,2,6098,"2632 Seahorse Dr, Las Vegas, NV 89128","Las Vegas, NV"
469999,3,3,2932,"8104 Switchback Run St, Las Vegas, NV 89166","Las Vegas, NV"
307000,2,2,3920,"55 E Agate Ave #302, Las Vegas, NV 89123","Las Vegas, NV"
319999,3,3,1310,"2047 Seattle Shore St, Las Vegas, NV 89115","Las Vegas, NV"
280000,2,2,2178,"9580 W Reno Ave #154, Las Vegas, NV 89148","Las Vegas, NV"
899995,3,3,1151,"2509 Keppel Sands Dr, Las Vegas, NV 89134","Las Vegas, NV"
309900,1,1,2577,"200 W Sahara Ave #2611, Las Vegas, NV 89102","Las Vegas, NV"
435000,3,3,8276,"7650 Rising Port Ave, Las Vegas, NV 89113","Las Vegas, NV"
205000,1,1,1090,"4111 Gannet Cir #403, Las Vegas, NV 89103","Las Vegas, NV"
455000,2,2,1650,"7309 Mission Hills Dr, Las Vegas, NV 89113","Las Vegas, NV"
499000,3,3,2178,"1814 Fairfield Ave, Las Vegas, NV 89102","Las Vegas, NV"
499000,3,3,724,"1818 Fairfield Ave, Las Vegas, NV 89102","Las Vegas, NV"
425000,4,4,1398,"8471 Cerritos Ct, Las Vegas, NV 89178","Las Vegas, NV"
580000,2,2,3049,"7064 Big Springs Ct Unit -, Las Vegas, NV 89113","Las Vegas, NV"
380000,3,3,1111,"4650 Flower Moon Ave #103, North Las Vegas, NV 89084","North Las Vegas, NV"
159900,1,1,4792,"3823 S Maryland Pkwy Unit T3, Las Vegas, NV 89119","Las Vegas, NV"
180000,2,2,1293,"2485 Paradise Village Way, Las Vegas, NV 89120","Las Vegas, NV"
230000,2,2,4792,"5278 River Glen Dr #418, Las Vegas, NV 89103","Las Vegas, NV"
350000,3,3,1992,"357 Upland Blvd, Las Vegas, NV 89107","Las Vegas, NV"
349900,4,4,4792,"4565 E Carey Ave, Las Vegas, NV 89115","Las Vegas, NV"
440000,4,4,1752,"3401 Commendation Dr, Las Vegas, NV 89117","Las Vegas, NV"
204000,1,1,1632,"2867 Geary Pl #3008, Las Vegas, NV 89109","Las Vegas, NV"
130000,1,1,871,"595 S Royal Crest Cir #16, Las Vegas, NV 89169","Las Vegas, NV"
345000,3,3,644,"4261 Ridgeview Dr, Las Vegas, NV 89103","Las Vegas, NV"
320000,1,1,920,"200 W Sahara Ave #3010, Las Vegas, NV 89102","Las Vegas, NV"
260000,2,2,978,"5067 Royal Dr, Las Vegas, NV 89103","Las Vegas, NV"
380000,2,2,1166,"4024 Balsam Mountain St, Las Vegas, NV 89129","Las Vegas, NV"
