price,rooms,bathrooms,sqft,address,city
10000,3,3,1306,"2228 Wilkens Ave, Baltimore, MD 21223","Baltimore, MD"
420000,3,3,2119,"2833 Quarry Heights Way, Baltimore, MD 21209","Baltimore, MD"
230000,2,2,1742,"414 Water St #2808, Baltimore, MD 21202","Baltimore, MD"
139900,3,3,1523,"407 Poplar Grove St, Baltimore, MD 21223","Baltimore, MD"
200000,3,3,1550,"1018 Bonaparte Ave, Baltimore, MD 21218","Baltimore, MD"
249900,4,4,720,"1025 Church St, Brooklyn, MD 21225","Brooklyn, MD"
516800,3,3,1502,"401 S Ann St, Baltimore, MD 21231","Baltimore, MD"
169999,2,2,980,"2528 Oswego Ave, Baltimore, MD 21215","Baltimore, MD"
40000,4,4,1120,"2704 Harlem Ave, Baltimore, MD 21216","Baltimore, MD"
624900,3,3,2316,"106 E Montgomery St, Baltimore, MD 21230","Baltimore, MD"
25000,3,3,2404,"213 S Stricker St S, Baltimore, MD 21223","Baltimore, MD"
227500,3,3,977,"631 Charraway Rd, Baltimore, MD 21229","Baltimore, MD"
125000,0,0,1092,"1520 Poplar Grove St, Baltimore, MD 21216","Baltimore, MD"
130000,5,5,1020,"1332 W Lafayette Ave, Baltimore, MD 21217","Baltimore, MD"
465000,3,3,1742,"1226 Berry St, Baltimore, MD 21211","Baltimore, MD"
700000,4,4,2622,"193 Gittings Ave, Baltimore, MD 21212","Baltimore, MD"
199900,3,3,2178,"601 N Luzerne Ave, Baltimore, MD 21205","Baltimore, MD"
629900,3,3,1250,"2772 Lighthouse Pt E #316, Baltimore, MD 21224","Baltimore, MD"
565000,3,3,980,"502 Anneslie Rd, Baltimore, MD 21212","Baltimore, MD"
225000,3,3,2679,"320 N Robinson St, Baltimore, MD 21224","Baltimore, MD"
159500,2,2,1306,"820 Wilbert Ave, Baltimore, MD 21212","Baltimore, MD"
485000,4,4,966,"16 Stablemere Ct, Baltimore, MD 21209","Baltimore, MD"
625000,5,5,1260,"2208 E Baltimore St, Baltimore, MD 21231","Baltimore, MD"
470000,6,6,871,"2521 Liberty Heights Ave, Baltimore, MD 21215","Baltimore, MD"
274900,2,2,1552,"10 E Gittings St, Baltimore, MD 21230","Baltimore, MD"
220000,3,3,1188,"3417 Dudley Ave, Baltimore, MD 21213","Baltimore, MD"
197500,3,3,871,"3913 Rexmere Rd E, Baltimore, MD 21218","Baltimore, MD"
275000,3,3,1500,"24 Coachmont Ct, Baltimore, MD 21209","Baltimore, MD"
150000,3,3,1672,"1113 Ashburton St, Baltimore, MD 21216","Baltimore, MD"
179000,3,3,1742,"2618 E Hoffman St, Baltimore, MD 21213","Baltimore, MD"
330000,3,3,2500,"927 S Bouldin St, Baltimore, MD 21224","Baltimore, MD"
275000,6,6,1800,"917 N Kresson St, Baltimore, MD 21205","Baltimore, MD"
250000,4,4,1176,"514 S Payson St S, Baltimore, MD 21223","Baltimore, MD"
86900,3,3,4356,"538 Pontiac Ave, Brooklyn, MD 21225","Brooklyn, MD"
419900,3,3,1300,"1817 S Charles St, Baltimore, MD 21230","Baltimore, MD"
209500,4,4,957,"304 Lyndhurst St, Baltimore, MD 21229","Baltimore, MD"
30000,2,2,1240,"345 Font Hill Ave, Baltimore, MD 21223","Baltimore, MD"
89990,3,3,436,"2906 Presbury St, Baltimore, MD 21216","Baltimore, MD"
40000,5,5,2214,"2147 Homewood Ave, Baltimore, MD 21218","Baltimore, MD"
84900,3,3,21780.0,"704 E 23rd St, Baltimore, MD 21218","Baltimore, MD"
235000,3,3,1120,"5205 Saybrook Rd, Baltimore, MD 21206","Baltimore, MD"
429999,2,2,1008,"675 President St #2702, Baltimore, MD 21202","Baltimore, MD"
69900,0,0,1830,"2017 W North Ave, Baltimore, MD 21217","Baltimore, MD"
54999,3,3,1434,"2303 Hoffman St, Baltimore, MD 21213","Baltimore, MD"
950000,5,5,1826,"1616 Bolton St, Baltimore, MD 21217","Baltimore, MD"
700000,4,4,1081,"1616 Eastern Ave, Baltimore, MD 21231","Baltimore, MD"
79950,3,3,1306,"1218 Bloomingdale Rd, Baltimore, MD 21216","Baltimore, MD"
15000,3,3,1306,"2808 Woodbrook Ave, Baltimore, MD 21217","Baltimore, MD"
264999,4,4,1890,"3423 Orlando Ave, Baltimore, MD 21234","Baltimore, MD"
73000,3,3,2529,"3706 Hayward Ave, Baltimore, MD 21215","Baltimore, MD"
179900,2,2,1152,"353 Gusryan St, Baltimore, MD 21224","Baltimore, MD"
259900,3,3,2178,"632 Scott St, Baltimore, MD 21230","Baltimore, MD"
235000,5,5,1109,"1744 Montpelier St, Baltimore, MD 21218","Baltimore, MD"
125000,2,2,850,"1613 Laurens St, Baltimore, MD 21217","Baltimore, MD"
479000,5,5,5227,"3709 Milford, Baltimore, MD 21207","Baltimore, MD"
289000,3,3,5700,"2205 Cloville Ave, Baltimore, MD 21214","Baltimore, MD"
199000,3,3,1260,"323 Folcroft St, Baltimore, MD 21224","Baltimore, MD"
425000,4,4,2750,"1331 Glendale Rd, Baltimore, MD 21239","Baltimore, MD"
410000,4,4,11761.2,"4619 Hudson St, Baltimore, MD 21224","Baltimore, MD"
550000,6,6,1856,"3800 Gwynn Oak, Baltimore, MD 21207","Baltimore, MD"
385000,4,4,3396,"500 N Lakewood Ave, Baltimore, MD 21205","Baltimore, MD"
340000,4,4,33105.6,"4300 Norfolk Ave, Baltimore, MD 21216","Baltimore, MD"
325000,3,3,1045,"902 Harden Ct, Baltimore, MD 21230","Baltimore, MD"
90000,4,4,2150,"436 E Lanvale St, Baltimore, MD 21202","Baltimore, MD"
189990,3,3,6500,"101 Kossuth St, Baltimore, MD 21229","Baltimore, MD"
109000,3,3,1692,"1249 James St, Baltimore, MD 21223","Baltimore, MD"
299990,3,3,8115,"822 Washington Blvd, Baltimore, MD 21230","Baltimore, MD"
225000,4,4,1344,"934 Bennett Pl, Baltimore, MD 21223","Baltimore, MD"
380000,5,5,1920,"849 Ramsay St, Baltimore, MD 21230","Baltimore, MD"
329900,1,1,1920,"850 Aliceanna St #401, Baltimore, MD 21202","Baltimore, MD"
240000,4,4,1681,"1740 E Oliver St, Baltimore, MD 21213","Baltimore, MD"
298900,4,4,1238,"2430 Barclay St, Baltimore, MD 21218","Baltimore, MD"
446500,4,4,1628,"121 S Broadway, Baltimore, MD 21231","Baltimore, MD"
263000,2,2,1150,"1009 Granby St Unit 186-1, Baltimore, MD 21202","Baltimore, MD"
227900,4,4,1840,"2016 Dukeland St, Baltimore, MD 21216","Baltimore, MD"
239900,4,4,2004,"4003 Belwood Ave, Baltimore, MD 21206","Baltimore, MD"
425000,5,5,1029,"202 S Athol Ave, Baltimore, MD 21229","Baltimore, MD"
574900,3,3,1800,"419 E Gittings St E, Baltimore, MD 21230","Baltimore, MD"
244900,4,4,1871,"6308 Beechwood Rd, Idlewylde, MD 21239","Idlewylde, MD"
1195000,3,3,1700,"58 Dustin St #2, Brighton, MA 02135","Brighton, MA"
514900,1,1,3430,"101 Prince St #2, Boston, MA 02113","Boston, MA"
1200000,4,4,525,"35 Brighton St, Boston, MA 02129","Boston, MA"
805000,2,2,2226,"214 Market St #407, Boston, MA 02135","Boston, MA"
695000,3,3,1325,"213 E Eagle St #7, Boston, MA 02128","Boston, MA"
599000,4,4,910,"212 Princeton St #1, Boston, MA 02128","Boston, MA"
2475000,1,1,1110,"240 Devonshire St #4304, Boston, MA 02110","Boston, MA"
4695000,2,2,1502,"240 Devonshire St #4301, Boston, MA 02110","Boston, MA"
2475000,2,2,1330,"240 Devonshire St #4814, Boston, MA 02110","Boston, MA"
1050000,2,2,2190,"20 Chapel St Unit B607, Brookline, MA 02446","Brookline, MA"
399999,2,2,1258,"361 Faneuil St #4, Boston, MA 02135","Boston, MA"
685000,2,2,992,"10 Taber St #207, Boston, MA 02119","Boston, MA"
529000,1,1,755,"16 Taber St #304, Boston, MA 02119","Boston, MA"
533000,1,1,935,"16 Taber St #504, Boston, MA 02119","Boston, MA"
745000,2,2,679,"16 Taber St #501, Boston, MA 02119","Boston, MA"
739000,2,2,679,"10 Taber St #401, Boston, MA 02119","Boston, MA"
629900,3,3,999,"109 Ellington St #3, Boston, MA 02121","Boston, MA"
680000,4,4,999,"29 Mount Pleasant St, Somerville, MA 02145","Somerville, MA"
779900,3,3,1247,"32 Mill St #1, Boston, MA 02122","Boston, MA"
720000,1,1,1319,"191 Washington St #505, Boston, MA 02135","Boston, MA"
1350000,7,7,1742,"26-28 Newton St, Boston, MA 02135","Boston, MA"
749000,2,2,1950,"1644 Dorchester Ave Unit D, Boston, MA 02122","Boston, MA"
1845000,8,8,619,"240 Parker Hill Ave, Boston, MA 02120","Boston, MA"
825000,2,2,3820,"39 Cottage St #1, Boston, MA 02128","Boston, MA"
2195000,3,3,5279,"580 Washington St Ph 5, Boston, MA 02111","Boston, MA"
895000,2,2,1089,"20 Chapel St Unit B304, Brookline, MA 02445","Brookline, MA"
859000,2,2,2851,"20 Penniman Rd #206, Boston, MA 02134","Boston, MA"
479900,2,2,3725,"111 Perkins #293, Boston, MA 02130","Boston, MA"
1400000,4,4,1400,"4 Cottage St, Boston, MA 02128","Boston, MA"
1650000,2,2,1502,"180 Beacon St Unit 7B, Boston, MA 02116","Boston, MA"
1200000,5,5,897,"103-105 Saybrook St, Boston, MA 02135","Boston, MA"
899999,3,3,971,"7 Baker Ct #6, Boston, MA 02125","Boston, MA"
700000,3,3,1134,"22 Draper St, Boston, MA 02122","Boston, MA"
1350000,9,9,3360,"44 Speedwell St, Boston, MA 02122","Boston, MA"
799000,2,2,1200,"330 Dorchester St #2, Boston, MA 02127","Boston, MA"
959000,2,2,1293,"19 Worcester St #2, Boston, MA 02118","Boston, MA"
1600000,12,12,1920,"35 Ellington St, Boston, MA 02121","Boston, MA"
649000,2,2,5168,"566 Commonwealth Ave #706, Boston, MA 02215","Boston, MA"
1350000,4,4,1555,"4 Melville Ave #1, Boston, MA 02124","Boston, MA"
623000,1,1,1330,"1241-1255 Adams Unit WM108, Boston, MA 02124","Boston, MA"
819000,2,2,1317,"9 Hawthorne Pl Unit 16D, Boston, MA 02114","Boston, MA"
1200000,4,4,1782,"24 Telegraph St, Boston, MA 02127","Boston, MA"
2650000,5,5,1633,"19 Gray St, Boston, MA 02116","Boston, MA"
639900,3,3,2105,"37 Park Vale Ave #5, Boston, MA 02134","Boston, MA"
1500000,2,2,2.30,"32-34 Hancock Unit 3-B, Boston, MA 02114","Boston, MA"
2199000,2,2,1190,"1 Franklin St #3110, Boston, MA 02110","Boston, MA"
12000000,4,4,1100,"975 Memorial Dr #1008, Cambridge, MA 02138","Cambridge, MA"
759000,3,3,1281,"225 Havre St #4, Boston, MA 02128","Boston, MA"
1250000,2,2,3894,"416 Marlborough St #101, Boston, MA 02115","Boston, MA"
1375000,3,3,1246,"63 Etna St #2, Boston, MA 02135","Boston, MA"
799000,5,5,1024,"60 Taunton Ave, Boston, MA 02136","Boston, MA"
624900,2,2,1719,"1038 Beacon St Unit A, Brookline, MA 02445","Brookline, MA"
649000,2,2,1692,"24 Marion St #3, Boston, MA 02128","Boston, MA"
1399999,2,2,7491,"51 Mt Vernon St Unit 1A, Boston, MA 02108","Boston, MA"
989000,4,4,901,"8 Crestview Rd #8, Boston, MA 02131","Boston, MA"
829000,1,1,705,"88 B St #302, Boston, MA 02127","Boston, MA"
299000,1,1,1239,"9 Cass St #9, Boston, MA 02132","Boston, MA"
2250000,2,2,2293,"9 Braddock Park #3, Boston, MA 02116","Boston, MA"
550800,1,1,1028,"16 Taber St #601, Boston, MA 02119","Boston, MA"
879000,2,2,552,"88 Worcester St #5, Boston, MA 02118","Boston, MA"
639000,1,1,1647,"99 Tremont St #516, Boston, MA 02135","Boston, MA"
749900,4,4,720,"109 Ellington St #1, Boston, MA 02121","Boston, MA"
525000,1,1,775,"690 Tremont St #2, Boston, MA 02118","Boston, MA"
459999,1,1,783,"343 S Huntington Ave #4, Boston, MA 02130","Boston, MA"
259000,2,2,1848,"621 Cummins Hwy Unit D, Boston, MA 02136","Boston, MA"
2000000,8,8,371,"222-224 Calumet St, Boston, MA 02120","Boston, MA"
779000,2,2,662,"225 Havre St #3, Boston, MA 02128","Boston, MA"
420000,1,1,657,"57 Broadlawn Park #11, Boston, MA 02467","Boston, MA"
629900,2,2,2288,"320 West Second St #310, Boston, MA 02127","Boston, MA"
1795000,1,1,4367,"330 Beacon St #34, Boston, MA 02116","Boston, MA"
879000,2,2,1323,"34 Myrtle St #3, Boston, MA 02114","Boston, MA"
1450000,2,2,762,"15 Sleeper St #406, Boston, MA 02210","Boston, MA"
815000,2,2,760,"3531 Washington St #204, Boston, MA 02130","Boston, MA"
999999,5,5,1128,"87 Oakland St, Boston, MA 02135","Boston, MA"
799000,2,2,967,"15 Main St Unit A, Boston, MA 02129","Boston, MA"
1999000,9,9,1234,"33-35 Ridgemont St, Boston, MA 02134","Boston, MA"
1499000,11,11,1120,"37 Crescent Ave, Boston, MA 02125","Boston, MA"
1625000,2,2,2340,"141 Dorchester Ave #812, Boston, MA 02127","Boston, MA"
849000,2,2,4087,"120 W 7th St #503, Boston, MA 02127","Boston, MA"
1475000,7,7,925,"30-32 Windermere Rd, Boston, MA 02125","Boston, MA"
698000,1,1,752,"85 East India Row Unit 38D, Boston, MA 02110","Boston, MA"
529000,2,2,555,"50 Charlesgate East #189, Boston, MA 02215","Boston, MA"
1575000,3,3,1787,"8-10 Mercer Ph 5, Boston, MA 02127","Boston, MA"
839000,4,4,1232,"1719 Commonwealth Ave #2, Boston, MA 02135","Boston, MA"
769000,1,1,940,"234 Causeway St #802, Boston, MA 02114","Boston, MA"
889000,4,4,1232,"1719 Commonwealth Ave #3, Boston, MA 02135","Boston, MA"
995000,2,2,1748,"3 Avery St #604, Boston, MA 02111","Boston, MA"
2395000,2,2,1794,"110 Stuart St Unit 22B, Boston, MA 02116","Boston, MA"
749900,3,3,1307,"224 Princeton St #2, Boston, MA 02128","Boston, MA"
989000,1,1,845,"341 Beacon St Unit 3C, Boston, MA 02116","Boston, MA"
759000,2,2,935,"5 Hancock St #1, Boston, MA 02129","Boston, MA"
765000,1,1,710,"126 Jersey St #302, Boston, MA 02215","Boston, MA"
679000,2,2,705,"161 O St #2, Boston, MA 02127","Boston, MA"
925000,1,1,876,"110 Stuart St Unit 26A, Boston, MA 02116","Boston, MA"
1295000,7,7,3030,"16-18 Donnybrook Rd, Boston, MA 02135","Boston, MA"
699000,1,1,5500,"416 Columbus Ave #3, Boston, MA 02116","Boston, MA"
699000,3,3,637,"11 Mountain Ave, Boston, MA 02124","Boston, MA"
495000,2,2,2075,"1161 Commonwealth Ave #2, Boston, MA 02134","Boston, MA"
889000,2,2,6880,"182 Sydney #1, Boston, MA 02125","Boston, MA"
795000,2,2,936,"68 I St #2, Boston, MA 02127","Boston, MA"
509000,2,2,1445,"111 Perkins St #76, Boston, MA 02130","Boston, MA"
799000,3,3,952,"10 Big Blue Dr, Milton, MA 02186","Milton, MA"
4695000,3,3,1130,"505 Tremont #903, Boston, MA 02116","Boston, MA"
1319000,2,2,1914,"242 Shawmut Ave Unit 1B, Boston, MA 02118","Boston, MA"
750000,1,1,34848.0,"9 Fayette St #3, Boston, MA 02116","Boston, MA"
439000,1,1,2317,"42 Van Winkle St #1, Boston, MA 02124","Boston, MA"
799900,3,3,1396,"55 Parkton Rd #1, Boston, MA 02130","Boston, MA"
389000,1,1,450,"231 Coolidge Ave #402, Watertown, MA 02472","Watertown, MA"
584000,2,2,751,"9 Hunnewell #1, Boston, MA 02135","Boston, MA"
2375000,3,3,1224,"47 Winchester St, Boston, MA 02116","Boston, MA"
769900,2,2,649,"9-11 Lourdes Ave #3, Boston, MA 02130","Boston, MA"
895000,4,4,876,"71R Mount Vernon St, Boston, MA 02132","Boston, MA"
1350000,2,2,1919,"40 Traveler St #113, Boston, MA 02118","Boston, MA"
599000,2,2,612,"34 Keith St, Boston, MA 02132","Boston, MA"
514900,2,2,1064,"60 Jamaicaway #5, Boston, MA 02130","Boston, MA"
899000,2,2,1881,"99 Tremont St #218, Boston, MA 02135","Boston, MA"
695000,3,3,6042,"47 Edwin St #2, Boston, MA 02124","Boston, MA"
1295000,6,6,1249,"47-49 Edwin St, Boston, MA 02124","Boston, MA"
649900,2,2,1408,"133 Boardman St #202, Boston, MA 02128","Boston, MA"
322500,1,1,4250,"72-74 Chelsea St #8, Boston, MA 02128","Boston, MA"
799000,1,1,644,"1 Avery St Unit 11E, Boston, MA 02111","Boston, MA"
929000,4,4,2059,"183 Eliot St, Milton, MA 02186","Milton, MA"
1100000,3,3,6839,"37 Jenkins St, Boston, MA 02127","Boston, MA"
843700,2,2,1650,"16 Taber St #505, Boston, MA 02119","Boston, MA"
750000,3,3,1650,"75 Tower St #2, Boston, MA 02130","Boston, MA"
529000,1,1,1298,"16 Taber St #303, Boston, MA 02119","Boston, MA"
589000,2,2,1125,"15 N Beacon St #220, Boston, MA 02134","Boston, MA"
1089000,4,4,695,"303 Maverick #1, Boston, MA 02128","Boston, MA"
779000,2,2,826,"303 Maverick Ph 4, Boston, MA 02128","Boston, MA"
775000,2,2,2115,"1109 Boylston St #12, Boston, MA 02215","Boston, MA"
2000000,0,0,1165,"117-119 Savin Hill Ave, Boston, MA 02125","Boston, MA"
699000,2,2,930,"11 Aberdeen St #4, Boston, MA 02215","Boston, MA"
709000,2,2,2800,"62 Patten #1, Boston, MA 02130","Boston, MA"
525000,2,2,2891,"119 Cornell St, Boston, MA 02131","Boston, MA"
849000,2,2,730,"524 E Broadway #6, Boston, MA 02127","Boston, MA"
549000,2,2,1086,"1758 Commonwealth Ave #2, Boston, MA 02135","Boston, MA"
675000,1,1,1259,"2 Clarendon St #304, Boston, MA 02116","Boston, MA"
599000,2,2,5787,"2031 Commonwealth Ave Unit 12A, Boston, MA 02135","Boston, MA"
700000,3,3,1135,"22 Rugdale Rd, Boston, MA 02124","Boston, MA"
649000,3,3,673,"42 Boylston St Unit #3, Boston, MA 02130","Boston, MA"
795000,4,4,642,"30 Sunset Hill Rd, Boston, MA 02132","Boston, MA"
280000,2,2,910,"175 Clare Ave Unit E1, Boston, MA 02136","Boston, MA"
590000,1,1,1352,"180 Telford St #303, Boston, MA 02135","Boston, MA"
4249000,5,5,6542,"40 Hanson St, Boston, MA 02118","Boston, MA"
319900,1,1,1159,"5140 Washington St #38, Boston, MA 02132","Boston, MA"
699000,1,1,1840,"43 Irving St #1, Boston, MA 02114","Boston, MA"
649000,3,3,6790,"33 Bremen #33, Boston, MA 02128","Boston, MA"
925000,3,3,785,"84 Montclair Ave, Boston, MA 02132","Boston, MA"
1850000,2,2,660,"30 Union Park St #304, Boston, MA 02118","Boston, MA"
860000,1,1,3551,"49 Melcher St #205, Boston, MA 02210","Boston, MA"
1349000,3,3,1000,"6 Henchman St Unit 4-6, Boston, MA 02113","Boston, MA"
529000,2,2,639,"111 Perkins St #142, Boston, MA 02130","Boston, MA"
599000,2,2,585,"86-88 Ardale St #1, Boston, MA 02131","Boston, MA"
699000,1,1,1080,"180 Telford St #517, Boston, MA 02135","Boston, MA"
3490000,7,7,1635,"75 Huntington Rd, Newton, MA 02458","Newton, MA"
575000,1,1,7007,"31 Queensberry St Unit 12A, Boston, MA 02215","Boston, MA"
1695000,4,4,1500,"4 Starling St, Boston, MA 02132","Boston, MA"
730000,2,2,833,"10 Geneva St #7, Boston, MA 02128","Boston, MA"
3988000,4,4,2319,"7 Rutland Sq, Boston, MA 02118","Boston, MA"
1249000,2,2,1130,"247 D St #3, Boston, MA 02127","Boston, MA"
3750000,3,3,2913,"500 Atlantic Ave Ph 20J, Boston, MA 02210","Boston, MA"
1899999,9,9,3738,"203 High St, Brookline, MA 02445","Brookline, MA"
799000,2,2,2313,"18 Greenwich St #18, Boston, MA 02120","Boston, MA"
2995000,4,4,1168,"35 Farragut Rd #3, Boston, MA 02127","Boston, MA"
4200000,5,5,3500,"57 Monmouth St, Brookline, MA 02445","Brookline, MA"
1499000,1,1,3514,"30 Union Park St #402, Boston, MA 02118","Boston, MA"
749000,2,2,2492,"21 Glen Rd #8, Boston, MA 02130","Boston, MA"
1029000,3,3,1113,"27 Allston St #1, Boston, MA 02129","Boston, MA"
850000,2,2,1009,"44 Washington St #1101, Brookline, MA 02445","Brookline, MA"
619000,1,1,1260,"454 Hanover St #2, Boston, MA 02113","Boston, MA"
675000,3,3,1005,"44 Tobin Rd, Boston, MA 02132","Boston, MA"
919900,2,2,545,"1650 Commonwealth Ave #205, Boston, MA 02135","Boston, MA"
695000,2,2,1837,"652 Adams St #2, Boston, MA 02122","Boston, MA"
3100000,2,2,4050,"300 Pier 4 Blvd Unit 7J, Boston, MA 02210","Boston, MA"
949000,4,4,969,"96 Newburg St, Boston, MA 02131","Boston, MA"
980000,1,1,1214,"2 Avery Unit 22A, Boston, MA 02111","Boston, MA"
799000,1,1,1374,"185 Marlborough St Unit B, Boston, MA 02116","Boston, MA"
399999,1,1,2543,"26 Waverly St #307, Boston, MA 02135","Boston, MA"
1799000,2,2,4500,"67-71 W Cedar St #5, Boston, MA 02114","Boston, MA"
2110000,2,2,803,"983 Memorial Dr #101, Cambridge, MA 02138","Cambridge, MA"
950000,2,2,781,"3 Anderson Pl #1, Boston, MA 02114","Boston, MA"
455000,2,2,615,"1330 Commonwealth Ave #16, Boston, MA 02134","Boston, MA"
839000,5,5,1290,"15 Rosseter St, Boston, MA 02121","Boston, MA"
3350000,2,2,1984,"110 Sudbury #3905, Boston, MA 02114","Boston, MA"
959000,2,2,969,"241 Perkins St Unit C305, Boston, MA 02130","Boston, MA"
1100000,2,2,565,"191 Washington St #624, Boston, MA 02135","Boston, MA"
989000,3,3,2506,"3 Avalon Rd, Milton, MA 02186","Milton, MA"
559000,1,1,5206,"205 Kent St #36, Brookline, MA 02446","Brookline, MA"
589000,2,2,1848,"187 Kent St #2, Brookline, MA 02446","Brookline, MA"
1195000,2,2,1778,"515 Shawmut Ave #2, Boston, MA 02118","Boston, MA"
6925000,2,2,950,"1 Dalton St #4305, Boston, MA 02115","Boston, MA"
3999000,2,2,2300,"49 Melcher St Ph 502, Boston, MA 02210","Boston, MA"
2575000,11,11,5144,"464 Sumner St, Boston, MA 02128","Boston, MA"
799900,5,5,684,"116 Brook Ave, Boston, MA 02125","Boston, MA"
550000,2,2,632,"327 Centre St #302, Boston, MA 02130","Boston, MA"
1366000,2,2,1045,"519 E 2nd St #503, Boston, MA 02127","Boston, MA"
1550000,9,9,2188,"27 Juliette St, Boston, MA 02122","Boston, MA"
1995000,2,2,2507,"43 Commercial Wharf #9, Boston, MA 02110","Boston, MA"
1200000,4,4,4778,"283 Lamartine St #2, Boston, MA 02130","Boston, MA"
2200000,3,3,2500,"2400 Beacon St Ph 608, Boston, MA 02467","Boston, MA"
1999000,8,8,2500,"211 W 9th St, Boston, MA 02127","Boston, MA"
989000,4,4,1310,"69 Marine Rd #1, Boston, MA 02127","Boston, MA"
1998000,2,2,1574,"1 Huntington Ave #408, Boston, MA 02116","Boston, MA"
245000,1,1,1588,"790 Hyde Park Ave #15, Boston, MA 02136","Boston, MA"
1005000,2,2,604,"256 Dorchester St #403, Boston, MA 02127","Boston, MA"
1175000,4,4,1095,"283 Lamartine St #1, Boston, MA 02130","Boston, MA"
559900,2,2,1280,"9 Gates St #1, Boston, MA 02127","Boston, MA"
799000,3,3,575,"7 Waumbeck Unit A, Boston, MA 02121","Boston, MA"
609900,4,4,1534,"60 Wood Ave, Boston, MA 02136","Boston, MA"
9700000,4,4,1470,"11 Chestnut St, Boston, MA 02108","Boston, MA"
7100000,4,4,4140,"20 Chestnut St #1, Boston, MA 02108","Boston, MA"
2195000,2,2,6596,"1 Charles Street South Unit 4G, Boston, MA 02116","Boston, MA"
7995000,3,3,1740,"300 Pier 4 Blvd Unit PHM, Boston, MA 02110","Boston, MA"
859000,2,2,3640,"684 Massachusetts Ave Ph 5, Boston, MA 02118","Boston, MA"
650000,1,1,1753,"80 Mount Vernon St #2, Boston, MA 02108","Boston, MA"
1975000,1,1,2564,"240 Devonshire St #4305, Boston, MA 02110","Boston, MA"
1625000,1,1,884,"240 Devonshire St #5207, Boston, MA 02110","Boston, MA"
6925000,3,3,515,"240 Devonshire St #5401, Boston, MA 02110","Boston, MA"
999000,4,4,515,"87 Old Harbor St #1, Boston, MA 02127","Boston, MA"
1200000,5,5,1035,"78 Harbor View St, Boston, MA 02125","Boston, MA"
2299000,2,2,781,"67-71 W Cedar St #3, Boston, MA 02114","Boston, MA"
875000,3,3,2369,"614 Columbus Ave #1, Boston, MA 02118","Boston, MA"
1339000,9,9,1966,"3 Stockton St, Boston, MA 02124","Boston, MA"
1995000,11,11,2170,"55 Iffley Rd, Boston, MA 02130","Boston, MA"
705000,2,2,1856,"65 Chelsea St #204, Boston, MA 02129","Boston, MA"
524900,0,0,1308,"56 Commonwealth Ave #55, Boston, MA 02116","Boston, MA"
429000,1,1,941,"1607 Commonwealth Ave #15, Boston, MA 02135","Boston, MA"
1485000,1,1,3600,"188 Brookline Ave Unit 21H, Boston, MA 02215","Boston, MA"
849000,3,3,4300,"74 Eliot #2, Milton, MA 02186","Milton, MA"
729900,2,2,3969,"76 Eliot #1, Milton, MA 02186","Milton, MA"
1558900,5,5,5250,"74-76 Eliot St, Milton, MA 02186","Milton, MA"
1200000,2,2,993,"58 Temple St #3, Boston, MA 02114","Boston, MA"
799999,3,3,335,"32 Brent #2, Boston, MA 02124","Boston, MA"
625000,1,1,589,"469 Shawmut Ave #4, Boston, MA 02118","Boston, MA"
479000,1,1,815,"701-703 Massachusetts Ave #15, Boston, MA 02118","Boston, MA"
599000,2,2,1675,"592 Columbus Ave #3, Boston, MA 02118","Boston, MA"
1449000,2,2,1172,"2 Avery Unit 33B, Boston, MA 02111","Boston, MA"
569000,3,3,3009,"742 Bennington St #2, Boston, MA 02128","Boston, MA"
999999,1,1,4761,"492 Beacon St #63, Boston, MA 02115","Boston, MA"
649900,1,1,720,"90 Wareham St #511, Boston, MA 02118","Boston, MA"
1680000,2,2,1057,"133 Seaport Blvd #917, Boston, MA 02210","Boston, MA"
740000,3,3,1386,"39 Juliette St #3, Boston, MA 02122","Boston, MA"
3850000,5,5,4964,"37 High St, Boston, MA 02129","Boston, MA"
1250000,2,2,1500,"85 East India Row Unit 26G, Boston, MA 02110","Boston, MA"
999000,8,8,1210,"61 Ceylon St, Boston, MA 02121","Boston, MA"
12500000,12,12,2916,"164 Marlborough St, Boston, MA 02116","Boston, MA"
2499000,2,2,3130,"86 Berkeley St #1, Boston, MA 02116","Boston, MA"
3750000,4,4,9504,"50 River St, Boston, MA 02108","Boston, MA"
1200000,9,9,2000,"6 Coleman St, Boston, MA 02125","Boston, MA"
459000,1,1,1840,"12 Stoneholm St #315, Boston, MA 02115","Boston, MA"
3795000,5,5,1840,"70 Chandler, Boston, MA 02116","Boston, MA"
685000,1,1,3120,"311-315 Washington St #4, Boston, MA 02135","Boston, MA"
559000,1,1,760,"156 Porter St #121, Boston, MA 02128","Boston, MA"
1295000,2,2,3135,"1597 Washington St #412, Boston, MA 02118","Boston, MA"
1395000,7,7,1486,"23-25 Division St, Chelsea, MA 02150","Chelsea, MA"
580999,5,5,352,"102 Moreland, Boston, MA 02119","Boston, MA"
1685000,2,2,3613,"33 Sleeper St #605, Boston, MA 02210","Boston, MA"
3995000,4,4,762,"6 Charles River Sq, Boston, MA 02114","Boston, MA"
775000,1,1,1045,"85 East India Row Unit 10A, Boston, MA 02110","Boston, MA"
475000,2,2,1014,"65 Chester St #9, Boston, MA 02134","Boston, MA"
844999,1,1,4060,"121 Portland St #808, Boston, MA 02114","Boston, MA"
1512500,2,2,2033,"110 Stuart Unit 16H, Boston, MA 02116","Boston, MA"
