price,rooms,address,city
3080,1,"2600 Lakefront Trl, Rockwall, TX 75032","Rockwall, TX"
3080,2,"2600 Lakefront Trl, Rockwall, TX 75032","Rockwall, TX"
1315,0,"1001 Lake Carolyn Pky, Irving, TX 75039","Irving, TX"
2350,1,"1001 Lake Carolyn Pky, Irving, TX 75039","Irving, TX"
2350,2,"1001 Lake Carolyn Pky, Irving, TX 75039","Irving, TX"
1520,0,"1100 Lake Carolyn Pkwy, Irving, TX 75039","Irving, TX"
10486,1,"1100 Lake Carolyn Pkwy, Irving, TX 75039","Irving, TX"
10486,2,"1100 Lake Carolyn Pkwy, Irving, TX 75039","Irving, TX"
10486,3,"1100 Lake Carolyn Pkwy, Irving, TX 75039","Irving, TX"
1375,0,"951 Abrams Rd, Richardson, TX 75081","Richardson, TX"
3641,1,"951 Abrams Rd, Richardson, TX 75081","Richardson, TX"
3641,2,"951 Abrams Rd, Richardson, TX 75081","Richardson, TX"
3641,3,"951 Abrams Rd, Richardson, TX 75081","Richardson, TX"
1344,0,"11771 Mira Lago Blvd, Farmers Branch, TX 75234","Farmers Branch, TX"
2659,1,"11771 Mira Lago Blvd, Farmers Branch, TX 75234","Farmers Branch, TX"
2659,2,"11771 Mira Lago Blvd, Farmers Branch, TX 75234","Farmers Branch, TX"
2659,3,"11771 Mira Lago Blvd, Farmers Branch, TX 75234","Farmers Branch, TX"
1473,0,"8001 N MacArthur Blvd, Irving, TX 75063","Irving, TX"
5508,1,"8001 N MacArthur Blvd, Irving, TX 75063","Irving, TX"
5508,2,"8001 N MacArthur Blvd, Irving, TX 75063","Irving, TX"
5508,3,"8001 N MacArthur Blvd, Irving, TX 75063","Irving, TX"
1100,0,"540 Buckingham Rd, Richardson, TX 75081","Richardson, TX"
3200,1,"540 Buckingham Rd, Richardson, TX 75081","Richardson, TX"
3200,2,"540 Buckingham Rd, Richardson, TX 75081","Richardson, TX"
3200,3,"540 Buckingham Rd, Richardson, TX 75081","Richardson, TX"
1261,0,"2232 Empire Central Dr, Dallas, TX 75235","Dallas, TX"
2646,1,"2232 Empire Central Dr, Dallas, TX 75235","Dallas, TX"
2646,2,"2232 Empire Central Dr, Dallas, TX 75235","Dallas, TX"
1674,0,"3030 Elizabeth St, Dallas, TX 75204","Dallas, TX"
5545,1,"3030 Elizabeth St, Dallas, TX 75204","Dallas, TX"
5545,2,"3030 Elizabeth St, Dallas, TX 75204","Dallas, TX"
2125,1 Bed,"2004 Lucille St, Dallas, TX 75204","Dallas, TX"
2150,1 Bed,"2004 Lucille St, Dallas, TX 75204","Dallas, TX"
1655,0,"7077 Watercrest Pkwy, Dallas, TX 75231","Dallas, TX"
3866,1,"7077 Watercrest Pkwy, Dallas, TX 75231","Dallas, TX"
3866,2,"7077 Watercrest Pkwy, Dallas, TX 75231","Dallas, TX"
3866,3,"7077 Watercrest Pkwy, Dallas, TX 75231","Dallas, TX"
1450,1 Bed,"4725 Junius St, Dallas, TX 75246","Dallas, TX"
999,0,"1301 W Wheatland Rd, Dallas, TX 75232","Dallas, TX"
1499,1,"1301 W Wheatland Rd, Dallas, TX 75232","Dallas, TX"
1499,2,"1301 W Wheatland Rd, Dallas, TX 75232","Dallas, TX"
1499,3,"1301 W Wheatland Rd, Dallas, TX 75232","Dallas, TX"
1599,0,"10004 Regal Park Ln, Dallas, TX 75230","Dallas, TX"
2474,1,"10004 Regal Park Ln, Dallas, TX 75230","Dallas, TX"
2474,2,"10004 Regal Park Ln, Dallas, TX 75230","Dallas, TX"
2474,3,"10004 Regal Park Ln, Dallas, TX 75230","Dallas, TX"
1299,0,"3383 Cedarplaza Ln, Dallas, TX 75235","Dallas, TX"
2638,1,"3383 Cedarplaza Ln, Dallas, TX 75235","Dallas, TX"
2638,2,"3383 Cedarplaza Ln, Dallas, TX 75235","Dallas, TX"
3600,2,"Dallas, TX 75204","Dallas, TX"
3850,2,"Dallas, TX 75204","Dallas, TX"
1344,0,"5490 Denton Drive Cut Off, Dallas, TX 75235","Dallas, TX"
3253,1,"5490 Denton Drive Cut Off, Dallas, TX 75235","Dallas, TX"
3253,2,"5490 Denton Drive Cut Off, Dallas, TX 75235","Dallas, TX"
1400,0,"2202 Mail Ave, Dallas, TX 75235","Dallas, TX"
1730,1,"2202 Mail Ave, Dallas, TX 75235","Dallas, TX"
1085,0,"7905 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1395,1,"7905 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1395,2,"7905 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1210,0,"18959 N Dallas Pky, Dallas, TX 75287","Dallas, TX"
2835,1,"18959 N Dallas Pky, Dallas, TX 75287","Dallas, TX"
2835,2,"18959 N Dallas Pky, Dallas, TX 75287","Dallas, TX"
2835,3,"18959 N Dallas Pky, Dallas, TX 75287","Dallas, TX"
1085,0,"2116 N Garrett Ave, Dallas, TX 75206","Dallas, TX"
1650,1,"2116 N Garrett Ave, Dallas, TX 75206","Dallas, TX"
1650,2,"2116 N Garrett Ave, Dallas, TX 75206","Dallas, TX"
1645,0,"5301 Alpha Rd, Dallas, TX 75240","Dallas, TX"
2906,1,"5301 Alpha Rd, Dallas, TX 75240","Dallas, TX"
2906,2,"5301 Alpha Rd, Dallas, TX 75240","Dallas, TX"
2906,3,"5301 Alpha Rd, Dallas, TX 75240","Dallas, TX"
1045,0,"2211 S Vernon Ave, Dallas, TX 75224","Dallas, TX"
1500,1,"2211 S Vernon Ave, Dallas, TX 75224","Dallas, TX"
1500,2,"2211 S Vernon Ave, Dallas, TX 75224","Dallas, TX"
1195,0,"4912 Gaston Ave, Dallas, TX 75214","Dallas, TX"
1895,1,"4912 Gaston Ave, Dallas, TX 75214","Dallas, TX"
1895,2,"4912 Gaston Ave, Dallas, TX 75214","Dallas, TX"
1090,2,"13731 Goldmark Dr, Dallas, TX 75240","Dallas, TX"
1334,2,"13731 Goldmark Dr, Dallas, TX 75240","Dallas, TX"
824,0,"12610 Jupiter Rd, Dallas, TX 75238","Dallas, TX"
1682,1,"12610 Jupiter Rd, Dallas, TX 75238","Dallas, TX"
1682,2,"12610 Jupiter Rd, Dallas, TX 75238","Dallas, TX"
1360,0,"4607 Timberglen Rd, Dallas, TX 75287","Dallas, TX"
2655,1,"4607 Timberglen Rd, Dallas, TX 75287","Dallas, TX"
2655,2,"4607 Timberglen Rd, Dallas, TX 75287","Dallas, TX"
2655,3,"4607 Timberglen Rd, Dallas, TX 75287","Dallas, TX"
925,Studio,"1500 N Carroll, Dallas, TX 75204","Dallas, TX"
900,0,"7324 Skillman St, Dallas, TX 75231","Dallas, TX"
2050,1,"7324 Skillman St, Dallas, TX 75231","Dallas, TX"
2050,2,"7324 Skillman St, Dallas, TX 75231","Dallas, TX"
2050,3,"7324 Skillman St, Dallas, TX 75231","Dallas, TX"
1095,0,"8383 La Prada Dr, Dallas, TX 75228","Dallas, TX"
1545,1,"8383 La Prada Dr, Dallas, TX 75228","Dallas, TX"
1545,2,"8383 La Prada Dr, Dallas, TX 75228","Dallas, TX"
981,0,"7150 E Grand Ave, Dallas, TX 75223","Dallas, TX"
4372,1,"7150 E Grand Ave, Dallas, TX 75223","Dallas, TX"
4372,2,"7150 E Grand Ave, Dallas, TX 75223","Dallas, TX"
4372,3,"7150 E Grand Ave, Dallas, TX 75223","Dallas, TX"
815,0,"10700 Woodmeadow Pky, Dallas, TX 75228","Dallas, TX"
1345,1,"10700 Woodmeadow Pky, Dallas, TX 75228","Dallas, TX"
1345,2,"10700 Woodmeadow Pky, Dallas, TX 75228","Dallas, TX"
765,0,"11201 E Lake Highlands Dr, Dallas, TX 75218","Dallas, TX"
1670,1,"11201 E Lake Highlands Dr, Dallas, TX 75218","Dallas, TX"
1670,2,"11201 E Lake Highlands Dr, Dallas, TX 75218","Dallas, TX"
965,0,"13695 Goldmark Dr, Dallas, TX 75240","Dallas, TX"
1145,1,"13695 Goldmark Dr, Dallas, TX 75240","Dallas, TX"
1145,2,"13695 Goldmark Dr, Dallas, TX 75240","Dallas, TX"
1400,0,"4724-4806 E Side Ave, Dallas, TX 75226","Dallas, TX"
1900,1,"4724-4806 E Side Ave, Dallas, TX 75226","Dallas, TX"
1900,2,"4724-4806 E Side Ave, Dallas, TX 75226","Dallas, TX"
1900,3,"4724-4806 E Side Ave, Dallas, TX 75226","Dallas, TX"
950,0,"8411 La Prada Dr E, Dallas, TX 75228","Dallas, TX"
1305,1,"8411 La Prada Dr E, Dallas, TX 75228","Dallas, TX"
1305,2,"8411 La Prada Dr E, Dallas, TX 75228","Dallas, TX"
1305,3,"8411 La Prada Dr E, Dallas, TX 75228","Dallas, TX"
1250,0,"120 Turtle Creek Blvd, Dallas, TX 75207","Dallas, TX"
2486,1,"120 Turtle Creek Blvd, Dallas, TX 75207","Dallas, TX"
2486,2,"120 Turtle Creek Blvd, Dallas, TX 75207","Dallas, TX"
850,0,"13030 Audelia Rd, Dallas, TX 75243","Dallas, TX"
1892,1,"13030 Audelia Rd, Dallas, TX 75243","Dallas, TX"
1892,2,"13030 Audelia Rd, Dallas, TX 75243","Dallas, TX"
1892,3,"13030 Audelia Rd, Dallas, TX 75243","Dallas, TX"
1089,0,"910 S Belt Line Rd, Dallas, TX 75253","Dallas, TX"
1865,1,"910 S Belt Line Rd, Dallas, TX 75253","Dallas, TX"
1865,2,"910 S Belt Line Rd, Dallas, TX 75253","Dallas, TX"
1865,3,"910 S Belt Line Rd, Dallas, TX 75253","Dallas, TX"
1865,4,"910 S Belt Line Rd, Dallas, TX 75253","Dallas, TX"
1250,0,"6069 Belt Line Rd, Dallas, TX 75254","Dallas, TX"
1800,1,"6069 Belt Line Rd, Dallas, TX 75254","Dallas, TX"
1800,2,"6069 Belt Line Rd, Dallas, TX 75254","Dallas, TX"
688,0,"8081 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1102,1,"8081 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1102,2,"8081 Marvin D Love Fwy, Dallas, TX 75237","Dallas, TX"
1400,0,"8600 Valley Ranch Pky W, Irving, TX 75063","Irving, TX"
2782,1,"8600 Valley Ranch Pky W, Irving, TX 75063","Irving, TX"
2782,2,"8600 Valley Ranch Pky W, Irving, TX 75063","Irving, TX"
2782,3,"8600 Valley Ranch Pky W, Irving, TX 75063","Irving, TX"
1595,0,"2902 S Belt Line Rd, Grand Prairie, TX 75052","Grand Prairie, TX"
2635,1,"2902 S Belt Line Rd, Grand Prairie, TX 75052","Grand Prairie, TX"
2635,2,"2902 S Belt Line Rd, Grand Prairie, TX 75052","Grand Prairie, TX"
1475,0,"4205 Dalrock Rd, Rowlett, TX 75088","Rowlett, TX"
2175,1,"4205 Dalrock Rd, Rowlett, TX 75088","Rowlett, TX"
2175,2,"4205 Dalrock Rd, Rowlett, TX 75088","Rowlett, TX"
1155,0,"2500 Guerrero Dr, Carrollton, TX 75006","Carrollton, TX"
1925,1,"2500 Guerrero Dr, Carrollton, TX 75006","Carrollton, TX"
1925,2,"2500 Guerrero Dr, Carrollton, TX 75006","Carrollton, TX"
1457,0,"7904 N Glen Dr, Irving, TX 75063","Irving, TX"
2603,1,"7904 N Glen Dr, Irving, TX 75063","Irving, TX"
2603,2,"7904 N Glen Dr, Irving, TX 75063","Irving, TX"
2603,3,"7904 N Glen Dr, Irving, TX 75063","Irving, TX"
1625,0,"3033 E Hebron Pky, Carrollton, TX 75010","Carrollton, TX"
3225,1,"3033 E Hebron Pky, Carrollton, TX 75010","Carrollton, TX"
3225,2,"3033 E Hebron Pky, Carrollton, TX 75010","Carrollton, TX"
3225,3,"3033 E Hebron Pky, Carrollton, TX 75010","Carrollton, TX"
1130,0,"500 Santa Fe Trl, Irving, TX 75063","Irving, TX"
2245,1,"500 Santa Fe Trl, Irving, TX 75063","Irving, TX"
2245,2,"500 Santa Fe Trl, Irving, TX 75063","Irving, TX"
1524,0,"4210 Dechman Dr, Grand Prairie, TX 75052","Grand Prairie, TX"
2935,1,"4210 Dechman Dr, Grand Prairie, TX 75052","Grand Prairie, TX"
2935,2,"4210 Dechman Dr, Grand Prairie, TX 75052","Grand Prairie, TX"
2935,3,"4210 Dechman Dr, Grand Prairie, TX 75052","Grand Prairie, TX"
1402,1 Bed,"11601 Lago Vista W, Farmers Branch, TX 75234","Farmers Branch, TX"
1480,1 Bed,"11601 Lago Vista W, Farmers Branch, TX 75234","Farmers Branch, TX"
1418,0,"6401 Escena Blvd, Irving, TX 75039","Irving, TX"
2815,1,"6401 Escena Blvd, Irving, TX 75039","Irving, TX"
2815,2,"6401 Escena Blvd, Irving, TX 75039","Irving, TX"
2815,3,"6401 Escena Blvd, Irving, TX 75039","Irving, TX"
1045,0,"631 N Alexander Ave, Duncanville, TX 75116","Duncanville, TX"
1795,1,"631 N Alexander Ave, Duncanville, TX 75116","Duncanville, TX"
1795,2,"631 N Alexander Ave, Duncanville, TX 75116","Duncanville, TX"
1795,3,"631 N Alexander Ave, Duncanville, TX 75116","Duncanville, TX"
976,0,"5800 Northwest Dr, Mesquite, TX 75150","Mesquite, TX"
2155,1,"5800 Northwest Dr, Mesquite, TX 75150","Mesquite, TX"
2155,2,"5800 Northwest Dr, Mesquite, TX 75150","Mesquite, TX"
910,0,"5118 Broadway Blvd, Garland, TX 75043","Garland, TX"
2150,1,"5118 Broadway Blvd, Garland, TX 75043","Garland, TX"
2150,2,"5118 Broadway Blvd, Garland, TX 75043","Garland, TX"
1380,0,"4701 Preston Park Blvd, Plano, TX 75093","Plano, TX"
2720,1,"4701 Preston Park Blvd, Plano, TX 75093","Plano, TX"
2720,2,"4701 Preston Park Blvd, Plano, TX 75093","Plano, TX"
1035,0,"10201 N Macarthur Blvd, Irving, TX 75063","Irving, TX"
1715,1,"10201 N Macarthur Blvd, Irving, TX 75063","Irving, TX"
1715,2,"10201 N Macarthur Blvd, Irving, TX 75063","Irving, TX"
1400,1 Bed,"5910 Oram St, Dallas, TX 75206","Dallas, TX"
1705,0,"9191 Garland Rd, Dallas, TX 75218","Dallas, TX"
4908,1,"9191 Garland Rd, Dallas, TX 75218","Dallas, TX"
4908,2,"9191 Garland Rd, Dallas, TX 75218","Dallas, TX"
1370,0,"14833 Spring Creek Rd, Dallas, TX 75248","Dallas, TX"
2230,1,"14833 Spring Creek Rd, Dallas, TX 75248","Dallas, TX"
2230,2,"14833 Spring Creek Rd, Dallas, TX 75248","Dallas, TX"
2230,3,"14833 Spring Creek Rd, Dallas, TX 75248","Dallas, TX"
1126,0,"15889 Preston Rd, Dallas, TX 75248","Dallas, TX"
1716,1,"15889 Preston Rd, Dallas, TX 75248","Dallas, TX"
1716,2,"15889 Preston Rd, Dallas, TX 75248","Dallas, TX"
1420,0,"3838 Rawlins St, Dallas, TX 75219","Dallas, TX"
2010,1,"3838 Rawlins St, Dallas, TX 75219","Dallas, TX"
2010,2,"3838 Rawlins St, Dallas, TX 75219","Dallas, TX"
1390,0,"2427 Allen St, Dallas, TX 75204","Dallas, TX"
5010,1,"2427 Allen St, Dallas, TX 75204","Dallas, TX"
5010,2,"2427 Allen St, Dallas, TX 75204","Dallas, TX"
1000,0,"3130 Lombardy Ln, Dallas, TX 75220","Dallas, TX"
2530,1,"3130 Lombardy Ln, Dallas, TX 75220","Dallas, TX"
2530,2,"3130 Lombardy Ln, Dallas, TX 75220","Dallas, TX"
1150,0,"9180 Forest Ln, Dallas, TX 75243","Dallas, TX"
1795,1,"9180 Forest Ln, Dallas, TX 75243","Dallas, TX"
1795,2,"9180 Forest Ln, Dallas, TX 75243","Dallas, TX"
1757,0,"5140 Willis Ave, Dallas, TX 75206","Dallas, TX"
3353,1,"5140 Willis Ave, Dallas, TX 75206","Dallas, TX"
3353,2,"5140 Willis Ave, Dallas, TX 75206","Dallas, TX"
1289,0,"7070 W Camp Wisdom Rd, Dallas, TX 75236","Dallas, TX"
1384,1,"7070 W Camp Wisdom Rd, Dallas, TX 75236","Dallas, TX"
1384,2,"7070 W Camp Wisdom Rd, Dallas, TX 75236","Dallas, TX"
1050,0,"8325 Meadow Rd, Dallas, TX 75231","Dallas, TX"
2397,1,"8325 Meadow Rd, Dallas, TX 75231","Dallas, TX"
2397,2,"8325 Meadow Rd, Dallas, TX 75231","Dallas, TX"
1075,0,"2911 Clydedale Dr, Dallas, TX 75220","Dallas, TX"
1350,1,"2911 Clydedale Dr, Dallas, TX 75220","Dallas, TX"
1350,2,"2911 Clydedale Dr, Dallas, TX 75220","Dallas, TX"
1350,3,"2911 Clydedale Dr, Dallas, TX 75220","Dallas, TX"
1350,0,"6202 Gaston Ave, Dallas, TX 75214","Dallas, TX"
1700,1,"6202 Gaston Ave, Dallas, TX 75214","Dallas, TX"
1700,2,"6202 Gaston Ave, Dallas, TX 75214","Dallas, TX"
945,0,"3140 N Hall St, Dallas, TX 75204","Dallas, TX"
1600,1,"3140 N Hall St, Dallas, TX 75204","Dallas, TX"
1600,2,"3140 N Hall St, Dallas, TX 75204","Dallas, TX"
1600,3,"3140 N Hall St, Dallas, TX 75204","Dallas, TX"
990,0,"17878 Preston Rd, Dallas, TX 75252","Dallas, TX"
1341,1,"17878 Preston Rd, Dallas, TX 75252","Dallas, TX"
1341,2,"17878 Preston Rd, Dallas, TX 75252","Dallas, TX"
935,0,"9707 Walnut Hill Ln, Dallas, TX 75238","Dallas, TX"
1575,1,"9707 Walnut Hill Ln, Dallas, TX 75238","Dallas, TX"
1575,2,"9707 Walnut Hill Ln, Dallas, TX 75238","Dallas, TX"
1764,0,"14827 Preston Rd, Dallas, TX 75254","Dallas, TX"
2754,1,"14827 Preston Rd, Dallas, TX 75254","Dallas, TX"
2754,2,"14827 Preston Rd, Dallas, TX 75254","Dallas, TX"
1120,0,"811 N Plymouth Rd, Dallas, TX 75211","Dallas, TX"
1825,1,"811 N Plymouth Rd, Dallas, TX 75211","Dallas, TX"
1825,2,"811 N Plymouth Rd, Dallas, TX 75211","Dallas, TX"
1825,3,"811 N Plymouth Rd, Dallas, TX 75211","Dallas, TX"
1825,4,"811 N Plymouth Rd, Dallas, TX 75211","Dallas, TX"
959,0,"2359 Highland Rd, Dallas, TX 75228","Dallas, TX"
1699,1,"2359 Highland Rd, Dallas, TX 75228","Dallas, TX"
1699,2,"2359 Highland Rd, Dallas, TX 75228","Dallas, TX"
1699,3,"2359 Highland Rd, Dallas, TX 75228","Dallas, TX"
899,0,"3150 Cliff Creek Crossing Dr, Dallas, TX 75237","Dallas, TX"
1279,1,"3150 Cliff Creek Crossing Dr, Dallas, TX 75237","Dallas, TX"
1279,2,"3150 Cliff Creek Crossing Dr, Dallas, TX 75237","Dallas, TX"
1250,0,"5103-5111 Live Oak St, Dallas, TX 75206","Dallas, TX"
1480,1,"5103-5111 Live Oak St, Dallas, TX 75206","Dallas, TX"
1480,2,"5103-5111 Live Oak St, Dallas, TX 75206","Dallas, TX"
910,0,"5930 Arapaho Rd, Dallas, TX 75248","Dallas, TX"
1700,1,"5930 Arapaho Rd, Dallas, TX 75248","Dallas, TX"
1700,2,"5930 Arapaho Rd, Dallas, TX 75248","Dallas, TX"
1111,0,"10700 E Dartmouth Ave, Denver, CO 80014","Denver, CO"
1991,1,"10700 E Dartmouth Ave, Denver, CO 80014","Denver, CO"
1991,2,"10700 E Dartmouth Ave, Denver, CO 80014","Denver, CO"
1108,0,"10225 E Girard Ave, Denver, CO 80231","Denver, CO"
1724,1,"10225 E Girard Ave, Denver, CO 80231","Denver, CO"
1724,2,"10225 E Girard Ave, Denver, CO 80231","Denver, CO"
1380,0,"3550 S Kendall St, Denver, CO 80235","Denver, CO"
1747,1,"3550 S Kendall St, Denver, CO 80235","Denver, CO"
1747,2,"3550 S Kendall St, Denver, CO 80235","Denver, CO"
1533,0,"2450 S University Blvd, Denver, CO 80210","Denver, CO"
5597,1,"2450 S University Blvd, Denver, CO 80210","Denver, CO"
5597,2,"2450 S University Blvd, Denver, CO 80210","Denver, CO"
1645,0,"16505 Green Valley Ranch Blvd, Denver, CO 80239","Denver, CO"
2650,1,"16505 Green Valley Ranch Blvd, Denver, CO 80239","Denver, CO"
2650,2,"16505 Green Valley Ranch Blvd, Denver, CO 80239","Denver, CO"
2650,3,"16505 Green Valley Ranch Blvd, Denver, CO 80239","Denver, CO"
1505,0,"2180 S Colorado Blvd, Denver, CO 80222","Denver, CO"
3925,1,"2180 S Colorado Blvd, Denver, CO 80222","Denver, CO"
3925,2,"2180 S Colorado Blvd, Denver, CO 80222","Denver, CO"
3925,3,"2180 S Colorado Blvd, Denver, CO 80222","Denver, CO"
1424,0,"1590 Grove St, Denver, CO 80204","Denver, CO"
3525,1,"1590 Grove St, Denver, CO 80204","Denver, CO"
3525,2,"1590 Grove St, Denver, CO 80204","Denver, CO"
3525,3,"1590 Grove St, Denver, CO 80204","Denver, CO"
1650,0,"1780 Marion St, Denver, CO 80218","Denver, CO"
2030,1,"1780 Marion St, Denver, CO 80218","Denver, CO"
2030,2,"1780 Marion St, Denver, CO 80218","Denver, CO"
1733,0,"1350 40th St, Denver, CO 80205","Denver, CO"
5540,1,"1350 40th St, Denver, CO 80205","Denver, CO"
5540,2,"1350 40th St, Denver, CO 80205","Denver, CO"
1145,0,"2130 Arapahoe St, Denver, CO 80205","Denver, CO"
4701,1,"2130 Arapahoe St, Denver, CO 80205","Denver, CO"
4701,2,"2130 Arapahoe St, Denver, CO 80205","Denver, CO"
4701,3,"2130 Arapahoe St, Denver, CO 80205","Denver, CO"
1773,0,"9590 E Northfield Blvd, Denver, CO 80238","Denver, CO"
3833,1,"9590 E Northfield Blvd, Denver, CO 80238","Denver, CO"
3833,2,"9590 E Northfield Blvd, Denver, CO 80238","Denver, CO"
3833,3,"9590 E Northfield Blvd, Denver, CO 80238","Denver, CO"
1545,0,"6223 N Panasonic Way, Denver, CO 80249","Denver, CO"
4355,1,"6223 N Panasonic Way, Denver, CO 80249","Denver, CO"
4355,2,"6223 N Panasonic Way, Denver, CO 80249","Denver, CO"
1885,0,"2501 W 26th Ave, Denver, CO 80211","Denver, CO"
3894,1,"2501 W 26th Ave, Denver, CO 80211","Denver, CO"
3894,2,"2501 W 26th Ave, Denver, CO 80211","Denver, CO"
1585,0,"505 N Lipan St, Denver, CO 80204","Denver, CO"
3370,1,"505 N Lipan St, Denver, CO 80204","Denver, CO"
3370,2,"505 N Lipan St, Denver, CO 80204","Denver, CO"
1799,0,"18490 E 51st Ave, Denver, CO 80249","Denver, CO"
3335,1,"18490 E 51st Ave, Denver, CO 80249","Denver, CO"
3335,2,"18490 E 51st Ave, Denver, CO 80249","Denver, CO"
3335,3,"18490 E 51st Ave, Denver, CO 80249","Denver, CO"
1648,0,"3000 W Bates Ave, Denver, CO 80236","Denver, CO"
3763,1,"3000 W Bates Ave, Denver, CO 80236","Denver, CO"
3763,2,"3000 W Bates Ave, Denver, CO 80236","Denver, CO"
3763,3,"3000 W Bates Ave, Denver, CO 80236","Denver, CO"
1995,0,"5256 N Federal Blvd, Denver, CO 80221","Denver, CO"
2800,1,"5256 N Federal Blvd, Denver, CO 80221","Denver, CO"
2800,2,"5256 N Federal Blvd, Denver, CO 80221","Denver, CO"
1770,0,"4607 Xenia St, Denver, CO 80238","Denver, CO"
2745,1,"4607 Xenia St, Denver, CO 80238","Denver, CO"
2745,2,"4607 Xenia St, Denver, CO 80238","Denver, CO"
1175,0,"888-888 S Oneida St, Denver, CO 80224","Denver, CO"
1936,1,"888-888 S Oneida St, Denver, CO 80224","Denver, CO"
1936,2,"888-888 S Oneida St, Denver, CO 80224","Denver, CO"
1708,0,"3021 S Galapago St, Englewood, CO 80110","Englewood, CO"
5291,1,"3021 S Galapago St, Englewood, CO 80110","Englewood, CO"
5291,2,"3021 S Galapago St, Englewood, CO 80110","Englewood, CO"
1620,0,"9501 E 23rd Ave, Aurora, CO 80010","Aurora, CO"
2555,1,"9501 E 23rd Ave, Aurora, CO 80010","Aurora, CO"
2555,2,"9501 E 23rd Ave, Aurora, CO 80010","Aurora, CO"
1770,0,"6273 W Jewell Ave, Lakewood, CO 80232","Lakewood, CO"
3054,1,"6273 W Jewell Ave, Lakewood, CO 80232","Lakewood, CO"
3054,2,"6273 W Jewell Ave, Lakewood, CO 80232","Lakewood, CO"
1695,0,"19151 E 65th Ave, Aurora, CO 80019","Aurora, CO"
2785,1,"19151 E 65th Ave, Aurora, CO 80019","Aurora, CO"
2785,2,"19151 E 65th Ave, Aurora, CO 80019","Aurora, CO"
2785,3,"19151 E 65th Ave, Aurora, CO 80019","Aurora, CO"
1530,0,"2060 N Chester St, Aurora, CO 80010","Aurora, CO"
3295,1,"2060 N Chester St, Aurora, CO 80010","Aurora, CO"
3295,2,"2060 N Chester St, Aurora, CO 80010","Aurora, CO"
3295,3,"2060 N Chester St, Aurora, CO 80010","Aurora, CO"
1750,0,"755 S Dexter St, Denver, CO 80246","Denver, CO"
2635,1,"755 S Dexter St, Denver, CO 80246","Denver, CO"
2635,2,"755 S Dexter St, Denver, CO 80246","Denver, CO"
1455,0,"8680 E Alameda Ave, Denver, CO 80247","Denver, CO"
2560,1,"8680 E Alameda Ave, Denver, CO 80247","Denver, CO"
2560,2,"8680 E Alameda Ave, Denver, CO 80247","Denver, CO"
2560,3,"8680 E Alameda Ave, Denver, CO 80247","Denver, CO"
1645,0,"2234 S Trenton Way, Denver, CO 80231","Denver, CO"
2601,1,"2234 S Trenton Way, Denver, CO 80231","Denver, CO"
2601,2,"2234 S Trenton Way, Denver, CO 80231","Denver, CO"
2601,3,"2234 S Trenton Way, Denver, CO 80231","Denver, CO"
1105,0,"2855 Arapahoe St, Denver, CO 80205","Denver, CO"
2449,1,"2855 Arapahoe St, Denver, CO 80205","Denver, CO"
2449,2,"2855 Arapahoe St, Denver, CO 80205","Denver, CO"
2449,3,"2855 Arapahoe St, Denver, CO 80205","Denver, CO"
1749,0,"2800 S Syracuse Way, Denver, CO 80231","Denver, CO"
2049,1,"2800 S Syracuse Way, Denver, CO 80231","Denver, CO"
2049,2,"2800 S Syracuse Way, Denver, CO 80231","Denver, CO"
1507,0,"9649 E 5th Ave, Denver, CO 80230","Denver, CO"
7386,1,"9649 E 5th Ave, Denver, CO 80230","Denver, CO"
7386,2,"9649 E 5th Ave, Denver, CO 80230","Denver, CO"
7386,3,"9649 E 5th Ave, Denver, CO 80230","Denver, CO"
1525,0,"3310 S Kenton St, Denver, CO 80014","Denver, CO"
2470,1,"3310 S Kenton St, Denver, CO 80014","Denver, CO"
2470,2,"3310 S Kenton St, Denver, CO 80014","Denver, CO"
2470,3,"3310 S Kenton St, Denver, CO 80014","Denver, CO"
1899,0,"225 S Harrison St, Denver, CO 80209","Denver, CO"
3799,1,"225 S Harrison St, Denver, CO 80209","Denver, CO"
3799,2,"225 S Harrison St, Denver, CO 80209","Denver, CO"
3799,3,"225 S Harrison St, Denver, CO 80209","Denver, CO"
1245,0,"1039 S Parker Rd, Denver, CO 80231","Denver, CO"
1890,1,"1039 S Parker Rd, Denver, CO 80231","Denver, CO"
1890,2,"1039 S Parker Rd, Denver, CO 80231","Denver, CO"
1375,0,"7777 E Yale Ave, Denver, CO 80231","Denver, CO"
2390,1,"7777 E Yale Ave, Denver, CO 80231","Denver, CO"
2390,2,"7777 E Yale Ave, Denver, CO 80231","Denver, CO"
2390,3,"7777 E Yale Ave, Denver, CO 80231","Denver, CO"
1442,0,"4363 S Quebec St, Denver, CO 80237","Denver, CO"
3982,1,"4363 S Quebec St, Denver, CO 80237","Denver, CO"
3982,2,"4363 S Quebec St, Denver, CO 80237","Denver, CO"
1449,0,"7301-7575 EAST 29TH AVENUE, Denver, CO 80238","Denver, CO"
10522,1,"7301-7575 EAST 29TH AVENUE, Denver, CO 80238","Denver, CO"
